granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8645,471,,62.6994487960545,3.41601392515231,,13788,Oslo,2022-03-14
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5499,4177,,84.1211564938045,63.8978124521952,,6537,Oslo,2022-03-14
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29142,27034,12111,93.1322105397718,86.3954491706881,38.7044198012208,31291,Oslo,2022-03-14
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,93743,89145,51517,90.3268389508778,85.8963982193444,49.6396292227939,103782,Oslo,2022-03-14
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,22006,21113,13310,91.3377329514797,87.631262192338,55.2442618187855,24093,Oslo,2022-03-14
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,40082,39048,29925,93.6123502347199,91.1974215848845,69.8904640680104,42817,Oslo,2022-03-14
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32586,32088,27957,94.9669221577828,93.5155771864891,81.4764083583482,34313,Oslo,2022-03-14
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24830,24566,22462,95,95,87.0586411379404,25801,Oslo,2022-03-14
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,15996,15854,14588,95,95,89.4091689139495,16316,Oslo,2022-03-14
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7927,7795,6584,95,95,87.0208828971716,7566,Oslo,2022-03-14
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8912,428,,62.2216016197724,2.98820079592264,,14323,Oslo,2022-03-14
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5267,3817,,79.3940307506783,57.5369309617124,,6634,Oslo,2022-03-14
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25122,22599,8321,88.3115970049566,79.4424719654094,29.2508876155658,28447,Oslo,2022-03-14
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90867,86006,47168,87.0006893646356,82.346520623492,45.1610432384819,104444,Oslo,2022-03-14
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22743,21873,14024,86.4719972624615,83.1641382456941,53.3211664955705,26301,Oslo,2022-03-14
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41647,40508,30994,89.8532901833873,87.3959007551241,66.8694714131607,46350,Oslo,2022-03-14
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32948,32377,27709,93.1866391379359,91.5716831179116,78.3692055321436,35357,Oslo,2022-03-14
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22954,22728,20509,95,95,85.7794136099377,23909,Oslo,2022-03-14
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,13210,13100,12043,95,95,90.582925911997,13295,Oslo,2022-03-14
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3873,3817,3194,95,95,88.0374862183021,3628,Oslo,2022-03-14
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9301,550,,72.5111093786544,4.28783035783893,,12827,Rogaland,2022-03-14
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5323,4989,,89.6882898062342,84.0606571187869,,5935,Rogaland,2022-03-14
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18555,17737,9437,92.2216699801193,88.1560636182903,46.9035785288271,20120,Rogaland,2022-03-14
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,42734,41079,22929,87.5696721311475,84.1782786885246,46.9856557377049,48800,Rogaland,2022-03-14
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14731,14349,10093,90.6299987695336,88.2798080472499,62.0954841885074,16254,Rogaland,2022-03-14
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29580,29149,24145,93.1624200812573,91.8049825202356,76.0448489811345,31751,Rogaland,2022-03-14
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25946,25741,23856,95,94.5491276400367,87.6253443526171,27225,Rogaland,2022-03-14
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20794,20652,19694,95,95,91.9678714859438,21414,Rogaland,2022-03-14
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12978,12872,11869,95,95,90.6099702267349,13099,Rogaland,2022-03-14
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,6099,5987,5081,95,95,88.5963382737576,5735,Rogaland,2022-03-14
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9337,455,,69.7571908853194,3.39932760552858,,13385,Rogaland,2022-03-14
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5503,4956,,88.1043868075568,79.3467819404419,,6246,Rogaland,2022-03-14
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,19039,17833,7007,88.1680096323053,82.5831249421136,32.4488283782532,21594,Rogaland,2022-03-14
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,43273,41198,20743,83.909561575304,79.885982431987,40.2222179131683,51571,Rogaland,2022-03-14
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,14985,14521,9372,84.8575797044,82.2300243501897,53.0720878871963,17659,Rogaland,2022-03-14
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,30660,30129,24083,89.9067503372236,88.3496569116181,70.6204914667762,34102,Rogaland,2022-03-14
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26776,26493,24335,93.7305282318759,92.7398746805755,85.1857037840865,28567,Rogaland,2022-03-14
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20989,20849,19931,95,95,92.6075643527553,21522,Rogaland,2022-03-14
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11472,11391,10586,95,95,92.3976608187134,11457,Rogaland,2022-03-14
total,county,county11,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3556,3497,2995,95,95,91.0888077858881,3288,Rogaland,2022-03-14
total,county,county15,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,5317,681,,81.9260400616333,10.4930662557781,,6490,Møre og Romsdal,2022-03-14
total,county,county15,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3027,3091,,93.368291178285,95,,3242,Møre og Romsdal,2022-03-14
total,county,county15,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,10143,9877,5635,93.3376276801325,90.8898500046011,51.8542376000736,10867,Møre og Romsdal,2022-03-14
total,county,county15,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,20760,20164,12385,89.7690910663323,87.1919052149096,53.5544408890426,23126,Møre og Romsdal,2022-03-14
total,county,county15,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7226,7105,5313,91.8870803662258,90.3484231943032,67.5610376398779,7864,Møre og Romsdal,2022-03-14
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,16100,15910,13664,94.2347088088967,93.1226221832016,79.9765876499854,17085,Møre og Romsdal,2022-03-14
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,15352,15240,14281,95,95,89.4183207062801,15971,Møre og Romsdal,2022-03-14
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,14581,14509,14186,95,95,94.8769395398609,14952,Møre og Romsdal,2022-03-14
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,9251,9174,8544,95,95,91.9006131010003,9297,Møre og Romsdal,2022-03-14
total,county,county15,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,4819,4729,4021,95,95,89.3357031770718,4501,Møre og Romsdal,2022-03-14
total,county,county15,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,5575,658,,82.1181322727942,9.69214906466343,,6789,Møre og Romsdal,2022-03-14
total,county,county15,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,3062,3021,,90.5113804315696,89.2994383683121,,3383,Møre og Romsdal,2022-03-14
total,county,county15,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,10888,10426,4600,91.3652764957624,87.4884618612067,38.6003188721994,11917,Møre og Romsdal,2022-03-14
total,county,county15,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,21851,21046,11482,85.7406317441632,82.5819109279969,45.0539533058662,25485,Møre og Romsdal,2022-03-14
total,county,county15,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,7088,6929,4722,84.7745484989834,82.8728620978352,56.4764980265518,8361,Møre og Romsdal,2022-03-14
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,16639,16351,13295,90.0232646215441,88.4650760157983,71.9309635881621,18483,Møre og Romsdal,2022-03-14
total,county,county15,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,16092,15985,14875,94.3646279247053,93.7371723450419,87.2280537148889,17053,Møre og Romsdal,2022-03-14
total,county,county15,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,14820,14752,14426,95,95,94.9141390880979,15199,Møre og Romsdal,2022-03-14
total,county,county15,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,8561,8496,7978,95,95,93.936182738726,8493,Møre og Romsdal,2022-03-14
total,county,county15,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,2790,2753,2354,95,95,92.6406926406927,2541,Møre og Romsdal,2022-03-14
total,county,county18,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,4404,421,,81.8131153631804,7.82091770388259,,5383,Nordland,2022-03-14
total,county,county18,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,2499,2450,,93.7359339834959,91.8979744936234,,2666,Nordland,2022-03-14
total,county,county18,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,8710,8425,3987,92.797783933518,89.7613466865545,42.4781589601534,9386,Nordland,2022-03-14
total,county,county18,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,19170,18476,10387,89.9155722326454,86.6604127579737,48.719512195122,21320,Nordland,2022-03-14
total,county,county18,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,6074,5940,4072,92.1280145608979,90.0955558926134,61.7624753526468,6593,Nordland,2022-03-14
total,county,county18,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,14803,14620,11828,93.826456233758,92.6665398998542,74.9698928820435,15777,Nordland,2022-03-14
total,county,county18,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,15019,14871,13347,95,94.6775323104348,84.9748519768256,15707,Nordland,2022-03-14
total,county,county18,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,13539,13453,12988,95,95,93.2376166547021,13930,Nordland,2022-03-14
total,county,county18,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,9130,9058,8233,95,95,89.6743274153142,9181,Nordland,2022-03-14
total,county,county18,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,4221,4132,3326,95,95,82.4900793650794,4032,Nordland,2022-03-14
total,county,county18,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,4677,437,,81.029106029106,7.57103257103257,,5772,Nordland,2022-03-14
total,county,county18,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,2685,2540,,92.5542916235781,87.5560151671837,,2901,Nordland,2022-03-14
total,county,county18,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,9318,8804,2970,89.6392496392497,84.6945646945647,28.5714285714286,10395,Nordland,2022-03-14
total,county,county18,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,19896,19088,9140,85.6146994276862,82.1377856190025,39.3304359051594,23239,Nordland,2022-03-14
total,county,county18,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,6009,5836,3575,85.8305956291958,83.3595200685616,51.0641336951864,7001,Nordland,2022-03-14
total,county,county18,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,14632,14395,11041,90.808663811829,89.3378017749643,68.5223111773103,16113,Nordland,2022-03-14
total,county,county18,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,15398,15256,13516,94.7860880270853,93.911972914743,83.2009849184364,16245,Nordland,2022-03-14
total,county,county18,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,14115,14036,13479,95,95,93.0998756734356,14478,Nordland,2022-03-14
total,county,county18,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,8590,8513,7788,95,95,91.2798874824191,8532,Nordland,2022-03-14
total,county,county18,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,2524,2471,2022,95,95,87.1927554980595,2319,Nordland,2022-03-14
total,county,county30,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,22920,1645,,72.1276394876798,5.17670012902414,,31777,Viken,2022-03-14
total,county,county30,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,13714,12114,,89.0461658333875,78.6572300499968,,15401,Viken,2022-03-14
total,county,county30,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,43622,41497,22187,92.5214219054891,88.0143378298125,47.0581997115466,47148,Viken,2022-03-14
total,county,county30,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,102148,97093,54442,87.8730267968515,83.5244526646307,46.8338423157985,116245,Viken,2022-03-14
total,county,county30,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,38840,37542,25002,91.383934873653,88.3299609430145,58.8254670368453,42502,Viken,2022-03-14
total,county,county30,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,85993,84373,67740,94.126468109327,92.3532437964514,74.1470462680196,91359,Viken,2022-03-14
total,county,county30,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,74814,74067,66826,95,94.3805191329944,85.1536118862852,78477,Viken,2022-03-14
total,county,county30,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,61798,61416,58890,95,95,92.4504309329817,63699,Viken,2022-03-14
total,county,county30,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,42303,41981,39072,95,95,91.4392698338404,42730,Viken,2022-03-14
total,county,county30,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,17828,17463,14674,95,95,88.1903960574554,16639,Viken,2022-03-14
total,county,county30,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,23923,1653,,71.0513810513811,4.90941490941491,,33670,Viken,2022-03-14
total,county,county30,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,14075,11969,,86.0382663977016,73.1646188642338,,16359,Viken,2022-03-14
total,county,county30,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,46593,43371,18760,89.4230769230769,83.2392906494703,36.0049132504222,52104,Viken,2022-03-14
total,county,county30,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,100157,94601,49951,83.0124406355416,78.4074991918974,41.4005453656353,120653,Viken,2022-03-14
total,county,county30,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,37019,35709,22625,84.87092484754,81.8675776055757,51.8707872896511,43618,Viken,2022-03-14
total,county,county30,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,86080,84245,65327,90.52000630948,88.5903570114097,68.6965665913034,95095,Viken,2022-03-14
total,county,county30,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,76565,75737,67391,94.0220795009394,93.0052926946078,82.7563764075989,81433,Viken,2022-03-14
total,county,county30,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,59281,58940,56600,95,95,92.6426057778869,61095,Viken,2022-03-14
total,county,county30,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,36242,36004,33642,95,95,93.046797212081,36156,Viken,2022-03-14
total,county,county30,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,10509,10323,8763,95,95,91.0820081072653,9621,Viken,2022-03-14
total,county,county34,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,6554,604,,81.1439891048657,7.47802401881887,,8077,Innlandet,2022-03-14
total,county,county34,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3710,3600,,90.8423114593536,88.1488736532811,,4084,Innlandet,2022-03-14
total,county,county34,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,13573,13072,6996,92.8894059676978,89.4607172187243,47.8784560635094,14612,Innlandet,2022-03-14
total,county,county34,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,27290,26283,15485,89.4167758846658,86.1173001310616,50.7372214941022,30520,Innlandet,2022-03-14
total,county,county34,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,9543,9338,6590,92.6145186335404,90.625,63.9557453416149,10304,Innlandet,2022-03-14
total,county,county34,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,24216,23843,19525,93.9733788660794,92.5259032170437,75.7693352477783,25769,Innlandet,2022-03-14
total,county,county34,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,24218,24023,21870,95,94.4745949347177,86.0075507314771,25428,Innlandet,2022-03-14
total,county,county34,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,22781,22653,21955,95,95,93.4931652684921,23483,Innlandet,2022-03-14
total,county,county34,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,15606,15471,14334,95,95,91.3808491648604,15686,Innlandet,2022-03-14
total,county,county34,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,6965,6826,5631,95,95,87.032457496136,6470,Innlandet,2022-03-14
total,county,county34,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,7028,557,,80.3108216203862,6.36498685864473,,8751,Innlandet,2022-03-14
total,county,county34,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,3840,3599,,89.6358543417367,84.0102707749767,,4284,Innlandet,2022-03-14
total,county,county34,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,14424,13688,5626,90.785498489426,86.1530715005035,35.4103726082578,15888,Innlandet,2022-03-14
total,county,county34,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,28303,27182,14485,86.0535117056856,82.6451809060505,44.0407418668288,32890,Innlandet,2022-03-14
total,county,county34,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,9156,8932,5803,87.6423853737915,85.4982291566957,55.5470469991385,10447,Innlandet,2022-03-14
total,county,county34,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,23941,23582,18524,91.8370478345928,90.4599332540566,71.0575779661667,26069,Innlandet,2022-03-14
total,county,county34,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,24424,24233,21599,94.5860119278135,93.8463325846178,83.6457284486097,25822,Innlandet,2022-03-14
total,county,county34,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22320,22206,21524,95,95,93.8069296142951,22945,Innlandet,2022-03-14
total,county,county34,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,13561,13455,12474,95,95,92.4068449514779,13499,Innlandet,2022-03-14
total,county,county34,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,4203,4115,3441,95,95,89.7964509394572,3832,Innlandet,2022-03-14
total,county,county38,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,7341,494,,75.3309389430477,5.06926629040534,,9745,Vestfold og Telemark,2022-03-14
