granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,70096,31935,10.0566706360024,4.58171331831681,697010,Oslo,2021-03-26
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,46296,19550,9.5921432937252,4.05059619388992,482645,Rogaland,2021-03-26
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,31268,13426,11.7750730575724,5.05603591118609,265544,Møre og Romsdal,2021-03-26
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,30810,14897,12.8190725831617,6.19817345898604,240345,Nordland,2021-03-26
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,138687,58779,11.0738399724046,4.69336880701127,1252384,Viken,2021-03-26
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,48657,23525,13.1291435849143,6.34776297007849,370603,Innlandet,2021-03-26
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,51315,24848,12.1633537339825,5.88979856926818,421882,Vestfold og Telemark,2021-03-26
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,33474,14109,10.8385166573307,4.56834054843399,308843,Agder,2021-03-26
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,66804,31729,10.4573894721683,4.96680603799813,638821,Vestland,2021-03-26
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,51699,25077,10.9735441200194,5.32280248936586,471124,Trøndelag,2021-03-26
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,26238,11819,10.8346272009514,4.88049618446698,242168,Troms og Finnmark,2021-03-26
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,69587,31687,9.98364442403983,4.54613276710521,697010,Oslo,2021-03-26
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1506,670,10.1846216271049,4.53100696557787,14787,Eigersund,2021-03-26
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,13735,5655,9.52846746723831,3.92307852400674,144147,Stavanger,2021-03-26
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3823,1654,10.2430136912896,4.43158374192857,37323,Haugesund,2021-03-26
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,7140,2893,8.87507768800497,3.59602237414543,80450,Sandnes,2021-03-26
total,municip,municip1111,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,463,172,14.2155357691127,5.2809333742708,3257,Sokndal,2021-03-26
total,municip,municip1112,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,470,156,14.8078134845621,4.91493383742911,3174,Lund,2021-03-26
total,municip,municip1114,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,289,125,10.3547115729129,4.47868147617341,2791,Bjerkreim,2021-03-26
total,municip,municip1119,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1718,665,8.98535564853557,3.47803347280335,19120,Hå,2021-03-26
total,municip,municip1120,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1600,641,8.06126561870214,3.22954453849254,19848,Klepp,2021-03-26
total,municip,municip1121,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1598,751,8.36386475452737,3.93070239715273,19106,Time,2021-03-26
total,municip,municip1122,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,999,410,8.28083554376658,3.39854111405836,12064,Gjesdal,2021-03-26
total,municip,municip1124,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2272,981,8.2747568925957,3.57285938012165,27457,Sola,2021-03-26
total,municip,municip1127,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,990,414,8.74944763588157,3.65885992045957,11315,Randaberg,2021-03-26
total,municip,municip1130,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1292,535,9.88523335883703,4.09334353481255,13070,Strand,2021-03-26
total,municip,municip1133,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,311,151,12.0542635658915,5.85271317829457,2580,Hjelmeland,2021-03-26
total,municip,municip1134,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,441,186,11.5778419532686,4.88317143607246,3809,Suldal,2021-03-26
total,municip,municip1135,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,577,219,12.6507344880509,4.80157860118395,4561,Sauda,2021-03-26
total,municip,municip1144,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,71,49,14.0039447731755,9.66469428007889,507,Kvitsøy,2021-03-26
total,municip,municip1145,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,90,52,10.477299185099,6.05355064027939,859,Bokn,2021-03-26
total,municip,municip1146,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1107,469,9.90338164251208,4.19574163535516,11178,Tysvær,2021-03-26
total,municip,municip1149,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,4454,2129,10.5183610815917,5.027748258354,42345,Karmøy,2021-03-26
total,municip,municip1151,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,65,39,33.8541666666667,20.3125,192,Utsira,2021-03-26
total,municip,municip1160,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1022,403,11.7403790924756,4.62952326249282,8705,Vindafjord,2021-03-26
total,municip,municip1505,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2931,1362,12.162330387153,5.65168679198307,24099,Kristiansund,2021-03-26
total,municip,municip1506,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3632,1672,11.3962974584249,5.24631314716034,31870,Molde,2021-03-26
total,municip,municip1507,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,7015,3088,10.5219739013049,4.63176841157942,66670,Ålesund,2021-03-26
total,municip,municip1511,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,544,198,17.6451508271164,6.42231592604606,3083,Vanylven,2021-03-26
total,municip,municip1514,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,407,135,16.6462167689162,5.52147239263804,2445,Sande,2021-03-26
total,municip,municip1515,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1011,437,11.4134116053285,4.9333935425604,8858,Herøy,2021-03-26
total,municip,municip1516,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,908,360,10.5889212827988,4.19825072886297,8575,Ulstein,2021-03-26
total,municip,municip1517,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,515,231,10.0194552529183,4.49416342412451,5140,Hareid,2021-03-26
total,municip,municip1520,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1308,533,12.0775623268698,4.92151431209603,10830,Ørsta,2021-03-26
total,municip,municip1525,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,525,234,11.7135207496653,5.22088353413655,4482,Stranda,2021-03-26
total,municip,municip1528,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,958,389,12.6119010005266,5.12111637704055,7596,Sykkylven,2021-03-26
total,municip,municip1531,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1139,403,12.1054309703475,4.2831331703688,9409,Sula,2021-03-26
total,municip,municip1532,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,881,365,10.3573947801552,4.2910886433106,8506,Giske,2021-03-26
total,municip,municip1535,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,776,338,11.152630066111,4.85771773498132,6958,Vestnes,2021-03-26
total,municip,municip1539,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,834,379,11.8701964133219,5.39424992883575,7026,Rauma,2021-03-26
total,municip,municip1547,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,491,191,13.9409426462237,5.42305508233958,3522,Aukra,2021-03-26
total,municip,municip1554,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,681,320,11.7252066115702,5.50964187327824,5808,Averøy,2021-03-26
total,municip,municip1557,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,418,144,15.7261098570354,5.4176072234763,2658,Gjemnes,2021-03-26
total,municip,municip1560,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,493,214,16.5159128978224,7.16917922948074,2985,Tingvoll,2021-03-26
total,municip,municip1563,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,796,362,11.4433582518689,5.20414031052329,6956,Sunndal,2021-03-26
total,municip,municip1566,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,718,331,12.2275204359673,5.63692098092643,5872,Surnadal,2021-03-26
total,municip,municip1573,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,247,114,11.6071428571429,5.35714285714286,2128,Smøla,2021-03-26
total,municip,municip1576,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,415,209,11.9665513264129,6.02652825836217,3468,Aure,2021-03-26
total,municip,municip1577,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1422,530,13.1898710694741,4.91605602448752,10781,Volda,2021-03-26
total,municip,municip1578,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,495,153,19.7841726618705,6.11510791366907,2502,Fjord,2021-03-26
total,municip,municip1579,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1462,623,10.9784485995344,4.67823083277014,13317,Hustadvika,2021-03-26
total,municip,municip1804,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,7173,3069,13.6472602739726,5.83904109589041,52560,Bodø,2021-03-26
total,municip,municip1806,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2569,1153,11.860024929597,5.32293061262176,21661,Narvik,2021-03-26
total,municip,municip1811,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,185,120,13.2426628489621,8.58983536148891,1397,Bindal,2021-03-26
total,municip,municip1812,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,203,116,10.2010050251256,5.82914572864322,1990,Sømna,2021-03-26
total,municip,municip1813,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,909,400,11.6493656286044,5.12623349993592,7803,Brønnøy,2021-03-26
total,municip,municip1815,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,152,96,12.8595600676819,8.12182741116751,1182,Vega,2021-03-26
total,municip,municip1816,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,68,46,14.6236559139785,9.89247311827957,465,Vevelstad,2021-03-26
total,municip,municip1818,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,202,111,11.266034578918,6.19074177356386,1793,Herøy,2021-03-26
total,municip,municip1820,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1149,509,15.5396267243711,6.88395996754125,7394,Alstahaug,2021-03-26
total,municip,municip1822,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,301,145,13.2133450395083,6.36523266022827,2278,Leirfjord,2021-03-26
total,municip,municip1824,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1722,842,12.9785951160687,6.34609586976183,13268,Vefsn,2021-03-26
total,municip,municip1825,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,148,100,10.1858224363386,6.88231245698555,1453,Grane,2021-03-26
total,municip,municip1826,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,151,101,11.9179163378058,7.9715864246251,1267,Hattfjelldal,2021-03-26
