granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,219994,125181,31.5625313840548,17.9597136339507,697010,Oslo,2021-05-28
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,134840,77666,27.9377181986761,16.0917444498545,482645,Rogaland,2021-05-28
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,77720,46080,29.268219202844,17.3530563673064,265544,Møre og Romsdal,2021-05-28
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,73935,43010,30.7620295824752,17.895109113982,240345,Nordland,2021-05-28
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,391326,235414,31.2464867005647,18.7972698469479,1252384,Viken,2021-05-28
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,119360,73062,32.2069708016395,19.7143574121095,370603,Innlandet,2021-05-28
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,129729,79453,30.7500675544347,18.8329912155532,421882,Vestfold og Telemark,2021-05-28
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,91191,54779,29.5266527005631,17.736843639001,308843,Agder,2021-05-28
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,185553,109251,29.0461647315915,17.1019737923456,638821,Vestland,2021-05-28
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,134652,80870,28.5810105195235,17.1653322692115,471124,Trøndelag,2021-05-28
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,71086,41581,29.3540021803046,17.1703115192759,242168,Troms og Finnmark,2021-05-28
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,219988,125178,31.5616705642674,17.959283224057,697010,Oslo,2021-05-28
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,4085,2429,27.6256170960979,16.4265909244607,14787,Eigersund,2021-05-28
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,40058,23389,27.789686916828,16.2257972763915,144147,Stavanger,2021-05-28
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,10667,5580,28.5802320285079,14.9505666747046,37323,Haugesund,2021-05-28
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,22510,13544,27.9801118707272,16.8353014294593,80450,Sandnes,2021-05-28
total,municip,municip1111,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1092,525,33.5277863064169,16.1191280319312,3257,Sokndal,2021-05-28
