granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8565,151,,63.4350466597541,1.1183528366168,,13502,Oslo,2021-11-25
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5494,1613,,86.3836477987421,25.3616352201258,,6360,Oslo,2021-11-25
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29922,25907,182,95.701400882748,82.8599756924455,0.582101963794537,31266,Oslo,2021-11-25
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,91115,83307,1150,87.9276236429433,80.3927623642943,1.10977080820265,103625,Oslo,2021-11-25
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21802,20054,379,91.0579292486322,83.7572568182767,1.58292611619262,23943,Oslo,2021-11-25
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39707,37292,895,93.3447740843481,87.6674972965349,2.10400112840284,42538,Oslo,2021-11-25
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32241,31045,1180,94.971721456345,91.4486862259927,3.47590432426063,33948,Oslo,2021-11-25
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24697,24204,9976,94.9957689053004,93.0994691899377,38.372182475575,25998,Oslo,2021-11-25
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14827,14839,11923,96.7504078303426,96.8287112561175,77.8009787928222,15325,Oslo,2021-11-25
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7050,6969,5342,91.1913077221575,90.1435778036477,69.0984348725909,7731,Oslo,2021-11-25
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8753,133,,62.8852647460306,0.955528414397586,,13919,Oslo,2021-11-25
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5340,1560,,81.1920328417212,23.7190208301657,,6577,Oslo,2021-11-25
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,24902,21117,63,88.5247067188056,75.0693210095983,0.223960184856026,28130,Oslo,2021-11-25
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,89400,81447,640,85.6338244027663,78.0158623728424,0.613038563957164,104398,Oslo,2021-11-25
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22630,20756,249,85.4607250755287,78.3836858006042,0.940332326283988,26480,Oslo,2021-11-25
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41284,38749,607,89.5220747679764,84.0250672217885,1.31624598837714,46116,Oslo,2021-11-25
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32315,30854,840,93.2100723989731,88.9959329660504,2.42291384233754,34669,Oslo,2021-11-25
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22752,22255,8863,94.1176470588235,92.0617192024489,36.6633573260528,24174,Oslo,2021-11-25
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11991,12095,10010,97.9897033586663,98.8395848655716,81.8010950396339,12237,Oslo,2021-11-25
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3318,3286,2726,91.606847045831,90.7233572611817,75.2622860298178,3622,Oslo,2021-11-25
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9007,201,,71.9753875659262,1.6062010548186,,12514,Rogaland,2021-11-25
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5556,2837,,93.3781512605042,47.6806722689076,,5950,Rogaland,2021-11-25
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18159,16941,136,89.9405646359584,83.9078751857355,0.673600792471521,20190,Rogaland,2021-11-25
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,41056,38478,657,83.813412269062,78.5505767071552,1.34122690619577,48985,Rogaland,2021-11-25
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14509,13936,421,91.2458335953714,87.6422866486385,2.6476322243884,15901,Rogaland,2021-11-25
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29380,28421,959,92.4917361876279,89.4726900676846,3.01904611994333,31765,Rogaland,2021-11-25
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25722,25362,1200,96.2901957848239,94.9425373413694,4.49219481151499,26713,Rogaland,2021-11-25
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20357,20164,4263,96.8274353120244,95.9094368340944,20.2768264840183,21024,Rogaland,2021-11-25
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12286,12261,5301,98.7461822858062,98.5452499598135,42.6056904034721,12442,Rogaland,2021-11-25
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,5340,5280,2907,93.471030981971,92.4207946788027,50.8839488884999,5713,Rogaland,2021-11-25
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8800,195,,67.5209084631321,1.49620194889895,,13033,Rogaland,2021-11-25
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5609,2599,,90.3511597938144,41.8653350515464,,6208,Rogaland,2021-11-25
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,18465,16832,37,84.4423103306352,76.9744363652993,0.169204737732657,21867,Rogaland,2021-11-25
