granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8535,341,,63.212857354466,2.52555177010813,,13502,Oslo,2022-02-01
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5402,4047,,84.937106918239,63.6320754716981,,6360,Oslo,2022-02-01
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,28872,26548,10888,92.3431203223949,84.9101260154801,34.8237702296424,31266,Oslo,2022-02-01
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,93531,88456,44680,90.259107358263,85.36164053076,43.1170084439083,103625,Oslo,2022-02-01
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21991,21027,12332,91.8473040136992,87.8210750532515,51.5056592741093,23943,Oslo,2022-02-01
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,40135,38934,28738,94.3509332831821,91.5275753443979,67.5584183553529,42538,Oslo,2022-02-01
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32653,32079,27307,95,94.4945210321668,80.4377282903264,33948,Oslo,2022-02-01
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24854,24550,22216,95,94.4303407954458,85.4527271328564,25998,Oslo,2022-02-01
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,15994,15830,14427,95,95,94.1402936378467,15325,Oslo,2022-02-01
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7924,7774,6495,95,95,84.0124175397749,7731,Oslo,2022-02-01
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8784,290,,63.1079818952511,2.08348300883684,,13919,Oslo,2022-02-01
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5181,3689,,78.7745172571081,56.0894024631291,,6577,Oslo,2022-02-01
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,24796,22097,7200,88.1478848204764,78.5531461073587,25.5954496978315,28130,Oslo,2022-02-01
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90747,85399,40914,86.9240790053449,81.8013755052779,39.1904059464741,104398,Oslo,2022-02-01
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22753,21759,12994,85.9252265861027,82.1714501510574,49.070996978852,26480,Oslo,2022-02-01
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41723,40409,29624,90.4740220313991,87.6246855755053,64.2380085003036,46116,Oslo,2022-02-01
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32989,32337,26978,95,93.2735296662725,77.8159162364072,34669,Oslo,2022-02-01
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22976,22724,20214,95,94.0018201373376,83.6187639612807,24174,Oslo,2022-02-01
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,13205,13090,11929,95,95,95,12237,Oslo,2022-02-01
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3873,3806,3160,95,95,87.2446162341248,3622,Oslo,2022-02-01
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9209,379,,73.5895796707687,3.02860795908582,,12514,Rogaland,2022-02-01
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5296,4838,,89.0084033613445,81.3109243697479,,5950,Rogaland,2022-02-01
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18555,17635,8131,91.9019316493313,87.3452204061417,40.2724120851907,20190,Rogaland,2022-02-01
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,42608,40654,18775,86.9817291007451,82.9927528835358,38.3280596100847,48985,Rogaland,2022-02-01
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14729,14283,9049,92.6293943777121,89.8245393371486,56.9083705427332,15901,Rogaland,2022-02-01
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29585,29077,22516,93.137100582402,91.5378561309617,70.8830473791909,31765,Rogaland,2022-02-01
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25943,25683,23058,95,95,86.3175233032606,26713,Rogaland,2022-02-01
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20784,20620,19480,95,95,92.6560121765601,21024,Rogaland,2022-02-01
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12973,12846,11759,95,95,94.510528853882,12442,Rogaland,2022-02-01
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,6089,5966,4988,95,95,87.3096446700508,5713,Rogaland,2022-02-01
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9240,315,,70.8969538862887,2.41694160975984,,13033,Rogaland,2022-02-01
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5470,4818,,88.1121134020619,77.6095360824742,,6208,Rogaland,2022-02-01
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,18979,17623,5513,86.7928842548132,80.5917592719623,25.2115059221658,21867,Rogaland,2022-02-01
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,43180,40833,15875,83.8951601935145,79.335133769842,30.8438088946745,51469,Rogaland,2022-02-01
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,14987,14438,8032,85.0229761161854,81.9084359221649,45.5664605434844,17627,Rogaland,2022-02-01
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,30686,30042,21996,90.4098288206005,88.5124186087623,64.8065761173802,33941,Rogaland,2022-02-01
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26789,26447,23349,95,94.0404650997404,83.0245706361341,28123,Rogaland,2022-02-01
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20989,20822,19684,95,95,92.7921557535474,21213,Rogaland,2022-02-01
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11463,11363,10500,95,95,95,10655,Rogaland,2022-02-01
total,county,county11,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3556,3495,2958,95,95,93.4597156398104,3165,Rogaland,2022-02-01
total,county,county15,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,5189,453,,80.8381367814301,7.05717401464403,,6419,Møre og Romsdal,2022-02-01
total,county,county15,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3009,2933,,93.6216552582452,91.2570006222776,,3214,Møre og Romsdal,2022-02-01
total,county,county15,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,10154,9833,4663,93.3014793714968,90.3519250206745,42.8466415510429,10883,Møre og Romsdal,2022-02-01
total,county,county15,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,20685,19980,9964,89.2479613409846,86.2061526513354,42.9908961470423,23177,Møre og Romsdal,2022-02-01
total,county,county15,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7213,7076,4726,92.5099397204053,90.7528536616647,60.6130563037066,7797,Møre og Romsdal,2022-02-01
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,16098,15873,12906,93.6365751512331,92.3278268962308,75.0697999069335,17192,Møre og Romsdal,2022-02-01
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,15352,15214,13809,95,94.6144278606965,85.8768656716418,16080,Møre og Romsdal,2022-02-01
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,14576,14486,14051,95,95,95,14739,Møre og Romsdal,2022-02-01
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,9245,9154,8473,95,95,95,8797,Møre og Romsdal,2022-02-01
total,county,county15,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,4816,4705,3976,95,95,86.6419699280889,4589,Møre og Romsdal,2022-02-01
total,county,county15,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,5468,453,,82.3122083396056,6.8192081890712,,6643,Møre og Romsdal,2022-02-01
total,county,county15,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,3041,2895,,87.5611862942701,83.3573279585373,,3473,Møre og Romsdal,2022-02-01
total,county,county15,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,10889,10372,3574,90.1034340091022,85.8254033926355,29.573851882499,12085,Møre og Romsdal,2022-02-01
total,county,county15,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,21832,20919,8367,85.4046864609005,81.8331181786176,32.7309001290928,25563,Møre og Romsdal,2022-02-01
total,county,county15,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,7085,6902,3893,84.3954734961286,82.2156045265039,46.3728409767719,8395,Møre og Romsdal,2022-02-01
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,16625,16292,12095,89.0132248219736,87.2302832360658,64.7587942389035,18677,Møre og Romsdal,2022-02-01
total,county,county15,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,16097,15961,14124,94.3828789211375,93.5854588097332,82.8144239226034,17055,Møre og Romsdal,2022-02-01
total,county,county15,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,14824,14739,14293,95,95,94.5616936817731,15115,Møre og Romsdal,2022-02-01
total,county,county15,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,8555,8485,7929,95,95,95,7874,Møre og Romsdal,2022-02-01
total,county,county15,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,2785,2743,2334,95,95,91.6012558869702,2548,Møre og Romsdal,2022-02-01
total,county,county18,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,4323,140,,80.6379406827085,2.61145308711061,,5361,Nordland,2022-02-01
total,county,county18,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,2493,2328,,93.9336850037679,87.7166541070083,,2654,Nordland,2022-02-01
total,county,county18,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,8705,8373,3194,89.6313838550247,86.2129324546952,32.8871499176277,9712,Nordland,2022-02-01
total,county,county18,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,19091,18281,8264,90.5387460874514,86.6973347244617,39.1918808688229,21086,Nordland,2022-02-01
total,county,county18,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,6066,5902,3543,92.3568818514007,89.8599269183922,53.9433617539586,6568,Nordland,2022-02-01
total,county,county18,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,14784,14569,10788,91.6553006819591,90.3223806571606,66.8815871047737,16130,Nordland,2022-02-01
total,county,county18,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,15029,14852,12590,95,94.7616920819243,80.329228609711,15673,Nordland,2022-02-01
total,county,county18,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,13536,13434,12738,95,95,91.8848734040251,13863,Nordland,2022-02-01
total,county,county18,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,9117,9034,8117,95,95,92.8824808330473,8739,Nordland,2022-02-01
total,county,county18,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,4213,4105,3270,95,95,80.6809770540341,4053,Nordland,2022-02-01
total,county,county18,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,4604,125,,79.916681131748,2.16976219406353,,5761,Nordland,2022-02-01
total,county,county18,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,2670,2428,,90.6621392190153,82.4448217317487,,2945,Nordland,2022-02-01
total,county,county18,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,9299,8698,2122,86.6554841114528,81.0548877085081,19.7744851365204,10731,Nordland,2022-02-01
total,county,county18,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,19877,18938,6691,86.5157780195865,82.4287268770403,29.1229597388466,22975,Nordland,2022-02-01
total,county,county18,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,6013,5819,2906,87.6914102377133,84.8621846288464,42.3800495843663,6857,Nordland,2022-02-01
total,county,county18,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,14622,14355,9820,88.0048149262715,86.3978332831779,59.103219981944,16615,Nordland,2022-02-01
total,county,county18,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,15408,15225,12581,94.9938347718866,93.865598027127,77.5647348951911,16220,Nordland,2022-02-01
total,county,county18,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,14115,14009,13235,95,95,91.8459403192228,14410,Nordland,2022-02-01
total,county,county18,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,8582,8492,7710,95,95,95,8043,Nordland,2022-02-01
