granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,476959,214324,68.4292908279652,30.749056684983,697010,Oslo,2021-07-23
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,277508,135994,57.4973324078774,28.1768173295072,482645,Rogaland,2021-07-23
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,150716,86204,56.7574488596993,32.4631699454704,265544,Møre og Romsdal,2021-07-23
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,137198,78994,57.083775406187,32.8669204684932,240345,Nordland,2021-07-23
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,844289,410177,67.4145469760074,32.7516959654547,1252384,Viken,2021-07-23
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,222184,130935,59.9520241336417,35.3302590642817,370603,Innlandet,2021-07-23
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,273306,145154,64.7825695336611,34.4063031843027,421882,Vestfold og Telemark,2021-07-23
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,183258,100734,59.3369446612033,32.6165721742115,308843,Agder,2021-07-23
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,388079,203186,60.7492552686903,31.8064058633013,638821,Vestland,2021-07-23
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,279615,143579,59.3506168227473,30.4758407553001,471124,Trøndelag,2021-07-23
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,134458,75956,55.5226124013082,31.365002807968,242168,Troms og Finnmark,2021-07-23
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,476952,214318,68.4282865382132,30.7481958651956,697010,Oslo,2021-07-23
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,7334,4564,49.5976195306688,30.8649489416379,14787,Eigersund,2021-07-23
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,87490,40163,60.6949849806101,27.8625292236398,144147,Stavanger,2021-07-23
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,19582,11439,52.4663076387214,30.6486616831444,37323,Haugesund,2021-07-23
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,48378,21374,60.1342448725917,26.5680546923555,80450,Sandnes,2021-07-23
total,municip,municip1111,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1978,1097,60.7307338041142,33.681301811483,3257,Sokndal,2021-07-23
total,municip,municip1112,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1619,966,51.0081915563957,30.4347826086957,3174,Lund,2021-07-23
total,municip,municip1114,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1581,795,56.6463633106414,28.4844141884629,2791,Bjerkreim,2021-07-23
