granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8745,212,,64.7681824914827,1.57013775736928,,13502,Oslo,2021-12-08
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5723,3643,,89.9842767295598,57.2798742138365,,6360,Oslo,2021-12-08
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,30035,26140,570,96.0628158382908,83.6051941406,1.82306658990597,31266,Oslo,2021-12-08
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,91518,84057,3733,88.3165259348613,81.1165259348613,3.60241254523522,103625,Oslo,2021-12-08
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21865,20181,1143,91.3210541703212,84.2876832477133,4.77383786492921,23943,Oslo,2021-12-08
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39754,37418,2484,93.4552635290799,87.963703041986,5.83948469603649,42538,Oslo,2021-12-08
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32263,31156,3300,95.0365264522211,91.7756568870037,9.72074938140686,33948,Oslo,2021-12-08
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24720,24331,17344,95.0842372490192,93.5879683052543,66.7128240633895,25998,Oslo,2021-12-08
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14839,14874,13105,96.8287112561175,97.0570962479609,85.5138662316477,15325,Oslo,2021-12-08
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7057,6982,5694,91.2818522830164,90.3117319880999,73.651532790066,7731,Oslo,2021-12-08
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8966,199,,64.4155470939004,1.42970040951218,,13919,Oslo,2021-12-08
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5567,3500,,84.6434544625209,53.2157518625513,,6577,Oslo,2021-12-08
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25048,21324,149,89.0437255599005,75.805190188411,0.529683611802346,28130,Oslo,2021-12-08
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,89743,82004,1789,85.9623747581371,78.5493974980364,1.71363436081151,104398,Oslo,2021-12-08
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22704,20859,664,85.7401812688822,78.7726586102719,2.50755287009063,26480,Oslo,2021-12-08
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41356,38891,1459,89.6782027929569,84.3329863821667,3.1637609506462,46116,Oslo,2021-12-08
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32367,30970,2194,93.3600623034988,89.3305258299922,6.32842020248637,34669,Oslo,2021-12-08
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22772,22416,15867,94.2003805741706,92.7277240009928,65.6366344005957,24174,Oslo,2021-12-08
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,12003,12132,10909,98.0877666094631,99.1419465555283,89.1476669118248,12237,Oslo,2021-12-08
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3320,3291,2854,91.6620651573716,90.8614025400331,78.7962451684152,3622,Oslo,2021-12-08
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9274,273,,74.108997922327,2.18155665654467,,12514,Rogaland,2021-12-08
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5616,4684,,94.3865546218487,78.7226890756303,,5950,Rogaland,2021-12-08
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18257,17060,506,90.4259534422982,84.4972758791481,2.50619118375433,20190,Rogaland,2021-12-08
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,41457,38889,2269,84.6320302133306,79.3896090639992,4.63203021333061,48985,Rogaland,2021-12-08
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14572,13997,1121,91.6420350921326,88.0259103201057,7.04987107729074,15901,Rogaland,2021-12-08
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29441,28514,2456,92.6837714465607,89.7654651345821,7.73178026129388,31765,Rogaland,2021-12-08
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25757,25434,2931,96.4212181334931,95.2120690300603,10.9721858271254,26713,Rogaland,2021-12-08
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20372,20225,12084,96.8987823439878,96.1995814307458,57.4771689497717,21024,Rogaland,2021-12-08
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12298,12319,9368,98.8426298022826,99.0114129561164,75.2933611959492,12442,Rogaland,2021-12-08
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,5346,5296,4067,93.5760546122878,92.7008576929809,71.1885174164187,5713,Rogaland,2021-12-08
