granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,35237,15764,5.0810821723043,2.2731270926641,693494,Oslo,2021-02-24
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,20928,7211,4.36098122077467,1.5026297583623,479892,Rogaland,2021-02-24
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,14908,5058,5.62061243109962,1.90696657341708,265238,Møre og Romsdal,2021-02-24
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,16346,5325,6.77596534499554,2.20739113312745,241235,Nordland,2021-02-24
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,67152,21627,5.41040071223407,1.74247581908932,1241165,Viken,2021-02-24
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,25505,9069,6.86753638407583,2.44194030453572,371385,Innlandet,2021-02-24
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,27699,8970,6.60449789697565,2.13879006952856,419396,Vestfold og Telemark,2021-02-24
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,17133,5476,5.57658569610489,1.78237222155316,307231,Agder,2021-02-24
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,34076,12493,5.35339205788878,1.96266953219875,636531,Vestland,2021-02-24
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,26654,8775,5.68676899181143,1.87219171243135,468702,Trøndelag,2021-02-24
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,12868,4484,5.2887045797354,1.84290886971818,243311,Troms og Finnmark,2021-02-24
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,34987,15679,5.04503283373757,2.26087031755141,693494,Oslo,2021-02-24
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,667,206,4.5034096279792,1.39085814597259,14811,Eigersund,2021-02-24
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,6204,2376,4.32111663671695,1.65489573321075,143574,Stavanger,2021-02-24
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1935,716,5.17975212142303,1.91664212865059,37357,Haugesund,2021-02-24
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2991,1002,3.76051397462816,1.25979104064775,79537,Sandnes,2021-02-24
total,municip,municip1111,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,170,74,5.18292682926829,2.25609756097561,3280,Sokndal,2021-02-24
total,municip,municip1112,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,153,50,4.77826358525921,1.56152404747033,3202,Lund,2021-02-24
total,municip,municip1114,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,129,49,4.6286329386437,1.75816289917474,2787,Bjerkreim,2021-02-24
total,municip,municip1119,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,712,196,3.74914433152546,1.03206782159971,18991,Hå,2021-02-24
total,municip,municip1120,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,682,223,3.48172350418624,1.1384521135389,19588,Klepp,2021-02-24
total,municip,municip1121,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,781,259,4.12877986889406,1.36921124973567,18916,Time,2021-02-24
