granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8707,536,,63.1491151726139,3.88743835219031,,13788,Oslo,2022-04-08
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5536,4233,,84.687165366376,64.7544745296008,,6537,Oslo,2022-04-08
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29256,27246,12389,93.4965325492953,87.0729602761177,39.592854175322,31291,Oslo,2022-04-08
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,93739,89316,52522,90.3229847179665,86.0611666763023,50.6080052417568,103782,Oslo,2022-04-08
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21997,21137,13523,91.3003777030673,87.7308761881044,56.1283360312124,24093,Oslo,2022-04-08
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,40074,39088,30234,93.5936660672163,91.2908424224023,70.6121400378354,42817,Oslo,2022-04-08
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32580,32089,28215,94.9494360737913,93.518491533821,82.2283099699823,34313,Oslo,2022-04-08
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24826,24575,22604,95,95,87.6090074028138,25801,Oslo,2022-04-08
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,15992,15856,14637,95,95,89.7094876195146,16316,Oslo,2022-04-08
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7930,7801,6605,95,95,87.2984403912239,7566,Oslo,2022-04-08
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8965,480,,62.5916358304824,3.35125322907212,,14323,Oslo,2022-04-08
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5295,3869,,79.8160988845342,58.3207717817305,,6634,Oslo,2022-04-08
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25197,22770,8529,88.5752451928147,80.0435898337259,29.9820719232257,28447,Oslo,2022-04-08
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90879,86243,48049,87.0121787752288,82.5734364827085,46.004557466202,104444,Oslo,2022-04-08
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22728,21889,14249,86.4149652104483,83.2249724345082,54.176647275769,26301,Oslo,2022-04-08
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41619,40551,31334,89.7928802588997,87.4886731391586,67.6030204962244,46350,Oslo,2022-04-08
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32933,32398,28036,93.1442147240999,91.631077297282,79.2940577537687,35357,Oslo,2022-04-08
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22943,22729,20683,95,95,86.5071730310762,23909,Oslo,2022-04-08
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,13209,13104,12106,95,95,91.0567882662655,13295,Oslo,2022-04-08
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3877,3821,3207,95,95,88.3958103638368,3628,Oslo,2022-04-08
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9312,576,,72.5968659858112,4.49052779293677,,12827,Rogaland,2022-04-08
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5333,5008,,89.8567818028644,84.3807919123842,,5935,Rogaland,2022-04-08
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18559,17764,9517,92.2415506958251,88.2902584493042,47.3011928429424,20120,Rogaland,2022-04-08
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,42766,41155,23270,87.6352459016394,84.3340163934426,47.6844262295082,48800,Rogaland,2022-04-08
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14736,14355,10168,90.6607604282023,88.3167220376523,62.556909068537,16254,Rogaland,2022-04-08
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29584,29160,24268,93.1750181096658,91.8396270983591,76.4322383546975,31751,Rogaland,2022-04-08
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25936,25738,23931,95,94.5381083562902,87.900826446281,27225,Rogaland,2022-04-08
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20805,20666,19752,95,95,92.2387223311852,21414,Rogaland,2022-04-08
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12983,12877,11898,95,95,90.8313611726086,13099,Rogaland,2022-04-08
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,6099,5988,5088,95,95,88.71839581517,5735,Rogaland,2022-04-08
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9348,481,,69.8393724318267,3.59357489727307,,13385,Rogaland,2022-04-08
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5504,4973,,88.1203970541146,79.6189561319244,,6246,Rogaland,2022-04-08
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,19068,17891,7106,88.3023061961656,82.8517180698342,32.9072890617764,21594,Rogaland,2022-04-08
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,43298,41263,21068,83.9580384324523,80.0120222605728,40.8524170560974,51571,Rogaland,2022-04-08
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,14991,14531,9459,84.8915567132907,82.2866526983408,53.5647545161108,17659,Rogaland,2022-04-08
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,30660,30137,24235,89.9067503372236,88.3731159462788,71.0662131253299,34102,Rogaland,2022-04-08
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26771,26499,24465,93.7130255189554,92.7608779360801,85.6407743200196,28567,Rogaland,2022-04-08
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20993,20856,20001,95,95,92.9328129356008,21522,Rogaland,2022-04-08
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11473,11394,10614,95,95,92.6420528934276,11457,Rogaland,2022-04-08
total,county,county11,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3555,3496,2995,95,95,91.0888077858881,3288,Rogaland,2022-04-08
total,county,county15,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,5318,703,,81.9414483821264,10.8320493066256,,6490,Møre og Romsdal,2022-04-08
total,county,county15,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3028,3097,,93.3991363355953,95,,3242,Møre og Romsdal,2022-04-08
total,county,county15,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,10138,9879,5673,93.2916168215699,90.9082543480261,52.2039201251495,10867,Møre og Romsdal,2022-04-08
total,county,county15,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,20776,20178,12537,89.8382772636859,87.252443137594,54.2117097639021,23126,Møre og Romsdal,2022-04-08
total,county,county15,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7223,7104,5345,91.8489318413022,90.3357070193286,67.9679552390641,7864,Møre og Romsdal,2022-04-08
