granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,8776,3183,5.3125416177343,1.92682542949502,165194,Oslo,2021-03-19
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,3754,1439,2.26711356705016,0.869040070054655,165585,Oslo,2021-03-19
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,2791,1027,6.5611923456674,2.41431190935164,42538,Oslo,2021-03-19
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,1288,582,2.79295689131755,1.26203486859225,46116,Oslo,2021-03-19
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,3063,1017,9.022622834924,2.99575821845175,33948,Oslo,2021-03-19
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,1650,441,4.75929504744873,1.27202976722721,34669,Oslo,2021-03-19
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,1825,1163,7.01977075159628,4.47342103238711,25998,Oslo,2021-03-19
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,1374,826,5.68379250434351,3.41689418383387,24174,Oslo,2021-03-19
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,10711,7069,69.8923327895596,46.1272430668842,15325,Oslo,2021-03-19
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,8330,5371,68.072239928087,43.8914766691183,12237,Oslo,2021-03-19
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6723,6242,86.9615832363213,80.7398784115897,7731,Oslo,2021-03-19
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3179,2978,87.7691882937604,82.2197680839315,3622,Oslo,2021-03-19
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7076,1752,7.77360314635379,1.92472480390218,91026,Rogaland,2021-03-19
total,county,county11,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,1696,535,1.74537670704222,0.550575789072872,97171,Rogaland,2021-03-19
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,3116,878,9.80953880056666,2.76404848103258,31765,Rogaland,2021-03-19
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,754,267,2.22150201820807,0.786659202734156,33941,Rogaland,2021-03-19
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,2944,780,11.0208512709168,2.91992662748475,26713,Rogaland,2021-03-19
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,737,215,2.62063080041247,0.764498808804182,28123,Rogaland,2021-03-19
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,732,348,3.48173515981735,1.65525114155251,21024,Rogaland,2021-03-19
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,552,304,2.60217790977231,1.43308348654127,21213,Rogaland,2021-03-19
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,6870,3731,55.216203182768,29.9871403311365,12442,Rogaland,2021-03-19
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,5654,2974,53.0642890661661,27.9117785077428,10655,Rogaland,2021-03-19
total,county,county11,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,5088,4707,89.0600385086645,82.3910379835463,5713,Rogaland,2021-03-19
total,county,county11,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2936,2704,92.7646129541864,85.434439178515,3165,Rogaland,2021-03-19
total,county,county15,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,4322,1104,9.58931463690621,2.44946861618336,45071,Møre og Romsdal,2021-03-19
total,county,county15,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,1065,288,2.15081993699006,0.581630180143792,49516,Møre og Romsdal,2021-03-19
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,2333,663,13.5702652396463,3.85644485807352,17192,Møre og Romsdal,2021-03-19
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,599,181,3.20715318305938,0.969106387535471,18677,Møre og Romsdal,2021-03-19
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,2552,651,15.8706467661692,4.04850746268657,16080,Møre og Romsdal,2021-03-19
total,county,county15,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,856,184,5.01905599530929,1.07886250366461,17055,Møre og Romsdal,2021-03-19
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,565,322,3.83336725693738,2.18468010041387,14739,Møre og Romsdal,2021-03-19
total,county,county15,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,360,198,2.38173999338406,1.30995699636123,15115,Møre og Romsdal,2021-03-19
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,3978,2164,45.2199613504604,24.5992952142776,8797,Møre og Romsdal,2021-03-19
total,county,county15,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,3377,1693,42.8879857759716,21.501143002286,7874,Møre og Romsdal,2021-03-19
total,county,county15,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,4074,3660,88.777511440401,79.7559381128786,4589,Møre og Romsdal,2021-03-19
total,county,county15,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2316,2129,90.894819466248,83.5557299843014,2548,Møre og Romsdal,2021-03-19
