granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8923,234,,66.0865057028588,1.73307658124722,,13502,Oslo,2021-12-22
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5976,4148,,93.9622641509434,65.2201257861635,,6360,Oslo,2021-12-22
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,30236,26532,1653,96.7056866884155,84.8589522164652,5.28689311072731,31266,Oslo,2021-12-22
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,91888,84982,8485,88.6735826296743,82.0091676718939,8.18817852834741,103625,Oslo,2021-12-22
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21922,20359,2460,91.5591195756589,85.0311155661362,10.2744017040471,23943,Oslo,2021-12-22
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39835,37858,8645,93.6456815082985,88.9980723118153,20.3230053128967,42538,Oslo,2021-12-22
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32302,31570,16891,95.1514080358195,92.9951690821256,49.7555084246495,33948,Oslo,2021-12-22
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24752,24426,21153,95.20732364028,93.95338102931,81.3639510731595,25998,Oslo,2021-12-22
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14864,14917,13877,96.9918433931485,97.3376835236542,90.5513866231648,15325,Oslo,2021-12-22
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7069,6991,6084,91.4370715302031,90.4281464234898,78.6961583236321,7731,Oslo,2021-12-22
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9154,229,,65.7662188375602,1.64523313456426,,13919,Oslo,2021-12-22
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5823,3949,,88.5358065987532,60.0425726014901,,6577,Oslo,2021-12-22
