granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,8849,3205,5.35673208470041,1.94014310447111,165194,Oslo,2021-03-23
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,3797,1455,2.29308210284748,0.878702781049008,165585,Oslo,2021-03-23
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,2862,1046,6.72810193238986,2.45897785509427,42538,Oslo,2021-03-23
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,1335,594,2.89487379651314,1.28805620608899,46116,Oslo,2021-03-23
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,3269,1034,9.62943325085425,3.04583480617415,33948,Oslo,2021-03-23
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,1859,449,5.36213908679224,1.29510513715423,34669,Oslo,2021-03-23
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,2818,1169,10.83929533041,4.49649973074852,25998,Oslo,2021-03-23
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,2225,829,9.20410358236122,3.42930421113593,24174,Oslo,2021-03-23
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,11233,7128,73.2985318107667,46.5122349102773,15325,Oslo,2021-03-23
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,8789,5415,71.8231592710632,44.2510419220397,12237,Oslo,2021-03-23
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6737,6260,87.1426723580391,80.9727072823697,7731,Oslo,2021-03-23
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3188,2989,88.017669795693,82.5234676974048,3622,Oslo,2021-03-23
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7286,1771,8.00430646189001,1.94559796102213,91026,Rogaland,2021-03-23
total,county,county11,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,1736,542,1.78654125201964,0.557779584443918,97171,Rogaland,2021-03-23
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,3214,892,10.1180544624587,2.80812214701716,31765,Rogaland,2021-03-23
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,768,269,2.26275006629151,0.79255178103179,33941,Rogaland,2021-03-23
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,3022,791,11.3128439336653,2.96110507992363,26713,Rogaland,2021-03-23
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,752,216,2.67396792660811,0.768054617217224,28123,Rogaland,2021-03-23
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,766,350,3.64345509893455,1.66476407914764,21024,Rogaland,2021-03-23
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,571,309,2.69174562768114,1.45665393862254,21213,Rogaland,2021-03-23
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,7024,3745,56.4539463108825,30.0996624336923,12442,Rogaland,2021-03-23
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,5770,2984,54.15297982168,28.0056311590803,10655,Rogaland,2021-03-23
total,county,county11,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,5101,4724,89.2875897076842,82.6886049361106,5713,Rogaland,2021-03-23
total,county,county11,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2939,2708,92.8593996840442,85.5608214849921,3165,Rogaland,2021-03-23
total,county,county15,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,4330,1115,9.60706440948725,2.47387455348228,45071,Møre og Romsdal,2021-03-23
