granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,468220,210668,67.1755068076498,30.224530494541,697010,Oslo,2021-07-16
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,255165,133975,52.8680500160574,27.7584974463633,482645,Rogaland,2021-07-16
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,138220,81957,52.0516373934263,30.863811647034,265544,Møre og Romsdal,2021-07-16
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,125173,75755,52.0805508747842,31.5192743764172,240345,Nordland,2021-07-16
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,820979,393614,65.5532967524338,31.4291782712012,1252384,Viken,2021-07-16
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,203489,125310,54.9075425725102,33.8124623923714,370603,Innlandet,2021-07-16
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,258509,138762,61.2751906931322,32.8911875832579,421882,Vestfold og Telemark,2021-07-16
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,170100,95527,55.0765275560722,30.9306022801229,308843,Agder,2021-07-16
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,364288,191381,57.0250508358367,29.9584703696341,638821,Vestland,2021-07-16
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,258502,140740,54.8692064085039,29.8732393170376,471124,Trøndelag,2021-07-16
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,123818,73147,51.1289683195137,30.2050642529153,242168,Troms og Finnmark,2021-07-16
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,468213,210662,67.1745025178979,30.2236696747536,697010,Oslo,2021-07-16
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,7041,4383,47.616149320349,29.6409007912356,14787,Eigersund,2021-07-16
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,81232,39815,56.353583494627,27.6211090067778,144147,Stavanger,2021-07-16
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,17930,11158,48.0400825228412,29.8957747233609,37323,Haugesund,2021-07-16
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,44088,21188,54.8017402113114,26.3368551895587,80450,Sandnes,2021-07-16
total,municip,municip1111,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1822,1086,55.9410500460547,33.3435677003377,3257,Sokndal,2021-07-16
total,municip,municip1112,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1616,964,50.9136735979836,30.3717706364209,3174,Lund,2021-07-16
total,municip,municip1114,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1469,795,52.63346470799,28.4844141884629,2791,Bjerkreim,2021-07-16
total,municip,municip1119,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,9997,5190,52.2855648535565,27.1443514644352,19120,Hå,2021-07-16
