granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8347,109,61.8204710413272,0.80728780921345,13502,Oslo,2021-11-04
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5437,1099,85.4874213836478,17.2798742138365,6360,Oslo,2021-11-04
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29650,25530,94.8314462994947,81.6541930531568,31266,Oslo,2021-11-04
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,90383,82036,87.22123039807,79.1662243667069,103625,Oslo,2021-11-04
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21714,19892,90.6903896754793,83.0806498767907,23943,Oslo,2021-11-04
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39621,37073,93.1426019088815,87.1526635008698,42538,Oslo,2021-11-04
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32208,30933,94.8745139625309,91.118769883351,33948,Oslo,2021-11-04
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24671,24055,94.895761212401,92.5263481806293,25998,Oslo,2021-11-04
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14800,14758,96.5742251223491,96.300163132137,15325,Oslo,2021-11-04
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,6983,6897,90.3246669253654,89.2122623205277,7731,Oslo,2021-11-04
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8485,105,60.9598390688986,0.754364537682305,13919,Oslo,2021-11-04
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5274,1088,80.1885358065988,16.5424965789874,6577,Oslo,2021-11-04
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,24678,20825,87.7284038393175,74.0312833274085,28130,Oslo,2021-11-04
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,88918,80567,85.1721297342861,77.1729343474013,104398,Oslo,2021-11-04
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22534,20589,85.0981873111783,77.7530211480363,26480,Oslo,2021-11-04
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41154,38546,89.240176945095,83.5848729291352,46116,Oslo,2021-11-04
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32253,30728,93.0312382820387,88.6324958896998,34669,Oslo,2021-11-04
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22726,22086,94.0100934888723,91.3626209977662,24174,Oslo,2021-11-04
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11961,12010,97.7445452316744,98.1449701724279,12237,Oslo,2021-11-04
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3301,3263,91.1374930977361,90.0883489784649,3622,Oslo,2021-11-04
