granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8558,143,,63.3832024885202,1.05910235520664,,13502,Oslo,2021-11-24
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5488,1517,,86.2893081761006,23.8522012578616,,6360,Oslo,2021-11-24
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29902,25885,144,95.6374336339794,82.7896117188,0.460564191134139,31266,Oslo,2021-11-24
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,91080,83259,938,87.8938480096502,80.346441495778,0.90518697225573,103625,Oslo,2021-11-24
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21804,20049,322,91.0662824207493,83.736373887984,1.34486071085495,23943,Oslo,2021-11-24
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39710,37289,795,93.3518266020969,87.660444778786,1.86891720344163,42538,Oslo,2021-11-24
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32250,31043,1050,94.9982325910216,91.4427948627312,3.09296571226582,33948,Oslo,2021-11-24
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24703,24197,9219,95.0188476036618,93.0725440418494,35.4604200323102,25998,Oslo,2021-11-24
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14836,14847,11717,96.8091353996737,96.8809135399674,76.4567699836868,15325,Oslo,2021-11-24
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7046,6967,5299,91.1395679730953,90.1177079291165,68.542232570172,7731,Oslo,2021-11-24
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8745,132,,62.8277893526834,0.948343990229183,,13919,Oslo,2021-11-24
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5338,1469,,81.1616238406569,22.3354112817394,,6577,Oslo,2021-11-24
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,24887,21098,57,88.4713828652684,75.0017774617846,0.202630643441166,28130,Oslo,2021-11-24
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,89390,81420,547,85.6242456752045,77.9899998084255,0.523956397632139,104398,Oslo,2021-11-24
