granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3,n_dose_4,pr100_dose_1,pr100_dose_2,pr100_dose_3,pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,9052,962,,,65.6512909776617,6.97708152016246,,,13788,Oslo,2022-10-21
total,county,county03,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,5714,4583,,,87.4101269695579,70.1086125133854,,,6537,Oslo,2022-10-21
total,county,county03,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,31276,29481,14211,37,95,94.2155891470391,45.4156147134959,0.118244862740085,31291,Oslo,2022-10-21
total,county,county03,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,92873,88915,55507,388,89.4885432926712,85.674779826945,53.4842265518105,0.373860592395598,103782,Oslo,2022-10-21
total,county,county03,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,21802,21028,14115,154,90.4910139874652,87.2784626239987,58.5854812601171,0.639189806167767,24093,Oslo,2022-10-21
total,county,county03,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,40024,39156,31127,452,93.476890020319,91.4496578461826,72.6977602354205,1.05565546395123,42817,Oslo,2022-10-21
total,county,county03,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,32439,31994,28718,891,94.5385130999913,93.2416285372891,83.6942266779355,2.59668347273628,34313,Oslo,2022-10-21
total,county,county03,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,24753,24530,22973,13945,95,95,89.0391845277315,54.0482927018333,25801,Oslo,2022-10-21
total,county,county03,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,10018,9934,9370,7369,95,95,91.2810521188505,71.7876278616659,10265,Oslo,2022-10-21
total,county,county03,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,5930,5882,5479,4367,95,95,90.5470170219798,72.1698892745001,6051,Oslo,2022-10-21
total,county,county03,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,7931,7808,6782,5001,95,95,89.6378535553794,66.0983346550357,7566,Oslo,2022-10-21
total,county,county03,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,9348,953,,,65.2656566361796,6.65363401522028,,,14323,Oslo,2022-10-21
total,county,county03,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,5440,4173,,,82.0018088634308,62.9032258064516,,,6634,Oslo,2022-10-21
total,county,county03,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,26648,24408,9593,31,93.6759588005765,85.8016662565473,33.7223608816395,0.10897458431469,28447,Oslo,2022-10-21
total,county,county03,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,90442,86189,50428,244,86.5937727394585,82.5217341350389,48.2823331163111,0.23361801539581,104444,Oslo,2022-10-21
total,county,county03,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,22441,21671,14726,131,85.3237519485951,82.3961066119159,55.9902665297897,0.498079920915555,26301,Oslo,2022-10-21
total,county,county03,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,41441,40487,32190,415,89.4088457389428,87.3505933117584,69.4498381877023,0.895361380798274,46350,Oslo,2022-10-21
total,county,county03,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,32766,32290,28608,819,92.6718895833923,91.3256215176627,80.9118420680488,2.31637299544645,35357,Oslo,2022-10-21
total,county,county03,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,22837,22645,21041,12574,95,94.7132878832239,88.0045171274415,52.5910744907775,23909,Oslo,2022-10-21
total,county,county03,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,8749,8690,8196,6834,95,95,92.4326153152137,77.0722905153942,8867,Oslo,2022-10-21
total,county,county03,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,4431,4395,4107,3483,95,95,92.7506775067751,78.6585365853659,4428,Oslo,2022-10-21
total,county,county03,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,3883,3830,3291,2631,95,95,90.7111356119074,72.5192943770673,3628,Oslo,2022-10-21
total,county,county11,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,9445,895,,,73.6337413268886,6.97746940048336,,,12827,Rogaland,2022-10-21
total,county,county11,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,5365,5191,,,90.3959561920809,87.4641954507161,,,5935,Rogaland,2022-10-21
total,county,county11,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,18220,17498,9769,36,90.5566600397614,86.9681908548708,48.5536779324056,0.178926441351889,20120,Rogaland,2022-10-21
total,county,county11,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,42825,41274,24250,235,87.7561475409836,84.577868852459,49.6926229508197,0.48155737704918,48800,Rogaland,2022-10-21
total,county,county11,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,14749,14367,10536,215,90.7407407407407,88.390550018457,64.8209671465486,1.32275132275132,16254,Rogaland,2022-10-21
total,county,county11,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,29557,29153,24732,594,93.0899814179081,91.8175805486442,77.8936096500898,1.87080721867028,31751,Rogaland,2022-10-21
total,county,county11,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,25909,25711,24206,1247,95,94.4389348025712,88.910927456382,4.58034894398531,27225,Rogaland,2022-10-21
total,county,county11,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,20814,20677,20084,13178,95,95,93.7891099280844,61.5391799757168,21414,Rogaland,2022-10-21
total,county,county11,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,7926,7878,7516,5935,95,95,93.6573208722741,73.9563862928349,8025,Rogaland,2022-10-21
total,county,county11,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,5066,5019,4661,3671,95,95,91.8604651162791,72.3492313756405,5074,Rogaland,2022-10-21
total,county,county11,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,6101,5997,5236,3498,95,95,91.2990409764603,60.9938971229294,5735,Rogaland,2022-10-21
total,county,county11,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,9494,782,,,70.9301456854688,5.84236085169966,,,13385,Rogaland,2022-10-21
total,county,county11,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,5521,5143,,,88.3925712455972,82.3406980467499,,,6246,Rogaland,2022-10-21
total,county,county11,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,18866,17786,7425,30,87.3668611651385,82.3654718903399,34.3845512642401,0.138927479855515,21594,Rogaland,2022-10-21
total,county,county11,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,43366,41419,22121,152,84.089895483896,80.3145178491788,42.8942622791879,0.294739291462256,51571,Rogaland,2022-10-21
total,county,county11,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,14995,14552,9828,108,84.9142080525511,82.4055722294581,55.6543405628858,0.611586160031712,17659,Rogaland,2022-10-21
total,county,county11,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,30638,30127,24704,451,89.8422379919066,88.3437921529529,72.4414990323148,1.3225030789983,34102,Rogaland,2022-10-21
total,county,county11,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,26733,26473,24752,1107,93.5800049007596,92.6698638288935,86.6454300416565,3.87510064059929,28567,Rogaland,2022-10-21
total,county,county11,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,20989,20857,20341,13147,95,95,94.5125917665644,61.0863302667038,21522,Rogaland,2022-10-21
