granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8574,400,,63.5017034513405,2.96252407050807,,13502,Oslo,2022-02-09
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5438,4096,,85.5031446540881,64.4025157232704,,6360,Oslo,2022-02-09
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,28915,26671,11486,92.4806499072475,85.3035245954072,36.7363909678245,31266,Oslo,2022-02-09
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,93596,88682,47861,90.3218335343788,85.5797346200241,46.1867310012063,103625,Oslo,2022-02-09
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21990,21052,12785,91.8431274276407,87.9254897047154,53.3976527586351,23943,Oslo,2022-02-09
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,40140,38994,29263,94.3626874794302,91.6686256993747,68.7926089613992,42538,Oslo,2022-02-09
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32647,32090,27567,95,94.5269235301049,81.203605514316,33948,Oslo,2022-02-09
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24856,24562,22292,95,94.4764981921686,85.7450573121009,25998,Oslo,2022-02-09
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,16000,15845,14481,95,95,94.4926590538336,15325,Oslo,2022-02-09
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7927,7778,6523,95,95,84.3745957832105,7731,Oslo,2022-02-09
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8834,345,,63.4672031036713,2.478626338099,,13919,Oslo,2022-02-09
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5216,3735,,79.3066747757336,56.7888094876083,,6577,Oslo,2022-02-09
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,24860,22246,7736,88.3753999289015,79.0828297191611,27.5008887308923,28130,Oslo,2022-02-09
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90824,85645,44024,86.997835207571,82.0370122032989,42.1693902182034,104398,Oslo,2022-02-09
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22756,21807,13453,85.9365558912387,82.3527190332326,50.8043806646526,26480,Oslo,2022-02-09
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41733,40474,30189,90.495706479313,87.765634486946,65.4631798074421,46116,Oslo,2022-02-09
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32994,32362,27241,95,93.3456401972944,78.5745190227581,34669,Oslo,2022-02-09
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22969,22718,20306,95,93.9770000827335,83.9993381318772,24174,Oslo,2022-02-09
