granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,00-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,707,60,1.20594957868523,0.102343670044008,58626,Oslo,2021-09-09
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,4474,856,70.3459119496855,13.4591194968553,6360,Oslo,2021-09-09
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,28420,22410,90.8974605002239,71.6753022452504,31266,Oslo,2021-09-09
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,87891,68384,84.8164053075995,65.9917973462003,103625,Oslo,2021-09-09
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21411,18190,89.4248840997369,75.9721004051289,23943,Oslo,2021-09-09
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39268,35980,92.3127556537684,84.5831962010438,42538,Oslo,2021-09-09
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32058,30414,94.4326617179215,89.5899611170025,33948,Oslo,2021-09-09
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24552,23853,94.4380336948996,91.7493653357951,25998,Oslo,2021-09-09
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14768,14683,96.3654159869494,95.8107667210441,15325,Oslo,2021-09-09
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7020,6899,90.8032596041909,89.2381321950589,7731,Oslo,2021-09-09
total,county,county03,2020,00-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,664,63,1.08413473312979,0.102862181004784,61247,Oslo,2021-09-09
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,4296,800,65.3185342861487,12.163600425726,6577,Oslo,2021-09-09
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,23545,17331,83.7006754354781,61.6103803768219,28130,Oslo,2021-09-09
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,86983,67429,83.3186459510719,64.5884020766681,104398,Oslo,2021-09-09
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22213,18784,83.8859516616314,70.9365558912387,26480,Oslo,2021-09-09
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,40742,37274,88.34677769104,80.82661115448,46116,Oslo,2021-09-09
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32022,30128,92.3649369753959,86.9018431451729,34669,Oslo,2021-09-09
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22608,21841,93.5219657483247,90.3491354347646,24174,Oslo,2021-09-09
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11960,11951,97.736373294108,97.6628258560105,12237,Oslo,2021-09-09
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3300,3256,91.1098840419658,89.8950855880729,3622,Oslo,2021-09-09
total,county,county11,2020,00-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,858,46,1.75848499754058,0.0942777504508936,48792,Rogaland,2021-09-09
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3949,777,66.3697478991597,13.0588235294118,5950,Rogaland,2021-09-09
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,17639,14667,87.3650321941555,72.6448736998514,20190,Rogaland,2021-09-09
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,38907,29747,79.4263550066347,60.7267530876799,48985,Rogaland,2021-09-09
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14179,12420,89.1704924218603,78.1082950757814,15901,Rogaland,2021-09-09
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29010,26557,91.3269321580356,83.6045962537384,31765,Rogaland,2021-09-09
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25553,24638,95.6575450155355,92.2322464717553,26713,Rogaland,2021-09-09
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20282,19889,96.470700152207,94.6014079147641,21024,Rogaland,2021-09-09
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12248,12048,98.4407651502974,96.8333065423565,12442,Rogaland,2021-09-09
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,5306,5150,92.8758970768423,90.1452826886049,5713,Rogaland,2021-09-09
total,county,county11,2020,00-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,744,49,1.46163215590743,0.0962634081175592,50902,Rogaland,2021-09-09
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,3782,651,60.9213917525773,10.486469072165,6208,Rogaland,2021-09-09
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,17698,13208,80.9347418484474,60.4015182695386,21867,Rogaland,2021-09-09
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,40146,29145,78.0003497250772,56.6263187549787,51469,Rogaland,2021-09-09
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,14444,12051,81.9424746128099,68.3667101605492,17627,Rogaland,2021-09-09
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,29866,26867,87.9938717185705,79.1579505612681,33941,Rogaland,2021-09-09
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26341,25203,93.6635494079579,89.6170394339153,28123,Rogaland,2021-09-09
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20494,20196,96.6105689907133,95.2057700466695,21213,Rogaland,2021-09-09
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,10576,10478,99.2585640544345,98.338808071328,10655,Rogaland,2021-09-09
total,county,county11,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3021,2951,95.4502369668247,93.2385466034755,3165,Rogaland,2021-09-09
total,county,county15,2020,00-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,517,15,2.1855844430353,0.0634115409004439,23655,Møre og Romsdal,2021-09-09
total,county,county15,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,2218,418,69.0105787181083,13.005600497822,3214,Møre og Romsdal,2021-09-09
total,county,county15,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,9705,7604,89.1757787374805,69.8704401359919,10883,Møre og Romsdal,2021-09-09
total,county,county15,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,19131,13972,82.5430383569919,60.2839021443673,23177,Møre og Romsdal,2021-09-09
total,county,county15,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,6996,5988,89.7268180069258,76.7987687572143,7797,Møre og Romsdal,2021-09-09
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,15946,14815,92.7524429967427,86.1738017682643,17192,Møre og Romsdal,2021-09-09
