granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9023,327,,66.8271367204859,2.42186342764035,,13502,Oslo,2022-01-10
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,6063,4282,,95.3301886792453,67.3270440251572,,6360,Oslo,2022-01-10
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,30367,26947,4127,97.1246721678501,86.1862726284143,13.1996417834069,31266,Oslo,2022-01-10
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,92143,86123,15547,88.9196622436671,83.1102533172497,15.0031363088058,103625,Oslo,2022-01-10
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21951,20706,6263,91.680240571357,86.4803909284551,26.1579584847346,23943,Oslo,2022-01-10
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39901,38472,21188,93.8008368987729,90.4414876110772,49.8095820207814,42538,Oslo,2022-01-10
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32335,31858,23644,95.2486155296336,93.8435253917757,69.6476964769648,33948,Oslo,2022-01-10
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24759,24455,21663,95.2342487883683,94.0649280713901,83.3256404338795,25998,Oslo,2022-01-10
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14873,14932,14086,97.0505709624796,97.4355628058728,91.9151712887439,15325,Oslo,2022-01-10
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7085,6996,6205,91.6440305264519,90.4928211098176,80.2612857327642,7731,Oslo,2022-01-10
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9267,303,,66.5780587685897,2.17688052302608,,13919,Oslo,2022-01-10
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5930,4065,,90.1626881556941,61.8062946632203,,6577,Oslo,2022-01-10
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25431,21966,2049,90.4052612868823,78.0874511198009,7.28403839317455,28130,Oslo,2022-01-10
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90288,83757,10917,86.4844154102569,80.2285484396253,10.4570968792506,104398,Oslo,2022-01-10
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22768,21382,5886,85.9818731117825,80.7477341389728,22.2280966767372,26480,Oslo,2022-01-10
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41556,40046,21205,90.111891751236,86.8375401162287,45.9818718015439,46116,Oslo,2022-01-10
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32448,31826,23057,93.5937004240099,91.7995904121838,66.5061005509245,34669,Oslo,2022-01-10
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22802,22569,19737,94.3244808471912,93.3606353933979,81.6455696202532,24174,Oslo,2022-01-10
