granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8308,102,61.5316249444527,0.755443637979559,13502,Oslo,2021-11-01
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5428,1075,85.3459119496855,16.9025157232704,6360,Oslo,2021-11-01
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29583,25442,94.6171560161198,81.3727371585748,31266,Oslo,2021-11-01
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,90291,81750,87.1324487334138,78.8902291917974,103625,Oslo,2021-11-01
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21705,19843,90.6528004009523,82.8759971599215,23943,Oslo,2021-11-01
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39616,37040,93.1308477126334,87.0750858056326,42538,Oslo,2021-11-01
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32202,30917,94.8568398727466,91.0716389772593,33948,Oslo,2021-11-01
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24673,24040,94.9034541118548,92.4686514347257,25998,Oslo,2021-11-01
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14810,14767,96.6394779771615,96.3588907014682,15325,Oslo,2021-11-01
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7039,6951,91.0490234122365,89.9107489328677,7731,Oslo,2021-11-01
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8448,98,60.6940153746677,0.704073568503485,13919,Oslo,2021-11-01
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5262,1061,80.0060818002129,16.1319750646191,6577,Oslo,2021-11-01
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,24619,20744,87.518663348738,73.7433345183079,28130,Oslo,2021-11-01
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,88841,80339,85.09837353206,76.9545393589916,104398,Oslo,2021-11-01
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22512,20566,85.0151057401813,77.666163141994,26480,Oslo,2021-11-01
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41143,38519,89.2163240523896,83.5263249197675,46116,Oslo,2021-11-01
