granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,7821,82,57.9247518886091,0.607317434454155,13502,Oslo,2021-09-29
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5293,959,83.2232704402516,15.0786163522013,6360,Oslo,2021-09-29
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29018,24398,92.8100812384059,78.0336467728523,31266,Oslo,2021-09-29
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,89304,76900,86.1799758745477,74.2098914354644,103625,Oslo,2021-09-29
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21585,19360,90.1516100739256,80.8587060936391,23943,Oslo,2021-09-29
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39480,36622,92.8111335746862,86.0924349992948,42538,Oslo,2021-09-29
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32170,30684,94.7625780605632,90.3852951572994,33948,Oslo,2021-09-29
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24628,23941,94.7303638741442,92.0878529117624,25998,Oslo,2021-09-29
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14798,14721,96.5611745513866,96.0587275693312,15325,Oslo,2021-09-29
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7028,6920,90.9067391023154,89.5097658776355,7731,Oslo,2021-09-29
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,7893,88,56.7066599612041,0.632229326819456,13919,Oslo,2021-09-29
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5110,950,77.6949977193249,14.4442755055496,6577,Oslo,2021-09-29
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,24146,19764,85.8371845005332,70.2595094205475,28130,Oslo,2021-09-29
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,88058,76173,84.3483591639687,72.9640414567329,104398,Oslo,2021-09-29
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22383,20079,84.5279456193354,75.8270392749245,26480,Oslo,2021-09-29
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,40988,38023,88.8802151097233,82.4507763032353,46116,Oslo,2021-09-29
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32146,30413,92.7226052092648,87.7239031988232,34669,Oslo,2021-09-29
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22691,21953,93.865309837015,90.8124431207082,24174,Oslo,2021-09-29
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11986,11986,97.9488436708344,97.9488436708344,12237,Oslo,2021-09-29
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3304,3267,91.2203202650469,90.1987852015461,3622,Oslo,2021-09-29
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,6509,56,52.0137446060412,0.447498801342496,12514,Rogaland,2021-09-29
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5403,897,90.8067226890756,15.0756302521008,5950,Rogaland,2021-09-29
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,17869,16178,88.5042100049529,80.1287766220901,20190,Rogaland,2021-09-29
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,39815,35250,81.2799836684699,71.9608043278555,48985,Rogaland,2021-09-29
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14317,13416,90.0383623671467,84.3720520721967,15901,Rogaland,2021-09-29
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29162,27867,91.8054462458681,87.728632142295,31765,Rogaland,2021-09-29
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25620,25063,95.9083592258451,93.8232321341669,26713,Rogaland,2021-09-29
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20310,20003,96.6038812785388,95.1436453576865,21024,Rogaland,2021-09-29
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12261,12113,98.5452499598135,97.3557305899373,12442,Rogaland,2021-09-29
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,5314,5187,93.0159285839314,90.792928408892,5713,Rogaland,2021-09-29
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,6145,59,47.1495434665848,0.452696999923272,13033,Rogaland,2021-09-29
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5392,774,86.8556701030928,12.4677835051546,6208,Rogaland,2021-09-29
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,18092,15620,82.7365436502493,71.4318379292999,21867,Rogaland,2021-09-29
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,40943,36126,79.5488546503721,70.1898230002526,51469,Rogaland,2021-09-29
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,14620,13429,82.9409428717309,76.1842627786918,17627,Rogaland,2021-09-29
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,30108,28598,88.7068736925842,84.2579770778704,33941,Rogaland,2021-09-29
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26453,25816,94.0617999502187,91.7967499911105,28123,Rogaland,2021-09-29
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20524,20288,96.7519917032009,95.6394663649649,21213,Rogaland,2021-09-29
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,10588,10528,99.3711872360394,98.808071328015,10655,Rogaland,2021-09-29
total,county,county11,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3022,2963,95.4818325434439,93.6176935229068,3165,Rogaland,2021-09-29
total,county,county15,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,3612,28,56.2704471101418,0.436205016357688,6419,Møre og Romsdal,2021-09-29
total,county,county15,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3065,509,95.3640323584319,15.8369632856254,3214,Møre og Romsdal,2021-09-29
total,county,county15,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,9820,8925,90.2324726637876,82.0086373242672,10883,Møre og Romsdal,2021-09-29
total,county,county15,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,19582,17342,84.4889329939164,74.824179143116,23177,Møre og Romsdal,2021-09-29
total,county,county15,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7054,6617,90.4706938566115,84.8659740925997,7797,Møre og Romsdal,2021-09-29
