granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3,n_dose_4,pr100_dose_1,pr100_dose_2,pr100_dose_3,pr100_dose_4,pop,location_name,date_of_publishing
total,county,county11,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,9486,766,,,70.870377288009,5.72282405677998,,,13385,Rogaland,2022-08-12
total,county,county11,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,5523,5136,,,88.4245917387128,82.2286263208454,,,6246,Rogaland,2022-08-12
total,county,county11,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,19076,17979,7465,11,88.3393535241271,83.2592386774104,34.5697879040474,0.0509400759470223,21594,Rogaland,2022-08-12
total,county,county11,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,43352,41385,21954,86,84.0627484438929,80.248589323457,42.5704368734366,0.166760388590487,51571,Rogaland,2022-08-12
total,county,county11,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,14997,14550,9759,57,84.9255337221813,82.3942465598279,55.2636049606433,0.322781584461181,17659,Rogaland,2022-08-12
total,county,county11,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,30667,30155,24611,231,89.9272769925518,88.4258987742655,72.1687877543839,0.677379625828397,34102,Rogaland,2022-08-12
total,county,county11,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,26731,26471,24665,408,93.5730038155914,92.6628627437253,86.3408828368397,1.42822137431302,28567,Rogaland,2022-08-12
total,county,county11,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,20985,20844,20121,1317,95,95,93.4903819347644,6.11931976582102,21522,Rogaland,2022-08-12
total,county,county11,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,7369,7324,6959,2420,95,95,94.0532504392485,32.707122584133,7399,Rogaland,2022-08-12
total,county,county11,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,4112,4079,3798,1762,95,95,93.5929029078364,43.4204041399704,4058,Rogaland,2022-08-12
total,county,county11,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,3556,3500,3048,1331,95,95,92.7007299270073,40.4805352798054,3288,Rogaland,2022-08-12
total,county,county15,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,5371,832,,,82.7580893682589,12.8197226502311,,,6490,Møre og Romsdal,2022-08-12
total,county,county15,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,3031,3171,,,93.4916718075262,95,,,3242,Møre og Romsdal,2022-08-12
total,county,county15,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,10010,9766,5834,17,92.1137388423668,89.8684089445109,53.6854697708659,0.156436919112911,10867,Møre og Romsdal,2022-08-12
total,county,county15,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,20872,20300,12958,106,90.2533944478077,87.7799878924155,56.0321715817694,0.458358557467785,23126,Møre og Romsdal,2022-08-12
total,county,county15,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,7241,7130,5462,59,92.0778229908444,90.6663275686674,69.4557477110885,0.750254323499491,7864,Møre og Romsdal,2022-08-12
total,county,county15,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,16118,15936,13900,213,94.3400643839625,93.2748024582967,81.3579163008487,1.24670763827919,17085,Møre og Romsdal,2022-08-12
total,county,county15,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,15345,15241,14408,310,95,95,90.2135119904828,1.94101809529773,15971,Møre og Romsdal,2022-08-12
total,county,county15,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,14584,14513,14261,466,95,95,95,3.11663991439272,14952,Møre og Romsdal,2022-08-12
total,county,county15,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,5626,5599,5299,1422,95,95,93.0301966292135,24.9648876404494,5696,Møre og Romsdal,2022-08-12
total,county,county15,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,3623,3582,3329,1169,95,95,92.446542627048,32.4632046653707,3601,Møre og Romsdal,2022-08-12
total,county,county15,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,4820,4733,4103,1334,95,95,91.1575205509887,29.6378582537214,4501,Møre og Romsdal,2022-08-12
total,county,county15,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,5621,808,,,82.7956989247312,11.9016055383709,,,6789,Møre og Romsdal,2022-08-12
total,county,county15,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,3067,3083,,,90.659178244162,91.1321312444576,,,3383,Møre og Romsdal,2022-08-12
total,county,county15,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,10760,10330,4808,12,90.2911806662751,86.6828899890912,40.3457245951162,0.100696484014433,11917,Møre og Romsdal,2022-08-12
total,county,county15,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,21904,21133,12017,49,85.9485972140475,82.9232882087503,47.15322738866,0.192269962723171,25485,Møre og Romsdal,2022-08-12
total,county,county15,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,7086,6932,4876,42,84.7506279153211,82.9087429733286,58.3183829685444,0.502332256907069,8361,Møre og Romsdal,2022-08-12
total,county,county15,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,16638,16368,13566,147,90.0178542444409,88.5570524265541,73.3971757831521,0.795325434182763,18483,Møre og Romsdal,2022-08-12
total,county,county15,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,16088,15991,15106,251,94.3411716413534,93.7723567700698,88.5826540784613,1.47188178033191,17053,Møre og Romsdal,2022-08-12
total,county,county15,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,14820,14759,14523,420,95,95,95,2.76333969340088,15199,Møre og Romsdal,2022-08-12
total,county,county15,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,5491,5464,5209,1320,95,95,95,24.1051862673484,5476,Møre og Romsdal,2022-08-12
total,county,county15,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,3074,3043,2842,1007,95,95,94.199535962877,33.3775273450448,3017,Møre og Romsdal,2022-08-12
total,county,county15,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,2791,2758,2388,855,95,95,93.9787485242031,33.6481700118064,2541,Møre og Romsdal,2022-08-12
total,county,county18,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,4432,549,,,82.3332714099944,10.1987739178897,,,5383,Nordland,2022-08-12
total,county,county18,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,2500,2522,,,93.7734433608402,94.5986496624156,,,2666,Nordland,2022-08-12
total,county,county18,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,8591,8344,4131,12,91.5299382058385,88.8983592584701,44.0123588323034,0.127849989345834,9386,Nordland,2022-08-12
total,county,county18,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,19104,18436,10785,93,89.6060037523452,86.4727954971857,50.5863039399625,0.436210131332083,21320,Nordland,2022-08-12
total,county,county18,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,6059,5935,4191,57,91.9005005308661,90.0197178826028,63.5674199908995,0.864553314121038,6593,Nordland,2022-08-12
total,county,county18,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,14784,14610,12021,198,93.7060277619319,92.60315649363,76.1931926221715,1.25499144324016,15777,Nordland,2022-08-12
total,county,county18,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,15013,14877,13502,295,95,94.7157318393073,85.9616731393646,1.8781435028968,15707,Nordland,2022-08-12
total,county,county18,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,13541,13460,13097,545,95,95,94.0201005025126,3.9124192390524,13930,Nordland,2022-08-12
total,county,county18,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,5512,5476,5083,924,95,95,91.2076081105329,16.5799389915665,5573,Nordland,2022-08-12
total,county,county18,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,3619,3586,3246,761,95,95,89.9667405764967,21.0920177383592,3608,Nordland,2022-08-12
total,county,county18,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,4223,4144,3435,844,95,95,85.1934523809524,20.9325396825397,4032,Nordland,2022-08-12
total,county,county18,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,4696,548,,,81.3582813582814,9.49410949410949,,,5772,Nordland,2022-08-12
total,county,county18,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,2680,2592,,,92.3819372630128,89.3485005170631,,,2901,Nordland,2022-08-12
total,county,county18,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,9228,8758,3132,10,88.7734487734488,84.2520442520443,30.1298701298701,0.0962000962000962,10395,Nordland,2022-08-12
total,county,county18,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,19812,19054,9573,58,85.2532380911399,81.9914798399243,41.1936830328327,0.249580446662937,23239,Nordland,2022-08-12
total,county,county18,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,5990,5831,3701,39,85.5592058277389,83.2881016997572,52.8638765890587,0.557063276674761,7001,Nordland,2022-08-12
total,county,county18,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,14613,14392,11257,125,90.6907466021225,89.3191832681686,69.8628436666046,0.775771116489791,16113,Nordland,2022-08-12
total,county,county18,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,15397,15262,13733,269,94.7799322868575,93.9489073561096,84.5367805478609,1.65589412126808,16245,Nordland,2022-08-12
total,county,county18,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,14118,14042,13609,463,95,95,93.9977897499655,3.19795551871806,14478,Nordland,2022-08-12
total,county,county18,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,5402,5363,4997,922,95,95,92.5884750787475,17.0835649434871,5397,Nordland,2022-08-12
total,county,county18,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,3192,3156,2887,713,95,95,92.0893141945774,22.7432216905901,3135,Nordland,2022-08-12
total,county,county18,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,2527,2475,2073,544,95,95,89.3919793014231,23.4583872358775,2319,Nordland,2022-08-12
total,county,county30,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,23459,2659,,,73.8238348491047,8.36768732101835,,,31777,Viken,2022-08-12
total,county,county30,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,13862,12846,,,90.0071423933511,83.410168170898,,,15401,Viken,2022-08-12
total,county,county30,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,43827,42026,23805,40,92.9562229574956,89.1363366420633,50.4899465512853,0.0848392296597947,47148,Viken,2022-08-12
total,county,county30,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,103476,98734,58295,266,89.0154415243666,84.9361262850015,50.1483934792894,0.228827046324573,116245,Viken,2022-08-12
total,county,county30,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,38995,37815,26385,199,91.7486235941838,88.9722836572397,62.0794315561621,0.468213260552445,42502,Viken,2022-08-12
total,county,county30,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,86104,84591,69771,763,94.2479668122462,92.5918628706532,76.3701441565691,0.835166759706214,91359,Viken,2022-08-12
total,county,county30,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,74920,74232,67964,1070,95,94.5907718184946,86.6037182868866,1.36345680900136,78477,Viken,2022-08-12
total,county,county30,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,61878,61508,59559,2033,95,95,93.5006828992606,3.19157286613605,63699,Viken,2022-08-12
total,county,county30,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,26304,26152,24821,8368,95,95,93.0671166104237,31.3760779902512,26670,Viken,2022-08-12
total,county,county30,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,16069,15922,14815,6699,95,95,92.2478206724782,41.7123287671233,16060,Viken,2022-08-12
total,county,county30,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,17844,17491,15051,6937,95,95,90.4561572209868,41.6912074042911,16639,Viken,2022-08-12
total,county,county30,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,24507,2574,,,72.7858627858628,7.64478764478765,,,33670,Viken,2022-08-12
total,county,county30,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,14256,12610,,,87.1446909957822,77.0829512806406,,,16359,Viken,2022-08-12
total,county,county30,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,46817,43948,20175,37,89.8529863350223,84.3466912329188,38.7206356517734,0.0710118225088285,52104,Viken,2022-08-12
total,county,county30,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,101525,96252,53150,214,84.1462707102186,79.7758862191574,44.0519506352929,0.177368154956777,120653,Viken,2022-08-12
total,county,county30,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,37260,36027,23828,130,85.4234490348022,82.5966344169838,54.6288229629969,0.298042092714017,43618,Viken,2022-08-12
total,county,county30,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,86262,84578,67471,520,90.7113938692886,88.9405331510595,70.9511541090489,0.546821599453178,95095,Viken,2022-08-12
total,county,county30,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,76631,75872,68771,932,94.1031277246325,93.1710731521619,84.4510210848182,1.14449915881768,81433,Viken,2022-08-12
total,county,county30,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,59359,59041,57251,1697,95,95,93.7081594238481,2.77764137818152,61095,Viken,2022-08-12
total,county,county30,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,23526,23403,22263,7339,95,95,94.2788176505463,31.0790209197933,23614,Viken,2022-08-12
total,county,county30,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,12750,12640,11791,5646,95,95,94.0121192792218,45.0167437410301,12542,Viken,2022-08-12
total,county,county30,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,10518,10347,8949,4464,95,95,93.015279077019,46.3985032740879,9621,Viken,2022-08-12
total,county,county34,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,6617,729,,,81.923981676365,9.02562832734926,,,8077,Innlandet,2022-08-12
total,county,county34,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,3713,3739,,,90.9157688540646,91.5523996082272,,,4084,Innlandet,2022-08-12
total,county,county34,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,13378,12937,7279,16,91.554886394744,88.5368190528333,49.8152203668218,0.109499041883384,14612,Innlandet,2022-08-12
total,county,county34,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,27385,26441,16090,103,89.7280471821756,86.6349934469201,52.7195281782438,0.337483617300131,30520,Innlandet,2022-08-12
total,county,county34,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,9577,9381,6797,60,92.9444875776398,91.0423136645963,65.9646739130435,0.582298136645963,10304,Innlandet,2022-08-12
total,county,county34,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,24256,23907,19853,264,94.1286041367535,92.7742636501222,77.0421824673057,1.02448678644883,25769,Innlandet,2022-08-12
total,county,county34,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,24220,24033,22080,408,95,94.5139216611609,86.8334119867862,1.60453043888627,25428,Innlandet,2022-08-12
total,county,county34,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,22798,22679,22107,745,95,95,94.1404420218882,3.17250777157944,23483,Innlandet,2022-08-12
total,county,county34,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,9507,9448,8937,1842,95,95,92.8519480519481,19.1376623376623,9625,Innlandet,2022-08-12
total,county,county34,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,6106,6038,5570,1566,95,95,91.8990265632734,25.8373205741627,6061,Innlandet,2022-08-12
total,county,county34,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,6977,6844,5753,1697,95,95,88.9180834621329,26.2287480680062,6470,Innlandet,2022-08-12
total,county,county34,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,7097,731,,,81.0993029368072,8.35333104788024,,,8751,Innlandet,2022-08-12
total,county,county34,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,3850,3700,,,89.8692810457516,86.3678804855276,,,4284,Innlandet,2022-08-12
total,county,county34,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,14291,13619,5869,7,89.9483887210474,85.7187814702921,36.9398288016113,0.0440584088620342,15888,Innlandet,2022-08-12
total,county,county34,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,28380,27299,15022,55,86.2876254180602,83.0009121313469,45.6734569778048,0.167224080267559,32890,Innlandet,2022-08-12
total,county,county34,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,9183,8972,5977,34,87.9008327749593,85.8811141954628,57.2125969177754,0.325452282952044,10447,Innlandet,2022-08-12
total,county,county34,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,23989,23651,18854,185,92.0211745751659,90.7246154436304,72.3234493076067,0.709655145958802,26069,Innlandet,2022-08-12
total,county,county34,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,24450,24273,21882,335,94.6867012624894,94.0012392533499,84.7416931298893,1.29734335063124,25822,Innlandet,2022-08-12
total,county,county34,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,22333,22224,21714,671,95,95,94.634996731314,2.92438439747222,22945,Innlandet,2022-08-12
total,county,county34,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,8672,8611,8147,1643,95,95,93.7406512484179,18.9046139684731,8691,Innlandet,2022-08-12
total,county,county34,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,4897,4862,4473,1318,95,95,93.0324459234609,27.4126455906822,4808,Innlandet,2022-08-12
total,county,county34,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,4212,4125,3506,1069,95,95,91.4926931106472,27.8966597077244,3832,Innlandet,2022-08-12
total,county,county38,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,7430,698,,,76.2442278091329,7.16264751154438,,,9745,Vestfold og Telemark,2022-08-12
total,county,county38,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,4485,4160,,,90.6243685593049,84.0573853303698,,,4949,Vestfold og Telemark,2022-08-12
total,county,county38,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,14505,13904,7435,10,92.0776994858122,88.2625531644766,47.1973592331619,0.0634799720688123,15753,Vestfold og Telemark,2022-08-12
total,county,county38,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,32723,31490,18368,88,88.5793947268691,85.2417302798982,49.7211845595799,0.238211250067674,36942,Vestfold og Telemark,2022-08-12
total,county,county38,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,11819,11554,8169,67,92.2350554081473,90.1670048384579,63.7505852973311,0.522865615732792,12814,Vestfold og Telemark,2022-08-12
total,county,county38,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,27889,27496,22602,258,93.4210967071986,92.1046460992195,75.7109838207215,0.864234750276354,29853,Vestfold og Telemark,2022-08-12
total,county,county38,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,27045,26781,24609,444,95,94.4156530936013,86.7583289264939,1.56530936012692,28365,Vestfold og Telemark,2022-08-12
total,county,county38,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,24417,24289,23463,1055,95,95,93.2033049972194,4.19083181059824,25174,Vestfold og Telemark,2022-08-12
total,county,county38,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,9763,9705,9176,3258,95,95,92.5839975784482,32.8725658359399,9911,Vestfold og Telemark,2022-08-12
total,county,county38,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,6224,6175,5735,2428,95,95,92.0102679287662,38.9539547569389,6233,Vestfold og Telemark,2022-08-12
total,county,county38,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,7173,7048,6091,2477,95,95,90.9240185102254,36.9756680101508,6699,Vestfold og Telemark,2022-08-12
total,county,county38,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,8110,775,,,76.3437823590323,7.29549091593712,,,10623,Vestfold og Telemark,2022-08-12
total,county,county38,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,4620,4146,,,88.3196329573695,79.2582680175875,,,5231,Vestfold og Telemark,2022-08-12
total,county,county38,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,15670,14858,6401,19,88.6863999094459,84.0907804629577,36.2272907351859,0.107532967343936,17669,Vestfold og Telemark,2022-08-12
total,county,county38,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,32950,31494,16594,60,84.6782483552632,80.9364720394737,42.6449424342105,0.154194078947368,38912,Vestfold og Telemark,2022-08-12
total,county,county38,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,11384,11071,7247,37,87.0735811534343,84.6795165978278,55.4306256692673,0.283004436285758,13074,Vestfold og Telemark,2022-08-12
