granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3,n_dose_4,pr100_dose_1,pr100_dose_2,pr100_dose_3,pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,9055,967,,,65.6730490281404,7.01334493762692,,,13788,Oslo,2022-11-08
total,county,county03,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,5723,4588,,,87.5478048034267,70.185100198868,,,6537,Oslo,2022-11-08
total,county,county03,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,31352,29553,14258,39,95,94.4456872583171,45.5658176472468,0.124636476942252,31291,Oslo,2022-11-08
total,county,county03,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,92771,88829,55576,506,89.3902603534332,85.5919138193521,53.5507120695304,0.487560463278796,103782,Oslo,2022-11-08
total,county,county03,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,21800,21026,14129,185,90.4827128211514,87.2701614576848,58.6435894243141,0.767857884032707,24093,Oslo,2022-11-08
total,county,county03,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,40020,39152,31151,578,93.4675479365673,91.4403157624308,72.7538127379312,1.34993110213233,42817,Oslo,2022-11-08
total,county,county03,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,32430,31986,28736,1135,94.512283974004,93.2183137586338,83.74668492991,3.30778422172354,34313,Oslo,2022-11-08
total,county,county03,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,24745,24523,23013,15641,95,95,89.1942172784001,60.621681330181,25801,Oslo,2022-11-08
total,county,county03,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,10020,9936,9384,7730,95,95,91.4174378957623,75.3044325377496,10265,Oslo,2022-11-08
total,county,county03,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,5928,5880,5478,4509,95,95,90.5304908279623,74.5166088249876,6051,Oslo,2022-11-08
total,county,county03,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,7932,7809,6787,5171,95,95,89.7039386730108,68.345228654507,7566,Oslo,2022-11-08
total,county,county03,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,9351,958,,,65.2866019688613,6.68854290302311,,,14323,Oslo,2022-11-08
total,county,county03,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,5439,4176,,,81.9867350015074,62.9484473922219,,,6634,Oslo,2022-11-08
total,county,county03,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,26694,24462,9625,36,93.8376630224628,85.9914929518051,33.8348507751257,0.126551130171899,28447,Oslo,2022-11-08
total,county,county03,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,90348,86104,50447,298,86.5037723564781,82.4403508100035,48.3005246830838,0.285320363065375,104444,Oslo,2022-11-08
total,county,county03,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,22421,21654,14747,163,85.2477092125775,82.3314702863009,56.0701114026083,0.619748298543782,26301,Oslo,2022-11-08
total,county,county03,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,41433,40485,32224,534,89.3915857605178,87.3462783171521,69.5231930960086,1.15210355987055,46350,Oslo,2022-11-08
total,county,county03,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,32750,32275,28621,1028,92.6266368753005,91.2831971038267,80.9486098933733,2.90748649489493,35357,Oslo,2022-11-08
total,county,county03,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,22834,22641,21088,14315,95,94.6965577815885,88.2010958216571,59.8728512275712,23909,Oslo,2022-11-08
total,county,county03,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,8745,8686,8205,7132,95,95,92.5341152588249,80.4330664260742,8867,Oslo,2022-11-08
total,county,county03,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,4432,4395,4110,3580,95,95,92.8184281842818,80.8491418247516,4428,Oslo,2022-11-08
total,county,county03,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,3882,3829,3292,2715,95,95,90.7386990077178,74.8346196251378,3628,Oslo,2022-11-08
total,county,county11,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,9444,898,,,73.6259452716925,7.00085756607157,,,12827,Rogaland,2022-11-08
total,county,county11,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,5364,5192,,,90.3791069924179,87.4810446503791,,,5935,Rogaland,2022-11-08
total,county,county11,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,18200,17484,9771,46,90.4572564612326,86.8986083499006,48.5636182902585,0.228628230616302,20120,Rogaland,2022-11-08
total,county,county11,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,42809,41262,24276,300,87.7233606557377,84.5532786885246,49.7459016393443,0.614754098360656,48800,Rogaland,2022-11-08
total,county,county11,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,14747,14367,10545,246,90.7284360772733,88.390550018457,64.8763381321521,1.51347360649686,16254,Rogaland,2022-11-08
total,county,county11,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,29557,29150,24740,708,93.0899814179081,91.8081320273377,77.9188057069069,2.22985102831407,31751,Rogaland,2022-11-08
total,county,county11,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,25907,25710,24219,1498,95,94.435261707989,88.9586776859504,5.50229568411387,27225,Rogaland,2022-11-08
total,county,county11,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,20819,20681,20105,13748,95,95,93.8871766134305,64.2009900065378,21414,Rogaland,2022-11-08
total,county,county11,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,7928,7880,7522,6077,95,95,93.7320872274143,75.7258566978193,8025,Rogaland,2022-11-08
