granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9184,779,,68.0195526588654,5.76951562731447,,13502,Oslo,2022-01-26
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,6157,4406,,95,69.2767295597484,,6360,Oslo,2022-01-26
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,30643,27801,11982,95,88.9176741508348,38.3227787372865,31266,Oslo,2022-01-26
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,92576,87698,40406,89.3375150784077,84.6301568154403,38.9925211097708,103625,Oslo,2022-01-26
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,22009,20992,11756,91.9224825627532,87.674894541202,49.0999457043812,23943,Oslo,2022-01-26
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39957,38804,27648,93.9324838967511,91.2219662419484,64.9960035732757,42538,Oslo,2022-01-26
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32358,31989,26241,95,94.2294096854012,77.2976316719689,33948,Oslo,2022-01-26
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24772,24499,21979,95,94.2341718593738,84.5411185475806,25998,Oslo,2022-01-26
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14889,14967,14284,95,95,93.2071778140294,15325,Oslo,2022-01-26
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7097,7008,6309,91.7992497736386,90.6480403570043,81.6065192083818,7731,Oslo,2022-01-26
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9412,626,,67.6198002730081,4.49744952942022,,13919,Oslo,2022-01-26
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,6047,4206,,91.9416147179565,63.9501292382545,,6577,Oslo,2022-01-26
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25655,22658,7926,91.2015641663704,80.5474582296481,28.1763242090295,28130,Oslo,2022-01-26
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90620,85285,37571,86.8024291653097,81.692178011073,35.9882373225541,104398,Oslo,2022-01-26
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22811,21694,12069,86.1442598187311,81.9259818731118,45.5777945619335,26480,Oslo,2022-01-26
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41611,40393,28369,90.2311562147628,87.5899904588429,61.5166102871021,46116,Oslo,2022-01-26
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32477,32003,25640,93.6773486399954,92.3101329718192,73.9565606161124,34669,Oslo,2022-01-26
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22807,22613,20040,94.345164226028,93.5426491271614,82.8989823777612,24174,Oslo,2022-01-26
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,12027,12172,11789,95,95,95,12237,Oslo,2022-01-26
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3331,3295,3060,91.9657647708448,90.9718387631143,84.4837106570955,3622,Oslo,2022-01-26
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9928,613,,79.3351446380055,4.89851366469554,,12514,Rogaland,2022-01-26
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5756,5303,,95,89.1260504201681,,5950,Rogaland,2022-01-26
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18579,17666,7976,92.0208023774146,87.4987617632491,39.5047052996533,20190,Rogaland,2022-01-26
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,42757,40663,16405,87.2859038481168,83.0111258548535,33.4898438297438,48985,Rogaland,2022-01-26
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14777,14315,8494,92.9312621847683,90.0257845418527,53.4180240236463,15901,Rogaland,2022-01-26
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29686,29056,21448,93.4550606012907,91.4717456319849,67.5208562883677,31765,Rogaland,2022-01-26
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25895,25763,21970,95,95,82.244600007487,26713,Rogaland,2022-01-26
