granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8919,763,,64.6866840731071,5.53379750507688,,13788,Oslo,2022-06-13
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5651,4424,,86.4463821324767,67.6763041150375,,6537,Oslo,2022-06-13
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29561,27707,12937,94.4712537151258,88.5462273497172,41.3441564667157,31291,Oslo,2022-06-13
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,93639,89499,54163,90.2266288951841,86.237497831994,52.1892042936155,103782,Oslo,2022-06-13
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21952,21138,13910,91.1136014610053,87.7350267712614,57.7346117129457,24093,Oslo,2022-06-13
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,40071,39167,30756,93.5866595044025,91.4753485765,71.8312819674428,42817,Oslo,2022-06-13
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32544,32085,28527,94.8445195698423,93.5068341444933,83.1375863375397,34313,Oslo,2022-06-13
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24796,24563,22688,95,95,87.9345761792179,25801,Oslo,2022-06-13
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,15969,15833,14677,95,95,89.9546457465065,16316,Oslo,2022-06-13
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7932,7803,6634,95,95,87.6817340734867,7566,Oslo,2022-06-13
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9183,745,,64.113663338686,5.20142428262236,,14323,Oslo,2022-06-13
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5388,4043,,81.2179680434127,60.9436237564064,,6634,Oslo,2022-06-13
