granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3,n_dose_4,pr100_dose_1,pr100_dose_2,pr100_dose_3,pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,9044,942,,,65.5932695097186,6.83202785030461,,,13788,Oslo,2022-08-23
total,county,county03,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,5708,4577,,,87.3183417469787,70.0168272908062,,,6537,Oslo,2022-08-23
total,county,county03,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,30560,28763,13799,20,95,91.9209996484612,44.0989421878496,0.0639161420216676,31291,Oslo,2022-08-23
total,county,county03,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,93177,89158,55239,195,89.7814649939296,85.9089244763061,53.2259929467538,0.187893854425623,103782,Oslo,2022-08-23
total,county,county03,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,21874,21093,14115,79,90.7898559747644,87.5482505291994,58.5854812601171,0.32789606939775,24093,Oslo,2022-08-23
total,county,county03,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,40055,39179,31043,253,93.5492911693953,91.5033748277553,72.5015764766331,0.590886797300138,42817,Oslo,2022-08-23
total,county,county03,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,32486,32036,28657,417,94.6754874245913,93.3640311252295,83.5164514906887,1.21528283740856,34313,Oslo,2022-08-23
total,county,county03,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,24775,24548,22783,1139,95,95,88.3027789620557,4.41455757528778,25801,Oslo,2022-08-23
total,county,county03,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,10017,9935,9316,4263,95,95,90.7549926936191,41.5294690696542,10265,Oslo,2022-08-23
total,county,county03,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,5937,5889,5464,3091,95,95,90.2991241117171,51.0824657081474,6051,Oslo,2022-08-23
total,county,county03,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,7936,7810,6745,3574,95,95,89.1488236849062,47.2376420830029,7566,Oslo,2022-08-23
total,county,county03,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,9328,934,,,65.1260210849682,6.5209802415695,,,14323,Oslo,2022-08-23
total,county,county03,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,5448,4169,,,82.1223997588182,62.8429303587579,,,6634,Oslo,2022-08-23
total,county,county03,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,26157,23924,9406,13,91.9499419973987,84.1002566175695,33.06499806658,0.0456990192287412,28447,Oslo,2022-08-23
total,county,county03,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,90548,86252,50190,139,86.6952625330321,82.5820535406534,48.0544598062119,0.13308567270499,104444,Oslo,2022-08-23
total,county,county03,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,22534,21755,14741,82,85.6773506710772,82.71548610319,56.047298581803,0.311775217672332,26301,Oslo,2022-08-23
total,county,county03,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,41545,40572,32156,224,89.6332254584682,87.5339805825243,69.3764832793959,0.483279395900755,46350,Oslo,2022-08-23
total,county,county03,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,32843,32350,28556,336,92.8896682410838,91.4953191730068,80.7647707667506,0.950306869926747,35357,Oslo,2022-08-23
total,county,county03,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,22872,22682,20902,880,95,94.868041323351,87.4231460956125,3.68062235978084,23909,Oslo,2022-08-23
total,county,county03,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,8749,8690,8140,3826,95,95,91.8010601105222,43.1487538062479,8867,Oslo,2022-08-23
total,county,county03,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,4442,4402,4092,2457,95,95,92.4119241192412,55.4878048780488,4428,Oslo,2022-08-23
total,county,county03,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,3878,3825,3267,1887,95,95,90.0496141124587,52.0121278941566,3628,Oslo,2022-08-23
total,county,county11,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,9428,882,,,73.5012083885554,6.87612068293444,,,12827,Rogaland,2022-08-23
total,county,county11,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,5363,5179,,,90.3622577927548,87.2620050547599,,,5935,Rogaland,2022-08-23
total,county,county11,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,18447,17725,9856,18,91.6848906560636,88.096421471173,48.986083499006,0.0894632206759443,20120,Rogaland,2022-08-23
total,county,county11,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,42854,41303,24141,108,87.8155737704918,84.6372950819672,49.469262295082,0.221311475409836,48800,Rogaland,2022-08-23
total,county,county11,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,14751,14375,10463,120,90.7530454042082,88.4397686723268,64.3718469299865,0.73827980804725,16254,Rogaland,2022-08-23
total,county,county11,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,29582,29178,24653,329,93.1687190954616,91.8963182261976,77.6447985890208,1.03618783660357,31751,Rogaland,2022-08-23
total,county,county11,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,25909,25714,24124,491,95,94.4499540863177,88.6097337006428,1.80348943985308,27225,Rogaland,2022-08-23
total,county,county11,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,20810,20671,19903,3707,95,95,92.9438684972448,17.3111048846549,21414,Rogaland,2022-08-23
total,county,county11,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,7924,7875,7447,3636,95,95,92.797507788162,45.3084112149533,8025,Rogaland,2022-08-23
total,county,county11,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,5065,5012,4630,2435,95,95,91.2495072920773,47.9897516752069,5074,Rogaland,2022-08-23
total,county,county11,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,6098,5995,5196,2328,95,95,90.6015693112467,40.5928509154316,5735,Rogaland,2022-08-23
total,county,county11,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,9483,769,,,70.8479641389615,5.74523720582742,,,13385,Rogaland,2022-08-23
total,county,county11,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,5521,5136,,,88.3925712455972,82.2286263208454,,,6246,Rogaland,2022-08-23
total,county,county11,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,18991,17896,7420,13,87.9457256645364,82.8748726498101,34.3613966842641,0.06020190793739,21594,Rogaland,2022-08-23
total,county,county11,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,43340,41381,21984,88,84.0394795524617,80.2408330263132,42.6286091020147,0.170638537162359,51571,Rogaland,2022-08-23
total,county,county11,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,14996,14549,9762,57,84.9198708873662,82.3885837250128,55.2805934650886,0.322781584461181,17659,Rogaland,2022-08-23
total,county,county11,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,30661,30151,24625,240,89.9096827165562,88.4141692569351,72.2098410650402,0.703771039821711,34102,Rogaland,2022-08-23
total,county,county11,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,26727,26468,24665,434,93.559001645255,92.652361115973,86.3408828368397,1.51923548149963,28567,Rogaland,2022-08-23
total,county,county11,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,20987,20846,20154,3659,95,95,93.6437134095344,17.0012080661649,21522,Rogaland,2022-08-23
total,county,county11,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,7369,7323,6976,3378,95,95,94.2830112177321,45.6548182186782,7399,Rogaland,2022-08-23
total,county,county11,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,4113,4080,3802,2204,95,95,93.6914736323312,54.3124691966486,4058,Rogaland,2022-08-23
total,county,county11,2020,085p,male,1900,1,1900-01,1899/1900,24,1900-01-01,3555,3499,3053,1593,95,95,92.852798053528,48.4489051094891,3288,Rogaland,2022-08-23
total,county,county15,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,5366,833,,,82.6810477657935,12.8351309707242,,,6490,Møre og Romsdal,2022-08-23
total,county,county15,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,3030,3172,,,93.4608266502159,95,,,3242,Møre og Romsdal,2022-08-23
total,county,county15,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,9932,9695,5786,18,91.3959694487899,89.2150547529217,53.2437655286648,0.165639090825435,10867,Møre og Romsdal,2022-08-23
total,county,county15,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,20866,20294,12970,109,90.2274496238001,87.7540430684079,56.0840612297847,0.47133096947159,23126,Møre og Romsdal,2022-08-23
total,county,county15,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,7238,7128,5470,61,92.0396744659207,90.6408952187182,69.5574771108851,0.775686673448627,7864,Møre og Romsdal,2022-08-23
total,county,county15,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,16122,15940,13921,221,94.3634767339772,93.2982148083114,81.4808311384255,1.29353233830846,17085,Møre og Romsdal,2022-08-23
total,county,county15,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,15348,15245,14424,327,95,95,90.3136935695949,2.04746102310438,15971,Møre og Romsdal,2022-08-23
total,county,county15,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,14582,14510,14269,1009,95,95,95,6.74826110219369,14952,Møre og Romsdal,2022-08-23
total,county,county15,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,5628,5601,5310,1924,95,95,93.2233146067416,33.7780898876405,5696,Møre og Romsdal,2022-08-23
total,county,county15,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,3621,3581,3334,1476,95,95,92.5853929464038,40.9886142738128,3601,Møre og Romsdal,2022-08-23
total,county,county15,2020,085p,female,1900,1,1900-01,1899/1900,24,1900-01-01,4822,4734,4116,1680,95,95,91.4463452566097,37.3250388802488,4501,Møre og Romsdal,2022-08-23
total,county,county15,2020,012_015,male,1900,1,1900-01,1899/1900,24,1900-01-01,5623,809,,,82.8251583443806,11.9163352481956,,,6789,Møre og Romsdal,2022-08-23
total,county,county15,2020,016_017,male,1900,1,1900-01,1899/1900,24,1900-01-01,3065,3086,,,90.600059119125,91.220809932013,,,3383,Møre og Romsdal,2022-08-23
total,county,county15,2020,018_024,male,1900,1,1900-01,1899/1900,24,1900-01-01,10726,10297,4795,13,90.0058739615675,86.4059746580515,40.2366367374339,0.109087857682303,11917,Møre og Romsdal,2022-08-23
total,county,county15,2020,025_039,male,1900,1,1900-01,1899/1900,24,1900-01-01,21905,21134,12036,49,85.9525210908378,82.9272120855405,47.2277810476751,0.192269962723171,25485,Møre og Romsdal,2022-08-23
total,county,county15,2020,040_044,male,1900,1,1900-01,1899/1900,24,1900-01-01,7085,6932,4878,42,84.73866762349,82.9087429733286,58.3423035522067,0.502332256907069,8361,Møre og Romsdal,2022-08-23
total,county,county15,2020,045_054,male,1900,1,1900-01,1899/1900,24,1900-01-01,16643,16372,13579,150,90.0449061299573,88.5786939349673,73.4675106854948,0.811556565492615,18483,Møre og Romsdal,2022-08-23
total,county,county15,2020,055_064,male,1900,1,1900-01,1899/1900,24,1900-01-01,16084,15987,15110,264,94.3177153580015,93.7489004867179,88.6061103618132,1.54811470122559,17053,Møre og Romsdal,2022-08-23
total,county,county15,2020,065_074,male,1900,1,1900-01,1899/1900,24,1900-01-01,14822,14761,14537,942,95,95,95,6.19777616948483,15199,Møre og Romsdal,2022-08-23
total,county,county15,2020,075_079,male,1900,1,1900-01,1899/1900,24,1900-01-01,5491,5464,5214,1840,95,95,95,33.6011687363039,5476,Møre og Romsdal,2022-08-23
total,county,county15,2020,080_084,male,1900,1,1900-01,1899/1900,24,1900-01-01,3074,3043,2847,1283,95,95,94.3652635067948,42.5256877693073,3017,Møre og Romsdal,2022-08-23
