granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,473850,212757,67.9832427081391,30.5242392505129,697010,Oslo,2021-07-21
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,259929,134806,53.8551108993152,27.9306736835562,482645,Rogaland,2021-07-21
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,140506,84333,52.9125116741482,31.7585786159733,265544,Møre og Romsdal,2021-07-21
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,126754,76207,52.7383552809503,31.7073373691984,240345,Nordland,2021-07-21
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,830645,401072,66.3251047602013,32.0246825254874,1252384,Viken,2021-07-21
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,206646,126694,55.7593975224162,34.1859078312912,370603,Innlandet,2021-07-21
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,261359,140296,61.9507350396556,33.2547963648603,421882,Vestfold og Telemark,2021-07-21
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,174330,98345,56.4461554900063,31.8430399911929,308843,Agder,2021-07-21
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,372761,194575,58.3514004705544,30.4584539331049,638821,Vestland,2021-07-21
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,266311,141505,56.5267318158277,30.0356169501023,471124,Trøndelag,2021-07-21
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,126537,73737,52.2517425919197,30.4486967724885,242168,Troms og Finnmark - Romsa ja Finnmárku,2021-07-21
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,473843,212751,67.9822384183871,30.5233784307255,697010,Oslo,2021-07-21
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,7060,4388,47.7446405626564,29.6747142760533,14787,Eigersund,2021-07-21
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,84689,40036,58.7518297293735,27.7744247192103,144147,Stavanger,2021-07-21
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,18225,11366,48.8304798649626,30.4530718323822,37323,Haugesund,2021-07-21
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,44221,21227,54.9670602858919,26.3853325046613,80450,Sandnes,2021-07-21
