granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3,n_dose_4,pr100_dose_1,pr100_dose_2,pr100_dose_3,pr100_dose_4,pop,location_name,date_of_publishing
total,county,county03,2020,012_015,female,1900,1,1900-01,1899/1900,24,1900-01-01,9024,907,,,65.4482158398608,6.57818392805338,,,13788,Oslo,2022-07-13
total,county,county03,2020,016_017,female,1900,1,1900-01,1899/1900,24,1900-01-01,5688,4544,,,87.0123910050482,69.5120085666208,,,6537,Oslo,2022-07-13
total,county,county03,2020,018_024,female,1900,1,1900-01,1899/1900,24,1900-01-01,29788,27991,13287,17,95,89.4538365664249,42.4626889520949,0.0543287207184174,31291,Oslo,2022-07-13
total,county,county03,2020,025_039,female,1900,1,1900-01,1899/1900,24,1900-01-01,93361,89302,54877,181,89.9587597078491,86.0476768611127,52.8771848682816,0.174404039236091,103782,Oslo,2022-07-13
total,county,county03,2020,040_044,female,1900,1,1900-01,1899/1900,24,1900-01-01,21934,21145,14086,74,91.0388909641805,87.7640808533599,58.465114348566,0.307143153613083,24093,Oslo,2022-07-13
total,county,county03,2020,045_054,female,1900,1,1900-01,1899/1900,24,1900-01-01,40081,39199,31001,220,93.6100147137819,91.5500852465142,72.4034845972394,0.513814606347946,42817,Oslo,2022-07-13
total,county,county03,2020,055_064,female,1900,1,1900-01,1899/1900,24,1900-01-01,32517,32064,28616,353,94.7658321918806,93.4456328505231,83.3969632500802,1.028764608166,34313,Oslo,2022-07-13
total,county,county03,2020,065_074,female,1900,1,1900-01,1899/1900,24,1900-01-01,24777,24549,22715,445,95,95,88.0392232859192,1.72473935118794,25801,Oslo,2022-07-13
total,county,county03,2020,075_079,female,1900,1,1900-01,1899/1900,24,1900-01-01,10021,9935,9267,524,95,95,90.2776424744277,5.10472479298587,10265,Oslo,2022-07-13
total,county,county03,2020,080_084,female,1900,1,1900-01,1899/1900,24,1900-01-01,5937,5888,5425,876,95,95,89.6546025450339,14.4769459593456,6051,Oslo,2022-07-13
