granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8913,231,,66.0124426010961,1.71085765071841,,13502,Oslo,2021-12-21
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5962,4123,,93.7421383647799,64.8270440251572,,6360,Oslo,2021-12-21
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,30229,26500,1528,96.6832981513465,84.7566046184354,4.88709780592337,31266,Oslo,2021-12-21
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,91848,84871,8065,88.6349819059107,81.9020506634499,7.78287092882992,103625,Oslo,2021-12-21
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21917,20347,2326,91.5382366453661,84.9809965334336,9.71473917220064,23943,Oslo,2021-12-21
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39829,37793,7767,93.6315764728008,88.8452677605905,18.2589684517373,42538,Oslo,2021-12-21
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32297,31502,15573,95.1366796276658,92.794862731236,45.8731000353482,33948,Oslo,2021-12-21
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24746,24419,21049,95.1842449419186,93.9264558812216,80.9639203015617,25998,Oslo,2021-12-21
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14861,14916,13857,96.9722675367047,97.3311582381729,90.42088091354,15325,Oslo,2021-12-21
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7068,6990,6069,91.4241365929375,90.4152114862243,78.5021342646488,7731,Oslo,2021-12-21
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9139,225,,65.6584524750341,1.61649543789065,,13919,Oslo,2021-12-21
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5804,3926,,88.2469210886423,59.6928690892504,,6577,Oslo,2021-12-21
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25236,21561,416,89.7120511908994,76.6477070742979,1.4788482047636,28130,Oslo,2021-12-21
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90046,82589,3876,86.2526102032606,79.1097530604035,3.71271480296557,104398,Oslo,2021-12-21
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22751,20976,1307,85.9176737160121,79.214501510574,4.93580060422961,26480,Oslo,2021-12-21
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41449,39264,5957,89.8798681585567,85.1418162893573,12.9174256223437,46116,Oslo,2021-12-21
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32412,31413,14422,93.4898612593383,90.6083244397012,41.5991231359428,34669,Oslo,2021-12-21
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22787,22515,19201,94.2624307106809,93.1372549019608,79.4283114089518,24174,Oslo,2021-12-21
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,12018,12154,11482,98.2103456729591,99.321729181989,93.8301871373703,12237,Oslo,2021-12-21
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3327,3294,2974,91.8553285477637,90.944229707344,82.1093318608504,3622,Oslo,2021-12-21
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9524,308,,76.1067604283203,2.46124340738373,,12514,Rogaland,2021-12-21
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5669,5115,,95.2773109243698,85.9663865546219,,5950,Rogaland,2021-12-21
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18378,17218,1327,91.0252600297177,85.2798415056959,6.57256067360079,20190,Rogaland,2021-12-21
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,42001,39491,4781,85.7425742574258,80.6185567010309,9.76013065224048,48985,Rogaland,2021-12-21
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14647,14097,2432,92.1137035406578,88.654801584806,15.2946355575121,15901,Rogaland,2021-12-21
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29537,28685,6882,92.9859908704549,90.3037934833937,21.6653549504171,31765,Rogaland,2021-12-21
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25804,25583,9776,96.5971624302774,95.7698498858234,36.5964137311421,26713,Rogaland,2021-12-21
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20409,20290,17647,97.0747716894977,96.5087519025875,83.9374048706241,21024,Rogaland,2021-12-21
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12320,12362,11118,99.0194502491561,99.3570165568237,89.3586240154316,12442,Rogaland,2021-12-21
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,5364,5320,4625,93.8911255032382,93.1209522142482,80.9557150358831,5713,Rogaland,2021-12-21
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9497,285,,72.8688713266324,2.18675669454462,,13033,Rogaland,2021-12-21
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5770,5036,,92.944587628866,81.1211340206186,,6208,Rogaland,2021-12-21
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,18755,17150,331,85.7685096263776,78.4286824895962,1.51369643755431,21867,Rogaland,2021-12-21
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,42541,39790,1830,82.6536361693447,77.3086712389982,3.55553828518137,51469,Rogaland,2021-12-21
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,15018,14275,961,85.1988426845181,80.9837181596415,5.45186361831282,17627,Rogaland,2021-12-21
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,30546,29592,4438,89.9973483397661,87.1865884917946,13.0756312424501,33941,Rogaland,2021-12-21
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26691,26380,7953,94.9080823525229,93.8022259360666,28.2793443089286,28123,Rogaland,2021-12-21
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20637,20550,17965,97.2846839202376,96.8745580540235,84.6886343280064,21213,Rogaland,2021-12-21
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,10622,10697,10016,99.6902862505866,100.394181135617,94.0028155795401,10655,Rogaland,2021-12-21
total,county,county11,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3052,3031,2765,96.4296998420221,95.7661927330174,87.3617693522907,3165,Rogaland,2021-12-21
total,county,county15,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,5368,180,,83.6267331360025,2.80417510515657,,6419,Møre og Romsdal,2021-12-21
total,county,county15,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3251,3040,,101.151213441195,94.5861854387057,,3214,Møre og Romsdal,2021-12-21
total,county,county15,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,10024,9577,733,92.106955802628,87.9996324542865,6.73527519985298,10883,Møre og Romsdal,2021-12-21
total,county,county15,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,20483,19512,2624,88.3764076455107,84.1869094360789,11.3215687966519,23177,Møre og Romsdal,2021-12-21
total,county,county15,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7173,6974,1309,91.9969218930358,89.4446582018725,16.7885084006669,7797,Møre og Romsdal,2021-12-21
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,16202,15860,3953,94.2415076779898,92.2522103303862,22.9932526756631,17192,Møre og Romsdal,2021-12-21
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,15517,15320,5470,96.4987562189055,95.273631840796,34.0174129353234,16080,Møre og Romsdal,2021-12-21
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,14396,14336,13008,97.6728407626026,97.2657575140783,88.2556482800733,14739,Møre og Romsdal,2021-12-21
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,8750,8781,8179,99.4657269523701,99.8181198135728,92.9748777992497,8797,Møre og Romsdal,2021-12-21
total,county,county15,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,4290,4215,3757,93.4844192634561,91.8500762693397,81.8696883852691,4589,Møre og Romsdal,2021-12-21
total,county,county15,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,5625,188,,84.6755983742285,2.8300466656631,,6643,Møre og Romsdal,2021-12-21
total,county,county15,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,3254,2964,,93.6942124964008,85.3440829254247,,3473,Møre og Romsdal,2021-12-21
total,county,county15,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,10712,10045,206,88.6388084402151,83.1195697145221,1.70459247000414,12085,Møre og Romsdal,2021-12-21
total,county,county15,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,21488,20414,1057,84.0589915111685,79.8576066971795,4.13488244728709,25563,Møre og Romsdal,2021-12-21
total,county,county15,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,7102,6843,505,84.5979749851102,81.512805241215,6.01548540798094,8395,Møre og Romsdal,2021-12-21
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,16717,16214,2278,89.5058092841463,86.8126572790063,12.1968196177116,18677,Møre og Romsdal,2021-12-21
