granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8855,228,,65.5828766108725,1.6886387201896,,13502,Oslo,2021-12-16
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5875,3989,,92.374213836478,62.7201257861635,,6360,Oslo,2021-12-16
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,30186,26383,1103,96.545768566494,84.3823962131389,3.52779376958997,31266,Oslo,2021-12-16
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,91664,84488,6457,88.4574185765983,81.5324487334138,6.23112183353438,103625,Oslo,2021-12-16
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21889,20271,1870,91.4212922357265,84.6635759929833,7.81021592949923,23943,Oslo,2021-12-16
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39796,37589,5022,93.5539987775636,88.3656965536697,11.805914711552,42538,Oslo,2021-12-16
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32269,31332,10195,95.0542005420054,92.294096854012,30.0312242252857,33948,Oslo,2021-12-16
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24732,24391,20418,95.130394645742,93.8187552888684,78.5368105238865,25998,Oslo,2021-12-16
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14848,14897,13646,96.8874388254486,97.2071778140294,89.0440456769984,15325,Oslo,2021-12-16
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7062,6987,5944,91.3465269693442,90.3764066744276,76.8852671064545,7731,Oslo,2021-12-16
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9082,220,,65.2489402974352,1.58057331704864,,13919,Oslo,2021-12-16
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5725,3803,,87.0457655466018,57.8227155237951,,6577,Oslo,2021-12-16
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25182,21471,287,89.5200853181657,76.327763953075,1.02026306434412,28130,Oslo,2021-12-16
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,89916,82330,3041,86.1280867449568,78.861664016552,2.91289105155271,104398,Oslo,2021-12-16
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22723,20931,1057,85.8119335347432,79.0445619335347,3.9916918429003,26480,Oslo,2021-12-16
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41410,39047,3310,89.7952988116923,84.6712637696244,7.17755225951947,46116,Oslo,2021-12-16
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32392,31199,9043,93.4321728345208,89.9910582941533,26.0838212812599,34669,Oslo,2021-12-16
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22774,22473,18612,94.2086539257053,92.9635145197319,76.9918093819806,24174,Oslo,2021-12-16
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,12009,12146,11341,98.1367982348615,99.2563536814579,92.6779439405083,12237,Oslo,2021-12-16
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3324,3293,2933,91.7725013804528,90.9166206515737,80.9773605742684,3622,Oslo,2021-12-16
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9413,298,,75.2197538756593,2.381332907144,,12514,Rogaland,2021-12-16
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5651,5025,,94.9747899159664,84.453781512605,,5950,Rogaland,2021-12-16
