granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,8829,3202,5.34462510744942,1.93832705788346,165194,Oslo,2021-03-22
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,3785,1454,2.28583506960172,0.878098861611861,165585,Oslo,2021-03-22
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,2843,1045,6.68343598664723,2.45662701584466,42538,Oslo,2021-03-22
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,1322,591,2.866684014225,1.28155087171481,46116,Oslo,2021-03-22
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,3166,1034,9.32602804288912,3.04583480617415,33948,Oslo,2021-03-22
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,1744,449,5.03043064409126,1.29510513715423,34669,Oslo,2021-03-22
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,2452,1166,9.43149473036387,4.48496038156781,25998,Oslo,2021-03-22
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,1923,828,7.9548275006205,3.42516753536858,24174,Oslo,2021-03-22
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,11178,7127,72.9396411092985,46.5057096247961,15325,Oslo,2021-03-22
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,8746,5414,71.4717659557081,44.2428699844733,12237,Oslo,2021-03-22
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6737,6260,87.1426723580391,80.9727072823697,7731,Oslo,2021-03-22
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3184,2989,87.9072335726118,82.5234676974048,3622,Oslo,2021-03-22
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7268,1763,7.98453189198691,1.93680926328741,91026,Rogaland,2021-03-22
total,county,county11,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,1731,535,1.78139568389746,0.550575789072872,97171,Rogaland,2021-03-22
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,3207,888,10.0960176294664,2.79552967102156,31765,Rogaland,2021-03-22
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,767,269,2.25980377714269,0.79255178103179,33941,Rogaland,2021-03-22
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,3019,786,11.3016134466365,2.94238760154232,26713,Rogaland,2021-03-22
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,750,215,2.66685630978203,0.764498808804182,28123,Rogaland,2021-03-22
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,762,350,3.62442922374429,1.66476407914764,21024,Rogaland,2021-03-22
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,567,308,2.67288926601612,1.45193984820629,21213,Rogaland,2021-03-22
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,7002,3741,56.277125864009,30.0675132615335,12442,Rogaland,2021-03-22
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,5762,2981,54.07789770061,27.977475363679,10655,Rogaland,2021-03-22
total,county,county11,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,5099,4720,89.252581830912,82.6185891825661,5713,Rogaland,2021-03-22
total,county,county11,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2939,2706,92.8593996840442,85.4976303317536,3165,Rogaland,2021-03-22
total,county,county15,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,4330,1114,9.60706440948725,2.47165583190965,45071,Møre og Romsdal,2021-03-22
total,county,county15,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,1068,291,2.1568785846999,0.587688827853623,49516,Møre og Romsdal,2021-03-22
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,2334,666,13.5760818985575,3.87389483480689,17192,Møre og Romsdal,2021-03-22
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,601,184,3.2178615409327,0.985168924345452,18677,Møre og Romsdal,2021-03-22
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,2566,658,15.9577114427861,4.09203980099502,16080,Møre og Romsdal,2021-03-22
total,county,county15,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,861,184,5.04837291116975,1.07886250366461,17055,Møre og Romsdal,2021-03-22
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,575,325,3.90121446502476,2.20503426284008,14739,Møre og Romsdal,2021-03-22
total,county,county15,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,368,198,2.43466754879259,1.30995699636123,15115,Møre og Romsdal,2021-03-22
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,4111,2175,46.7318404001364,24.7243378424463,8797,Møre og Romsdal,2021-03-22
total,county,county15,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,3490,1702,44.3230886461773,21.6154432308865,7874,Møre og Romsdal,2021-03-22
total,county,county15,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,4080,3676,88.9082588799303,80.1045979516235,4589,Møre og Romsdal,2021-03-22
