granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9098,546,,67.3826099837061,4.04384535624352,,13502,Oslo,2022-01-17
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,6104,4350,,95.9748427672956,68.3962264150944,,6360,Oslo,2022-01-17
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,30518,27388,8412,97.6076248960532,87.5967504637626,26.904624832086,31266,Oslo,2022-01-17
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,92371,87023,27149,89.1396863691194,83.97876960193,26.1992762364294,103625,Oslo,2022-01-17
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21975,20876,9423,91.7804786367623,87.1904105584096,39.3559704297707,23943,Oslo,2022-01-17
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39924,38664,25312,93.8549062015139,90.8928487470027,59.5044430861818,42538,Oslo,2022-01-17
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32356,31937,25342,95.3104748438789,94.0762342406033,74.6494638859432,33948,Oslo,2022-01-17
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24761,24483,21833,95.2419416878221,94.1726286637434,83.9795368874529,25998,Oslo,2022-01-17
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14879,14946,14187,97.0897226753671,97.5269168026101,92.5742251223491,15325,Oslo,2022-01-17
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7090,7003,6245,91.7087052127797,90.5833656706765,80.7786832233864,7731,Oslo,2022-01-17
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9339,451,,67.0953373087147,3.24017529994971,,13919,Oslo,2022-01-17
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5983,4130,,90.9685266838984,62.7945871978106,,6577,Oslo,2022-01-17
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25562,22349,5220,90.8709562744401,79.4489868467828,18.5567010309278,28130,Oslo,2022-01-17
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90468,84731,23601,86.6568325063699,81.1615165041476,22.6067549186766,104398,Oslo,2022-01-17
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22795,21578,9537,86.0838368580061,81.487915407855,36.0158610271903,26480,Oslo,2022-01-17
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41583,40255,25826,90.1704397606037,87.2907450776303,56.0022551825831,46116,Oslo,2022-01-17
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32463,31933,24786,93.6369667426231,92.1082234849577,71.4932648764026,34669,Oslo,2022-01-17
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22802,22588,19878,94.3244808471912,93.4392322329776,82.22884090345,24174,Oslo,2022-01-17
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,12025,12167,11727,98.2675492359238,99.4279643703522,95.8323118411375,12237,Oslo,2022-01-17
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3332,3295,3038,91.9933738266151,90.9718387631143,83.8763114301491,3622,Oslo,2022-01-17
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9831,415,,78.56001278568,3.31628575994886,,12514,Rogaland,2022-01-17
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5736,5258,,96.4033613445378,88.3697478991597,,5950,Rogaland,2022-01-17
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18538,17555,5825,91.8177315502724,86.9489846458643,28.8509162951956,20190,Rogaland,2022-01-17
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,42620,40402,11924,87.0062263958355,82.4783096866388,24.3421455547617,48985,Rogaland,2022-01-17
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14749,14257,6504,92.7551726306522,89.6610276083265,40.9030878561097,15901,Rogaland,2022-01-17
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29638,28998,18937,93.3039508893436,91.2891547300488,59.6159294821344,31765,Rogaland,2022-01-17
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25877,25722,20383,96.8704376146446,96.2901957848239,76.3036723692584,26713,Rogaland,2022-01-17
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20440,20358,18815,97.2222222222222,96.8321917808219,89.4929604261796,21024,Rogaland,2022-01-17
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12348,12392,11567,99.2444944542678,99.5981353480148,92.9673685902588,12442,Rogaland,2022-01-17
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,5386,5333,4830,94.2762121477332,93.348503413268,84.5440224050411,5713,Rogaland,2022-01-17
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9864,369,,75.6848001227653,2.83127445714724,,13033,Rogaland,2022-01-17
