granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8986,252,,66.5531032439639,1.86639016442009,,13502,Oslo,2022-01-05
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,6030,4225,,94.811320754717,66.4308176100629,,6360,Oslo,2022-01-05
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,30312,26748,2816,96.9487622337363,85.5497985031664,9.00658862662317,31266,Oslo,2022-01-05
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,92019,85491,11581,88.8,82.5003618817853,11.1758745476478,103625,Oslo,2022-01-05
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21945,20525,4010,91.6551810550057,85.7244288518565,16.7481100948085,23943,Oslo,2022-01-05
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39877,38266,16254,93.7444167567822,89.9572147256571,38.2105411631953,42538,Oslo,2022-01-05
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32325,31800,21755,95.2191587133263,93.6726758571934,64.083303876517,33948,Oslo,2022-01-05
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24757,24452,21503,95.2265558889145,94.0533887222094,82.7102084775752,25998,Oslo,2022-01-05
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14874,14930,14022,97.0570962479609,97.4225122349103,91.4975530179446,15325,Oslo,2022-01-05
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7076,6995,6172,91.527616091062,90.4798861725521,79.8344328030009,7731,Oslo,2022-01-05
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9232,240,,66.3266039226956,1.7242618004167,,13919,Oslo,2022-01-05
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5892,4026,,89.5849171354721,61.2133191424662,,6577,Oslo,2022-01-05
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25359,21797,1171,90.149306789904,77.4866690366157,4.16281549946676,28130,Oslo,2022-01-05
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90196,83109,6669,86.3962911166881,79.6078468936187,6.38805341098489,104398,Oslo,2022-01-05
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22763,21204,3184,85.9629909365559,80.0755287009064,12.02416918429,26480,Oslo,2022-01-05
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41521,39814,15916,90.0359961835372,86.3344609246249,34.5129672998526,46116,Oslo,2022-01-05
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32444,31757,21111,93.5821627390464,91.6005653465632,60.8930168161758,34669,Oslo,2022-01-05
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22796,22554,19638,94.2996607925871,93.2985852568876,81.2360387192852,24174,Oslo,2022-01-05
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,12020,12158,11636,98.2266895480919,99.3544169322546,95.0886655225954,12237,Oslo,2022-01-05
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3329,3293,3018,91.9105466593042,90.9166206515737,83.3241303147432,3622,Oslo,2022-01-05
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9649,329,,77.1056416813169,2.62905545788717,,12514,Rogaland,2022-01-05
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5703,5175,,95.8487394957983,86.9747899159664,,5950,Rogaland,2022-01-05
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18457,17358,2724,91.4165428429916,85.9732540861813,13.4918276374443,20190,Rogaland,2022-01-05
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,42274,39777,7099,86.2998877207308,81.2024089006839,14.49219148719,48985,Rogaland,2022-01-05
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14689,14151,3735,92.377837871832,88.9944028677442,23.4890887365575,15901,Rogaland,2022-01-05
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29580,28822,11402,93.1213599874075,90.7350857862427,35.8948528254368,31765,Rogaland,2022-01-05
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25841,25646,14807,96.7356717702991,96.0056901134279,55.4299404784188,26713,Rogaland,2022-01-05
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20416,20314,18227,97.1080669710807,96.6229071537291,86.6961567732116,21024,Rogaland,2022-01-05
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12332,12372,11385,99.1158977656325,99.4373894872207,91.5045812570327,12442,Rogaland,2022-01-05
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,5372,5323,4748,94.0311570103273,93.1734640294066,83.1086994573779,5713,Rogaland,2022-01-05
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9665,297,,74.1579068518376,2.27883066063071,,13033,Rogaland,2022-01-05
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5805,5107,,93.5083762886598,82.2648195876289,,6208,Rogaland,2022-01-05
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,18823,17283,943,86.0794804957241,79.0369049252298,4.31243426167284,21867,Rogaland,2022-01-05
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,42770,40046,3189,83.0985641842663,77.8060580155045,6.19596261827508,51469,Rogaland,2022-01-05
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,15066,14333,1808,85.4711522096783,81.3127588358768,10.25699211437,17627,Rogaland,2022-01-05
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,30619,29738,8688,90.2124274476297,87.6167467075219,25.5973601249227,33941,Rogaland,2022-01-05
