granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8591,425,,63.6276107243371,3.14768182491483,,13502,Oslo,2022-02-15
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5446,4112,,85.6289308176101,64.6540880503145,,6360,Oslo,2022-02-15
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,28956,26746,11701,92.6117827672232,85.5434017782895,37.4240388920873,31266,Oslo,2022-02-15
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,93633,88803,49125,90.3575392038601,85.6965018094089,47.4065138721351,103625,Oslo,2022-02-15
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,22000,21073,12968,91.8848932882262,88.013198011945,54.1619680073508,23943,Oslo,2022-02-15
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,40126,39007,29456,94.3297757299356,91.6991866096196,69.2463209365744,42538,Oslo,2022-02-15
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32635,32092,27671,95,94.5328148933663,81.5099564039119,33948,Oslo,2022-02-15
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24850,24561,22342,95,94.4726517424417,85.937379798446,25998,Oslo,2022-02-15
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,16002,15851,14515,95,95,94.7145187601958,15325,Oslo,2022-02-15
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7928,7782,6538,95,95,84.5686198421938,7731,Oslo,2022-02-15
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8859,366,,63.6468137078813,2.62949924563546,,13919,Oslo,2022-02-15
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5233,3759,,79.5651512847803,57.1537175003801,,6577,Oslo,2022-02-15
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,24934,22347,7964,88.6384642730181,79.4418769996445,28.311411304657,28130,Oslo,2022-02-15
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90828,85713,45208,87.0016666985958,82.1021475507194,43.3035115615242,104398,Oslo,2022-02-15
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22747,21819,13669,85.9025679758308,82.3980362537764,51.6200906344411,26480,Oslo,2022-02-15
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41723,40485,30434,90.4740220313991,87.7894873796513,65.994448781334,46116,Oslo,2022-02-15
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32973,32354,27371,95,93.3225648273674,78.9494937840722,34669,Oslo,2022-02-15
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22965,22725,20351,94.9987589972698,94.005956813105,84.1854885414081,24174,Oslo,2022-02-15
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,13209,13095,11988,95,95,95,12237,Oslo,2022-02-15
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3872,3809,3176,95,95,87.6863611264495,3622,Oslo,2022-02-15
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9280,505,,74.1569442224708,4.03548026210644,,12514,Rogaland,2022-02-15
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5318,4940,,89.3781512605042,83.0252100840336,,5950,Rogaland,2022-02-15
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18561,17692,9116,91.9316493313521,87.6275383853393,45.1510648836058,20190,Rogaland,2022-02-15
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,42700,40900,21623,87.1695416964377,83.4949474328876,44.1420843115239,48985,Rogaland,2022-02-15
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14736,14327,9810,92.6734167662411,90.1012514936168,61.6942330671027,15901,Rogaland,2022-02-15
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29599,29119,23698,93.1811742483866,91.6700771289155,74.6041240358886,31765,Rogaland,2022-02-15
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25954,25717,23613,95,95,88.3951634035863,26713,Rogaland,2022-02-15
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20785,20631,19599,95,95,93.2220319634703,21024,Rogaland,2022-02-15
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12976,12857,11817,95,95,94.9766918501849,12442,Rogaland,2022-02-15
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,6094,5978,5024,95,95,87.9397864519517,5713,Rogaland,2022-02-15
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9307,429,,71.4110335302693,3.29164428757769,,13033,Rogaland,2022-02-15
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5491,4918,,88.4503865979382,79.2203608247423,,6208,Rogaland,2022-02-15
