granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8935,792,,64.8027270089933,5.74412532637076,,13788,Oslo,2022-06-16
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5662,4446,,86.6146550405385,68.0128499311611,,6537,Oslo,2022-06-16
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29620,27783,13018,94.6598063340897,88.7891086893995,41.6030168419034,31291,Oslo,2022-06-16
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,93630,89503,54296,90.2179568711337,86.2413520649053,52.317357537916,103782,Oslo,2022-06-16
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21949,21143,13941,91.1011497115345,87.755779687046,57.8632797908106,24093,Oslo,2022-06-16
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,40067,39173,30794,93.5773174206507,91.4893617021277,71.9200317630848,42817,Oslo,2022-06-16
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32541,32087,28552,94.8357765278466,93.5126628391572,83.2104450208376,34313,Oslo,2022-06-16
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24794,24562,22697,95,95,87.9694585481183,25801,Oslo,2022-06-16
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,15967,15831,14679,95,95,89.9669036528561,16316,Oslo,2022-06-16
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7933,7804,6643,95,95,87.8006872852234,7566,Oslo,2022-06-16
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9214,772,,64.3300984430636,5.38993227675766,,14323,Oslo,2022-06-16
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5394,4061,,81.3084112149533,61.214953271028,,6634,Oslo,2022-06-16
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25524,23218,8984,89.7247512918761,81.6184483425317,31.5815375962316,28447,Oslo,2022-06-16
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90772,86359,49490,86.9097315307725,82.6845007851097,47.3842441882731,104444,Oslo,2022-06-16
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22669,21867,14632,86.1906391391962,83.1413254248888,55.6328656705068,26301,Oslo,2022-06-16
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41592,40595,31888,89.7346278317152,87.5836030204962,68.7982740021575,46350,Oslo,2022-06-16
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32908,32393,28421,93.0735073677065,91.6169358260033,80.3829510422264,35357,Oslo,2022-06-16
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22906,22706,20834,95,94.9684219331632,87.1387343678113,23909,Oslo,2022-06-16
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,13194,13096,12160,95,95,91.4629559984957,13295,Oslo,2022-06-16
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3875,3820,3220,95,95,88.7541345093716,3628,Oslo,2022-06-16
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9393,785,,73.2283464566929,6.11990332891557,,12827,Rogaland,2022-06-16
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5360,5130,,90.3117101937658,86.4363942712721,,5935,Rogaland,2022-06-16
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18585,17833,9769,92.3707753479125,88.6332007952286,48.5536779324056,20120,Rogaland,2022-06-16
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,42834,41264,23861,87.7745901639344,84.5573770491803,48.8954918032787,48800,Rogaland,2022-06-16
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14749,14373,10373,90.7407407407407,88.4274640088594,63.818137073951,16254,Rogaland,2022-06-16
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29585,29175,24511,93.178167616768,91.8868697048912,77.1975685805172,31751,Rogaland,2022-06-16
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25938,25737,24058,95,94.534435261708,88.3673094582185,27225,Rogaland,2022-06-16
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20815,20679,19830,95,95,92.6029700196133,21414,Rogaland,2022-06-16
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12984,12882,11935,95,95,91.1138254828613,13099,Rogaland,2022-06-16
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,6097,5991,5110,95,95,89.1020052310375,5735,Rogaland,2022-06-16
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9436,679,,70.496824803885,5.07284273440418,,13385,Rogaland,2022-06-16
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5521,5086,,88.3925712455972,81.4281139929555,,6246,Rogaland,2022-06-16
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,19115,17983,7367,88.5199592479392,83.2777623413911,34.1159581365194,21594,Rogaland,2022-06-16
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,43313,41320,21635,83.9871245467414,80.1225494948712,41.9518721762231,51571,Rogaland,2022-06-16
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,15005,14546,9672,84.9708364007022,82.3715952205674,54.7709383317289,17659,Rogaland,2022-06-16
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,30671,30164,24508,89.9390065098821,88.4522901882588,71.8667526831271,34102,Rogaland,2022-06-16
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26757,26492,24606,93.664017922778,92.7363741379914,86.1343508243778,28567,Rogaland,2022-06-16
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20998,20858,20077,95,95,93.2859399684044,21522,Rogaland,2022-06-16
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11475,11399,10656,95,95,93.0086410054988,11457,Rogaland,2022-06-16
total,county,county11,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3554,3497,3007,95,95,91.4537712895377,3288,Rogaland,2022-06-16
total,county,county15,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,5352,796,,82.4653312788906,12.2650231124807,,6490,Møre og Romsdal,2022-06-16
total,county,county15,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3034,3156,,93.5842072794571,95,,3242,Møre og Romsdal,2022-06-16
total,county,county15,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,10077,9830,5786,92.7302843471059,90.4573479341125,53.2437655286648,10867,Møre og Romsdal,2022-06-16
total,county,county15,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,20806,20234,12788,89.968001383724,87.4945948283318,55.2970682348871,23126,Møre og Romsdal,2022-06-16
total,county,county15,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7229,7113,5432,91.9252288911495,90.4501525940997,69.0742624618515,7864,Møre og Romsdal,2022-06-16
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,16113,15931,13841,94.3107989464442,93.2455370207785,81.0125841381329,17085,Møre og Romsdal,2022-06-16
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,15350,15246,14383,95,95,90.05697827312,15971,Møre og Romsdal,2022-06-16
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,14583,14511,14245,95,95,95,14952,Møre og Romsdal,2022-06-16
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,9253,9184,8585,95,95,92.3416155749166,9297,Møre og Romsdal,2022-06-16
total,county,county15,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,4821,4733,4051,95,95,90.0022217285048,4501,Møre og Romsdal,2022-06-16
total,county,county15,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,5619,770,,82.7662395050818,11.3418765650317,,6789,Møre og Romsdal,2022-06-16
total,county,county15,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,3068,3072,,90.6887378066805,90.8069760567544,,3383,Møre og Romsdal,2022-06-16
total,county,county15,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,10833,10393,4776,90.9037509440295,87.211546530167,40.0772006377444,11917,Møre og Romsdal,2022-06-16
total,county,county15,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,21858,21083,11891,85.7680988816951,82.7270943692368,46.6588189130861,25485,Møre og Romsdal,2022-06-16
total,county,county15,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,7090,6936,4843,84.7984690826456,82.956584140653,57.9236933381175,8361,Møre og Romsdal,2022-06-16
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,16633,16360,13513,89.9908023589244,88.5137694097279,73.110425796678,18483,Møre og Romsdal,2022-06-16
total,county,county15,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,16099,16000,15056,94.4056764205712,93.8251334076116,88.2894505365625,17053,Møre og Romsdal,2022-06-16
total,county,county15,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,14818,14756,14507,95,95,95,15199,Møre og Romsdal,2022-06-16
total,county,county15,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,8562,8505,8006,95,95,94.2658660073001,8493,Møre og Romsdal,2022-06-16
total,county,county15,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,2791,2756,2367,95,95,93.1523022432113,2541,Møre og Romsdal,2022-06-16
total,county,county18,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,4436,516,,82.4075794166822,9.58573286271596,,5383,Nordland,2022-06-16
total,county,county18,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,2499,2499,,93.7359339834959,93.7359339834959,,2666,Nordland,2022-06-16
total,county,county18,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,8660,8403,4125,92.265075644577,89.5269550394204,43.9484338376305,9386,Nordland,2022-06-16
total,county,county18,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,19140,18461,10674,89.7748592870544,86.5900562851782,50.0656660412758,21320,Nordland,2022-06-16
total,county,county18,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,6072,5945,4167,92.0976793568937,90.171393902624,63.2033975428485,6593,Nordland,2022-06-16
total,county,county18,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,14791,14616,11979,93.7503961462889,92.6411865373645,75.9269823160297,15777,Nordland,2022-06-16
total,county,county18,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,15020,14885,13481,95,94.7666645444706,85.827974788311,15707,Nordland,2022-06-16
