granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8623,455,,63.8646126499778,3.36987113020293,,13502,Oslo,2022-03-02
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5479,4158,,86.1477987421384,65.377358490566,,6360,Oslo,2022-03-02
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29047,26908,11984,92.9028337491205,86.0615364933154,38.3291754621634,31266,Oslo,2022-03-02
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,93696,89030,50926,90.4183353437877,85.9155609167672,49.1445114595899,103625,Oslo,2022-03-02
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,22009,21103,13239,91.9224825627532,88.1384955937017,55.2938228292194,23943,Oslo,2022-03-02
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,40112,39054,29814,94.296863980441,91.8096760543514,70.0879213879355,42538,Oslo,2022-03-02
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32594,32085,27870,95,94.5121951219512,82.096147048427,33948,Oslo,2022-03-02
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24841,24571,22429,95,94.5111162397107,86.2720209246865,25998,Oslo,2022-03-02
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,16000,15853,14565,95,95,95,15325,Oslo,2022-03-02
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7928,7793,6578,95,95,85.0860173328159,7731,Oslo,2022-03-02
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8896,412,,63.9126374021122,2.959982757382,,13919,Oslo,2022-03-02
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5257,3803,,79.9300592975521,57.8227155237951,,6577,Oslo,2022-03-02
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25042,22497,8216,89.0223960184856,79.975115535016,29.2072520440811,28130,Oslo,2022-03-02
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90827,85906,46734,87.0007088258396,82.2870169926627,44.7652253874595,104398,Oslo,2022-03-02
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22743,21855,13934,85.8874622356496,82.5339879154079,52.6208459214502,26480,Oslo,2022-03-02
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41658,40492,30874,90.3330731199584,87.8046664931911,66.9485644895481,46116,Oslo,2022-03-02
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32952,32377,27589,95,93.3889065159076,79.5782976145836,34669,Oslo,2022-03-02
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22960,22732,20466,94.978075618433,94.0349135434765,84.6612062546538,24174,Oslo,2022-03-02
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,13215,13102,12034,95,95,95,12237,Oslo,2022-03-02
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3872,3813,3189,95,95,88.0452788514633,3622,Oslo,2022-03-02
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9299,545,,74.3087741729263,4.35512226306537,,12514,Rogaland,2022-03-02
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5321,4976,,89.4285714285714,83.6302521008403,,5950,Rogaland,2022-03-02
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18558,17729,9382,91.9167904903418,87.8107974244676,46.468548786528,20190,Rogaland,2022-03-02
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,42714,41032,22686,87.1981218740431,83.7644176788813,46.312136368276,48985,Rogaland,2022-03-02
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14733,14341,10046,92.6545500283001,90.1892962706748,63.1784164517955,15901,Rogaland,2022-03-02
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29582,29140,24067,93.1276562254053,91.7361876278923,75.765779946482,31765,Rogaland,2022-03-02
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25945,25729,23806,95,95,89.1176580691049,26713,Rogaland,2022-03-02
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20791,20650,19661,95,95,93.5169330289193,21024,Rogaland,2022-03-02
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12979,12871,11857,95,95,95,12442,Rogaland,2022-03-02
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,6096,5985,5068,95,95,88.7099597409417,5713,Rogaland,2022-03-02
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9325,451,,71.5491444793985,3.46044655873552,,13033,Rogaland,2022-03-02
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5500,4951,,88.5953608247423,79.7519329896907,,6208,Rogaland,2022-03-02
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,19029,17798,6926,87.0215393058033,81.3920519504276,31.6732976631454,21867,Rogaland,2022-03-02
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,43253,41151,20524,84.0369931415026,79.9529814062834,39.8764304727117,51469,Rogaland,2022-03-02
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,14981,14511,9320,84.9889374255404,82.3225733250128,52.8734328019516,17627,Rogaland,2022-03-02
