granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,225569,144269,32.362376436493,20.6982683175277,697010,Oslo,2021-06-03
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,140132,89201,29.0341762579121,18.4816998000601,482645,Rogaland,2021-06-03
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,81303,51828,30.6175247793209,19.517669388124,265544,Møre og Romsdal,2021-06-03
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,75839,48723,31.5542241361376,20.2721088435374,240345,Nordland,2021-06-03
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,406136,262038,32.4290313514066,20.9231353961724,1252384,Viken,2021-06-03
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,124216,80758,33.5172678040923,21.7909730898023,370603,Innlandet,2021-06-03
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,135782,89335,32.1848289332088,21.1753523497092,421882,Vestfold og Telemark,2021-06-03
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,94357,60748,30.5517690218007,19.6695408346636,308843,Agder,2021-06-03
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,196904,124920,30.8230318039013,19.5547735594165,638821,Vestland,2021-06-03
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,140463,90513,29.814443755784,19.2121394792029,471124,Trøndelag,2021-06-03
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,73939,46784,30.5321099402068,19.3188199927323,242168,Troms og Finnmark,2021-06-03
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,225563,144266,32.3615156167056,20.697837907634,697010,Oslo,2021-06-03
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,4134,3006,27.9569892473118,20.3286670724285,14787,Eigersund,2021-06-03
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,41903,27576,29.0696303079495,19.1304709775438,144147,Stavanger,2021-06-03
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,10834,6225,29.0276773035394,16.6787235752753,37323,Haugesund,2021-06-03
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,22776,14376,28.3107520198881,17.869484151647,80450,Sandnes,2021-06-03
