granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,224035,140249,32.1422935108535,20.1215190599848,697010,Oslo,2021-06-02
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,136342,82259,28.2489200136746,17.0433755658921,482645,Rogaland,2021-06-02
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,78454,49723,29.5446329045281,18.7249570692616,265544,Møre og Romsdal,2021-06-02
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,74539,46282,31.0133349976076,19.2564854688053,240345,Nordland,2021-06-02
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,398952,251786,31.8554053708767,20.1045366277436,1252384,Viken,2021-06-02
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,121474,76501,32.7773925197583,20.6423045685005,370603,Innlandet,2021-06-02
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,131677,82875,31.211808041111,19.6441184975894,421882,Vestfold og Telemark,2021-06-02
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,92259,57177,29.8724594696982,18.5132899240067,308843,Agder,2021-06-02
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,189946,117521,29.7338378043302,18.3965461373374,638821,Vestland,2021-06-02
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,136974,86619,29.0738743940024,18.3856054881517,471124,Trøndelag,2021-06-02
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,72302,44608,29.8561329325097,18.4202702256285,242168,Troms og Finnmark,2021-06-02
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,224029,140246,32.1414326910661,20.1210886500911,697010,Oslo,2021-06-02
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,4085,2468,27.6256170960979,16.6903361060391,14787,Eigersund,2021-06-02
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,41123,25241,28.5285160287762,17.5105968213005,144147,Stavanger,2021-06-02
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,10707,6184,28.6874045494735,16.5688717412855,37323,Haugesund,2021-06-02
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,22581,13723,28.0683654443754,17.0577998756992,80450,Sandnes,2021-06-02
total,municip,municip1111,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1095,756,33.6198956094566,23.211544365981,3257,Sokndal,2021-06-02
total,municip,municip1112,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1014,579,31.9470699432892,18.241965973535,3174,Lund,2021-06-02
total,municip,municip1114,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,891,510,31.9240415621641,18.2730204227875,2791,Bjerkreim,2021-06-02
total,municip,municip1119,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5410,3156,28.2949790794979,16.5062761506276,19120,Hå,2021-06-02
total,municip,municip1120,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5003,3034,25.2065699314792,15.2861749294639,19848,Klepp,2021-06-02
total,municip,municip1121,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5164,3093,27.0281586936041,16.1886318434,19106,Time,2021-06-02
total,municip,municip1122,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3206,1823,26.5749336870027,15.111074270557,12064,Gjesdal,2021-06-02
total,municip,municip1124,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,6896,4270,25.1156353571038,15.5515897585315,27457,Sola,2021-06-02
total,municip,municip1127,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2861,1676,25.2850198851083,14.8121961997349,11315,Randaberg,2021-06-02
total,municip,municip1130,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3620,2129,27.6970160673298,16.2892119357307,13070,Strand,2021-06-02
total,municip,municip1133,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,791,520,30.6589147286822,20.1550387596899,2580,Hjelmeland,2021-06-02
total,municip,municip1134,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1216,734,31.9243896035705,19.2701496455763,3809,Suldal,2021-06-02
total,municip,municip1135,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1319,656,28.9190966893225,14.3828107871081,4561,Sauda,2021-06-02
total,municip,municip1144,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,185,146,36.4891518737673,28.7968441814596,507,Kvitsøy,2021-06-02
total,municip,municip1145,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,278,142,32.3632130384168,16.5308498253783,859,Bokn,2021-06-02
total,municip,municip1146,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3103,1818,27.7598854893541,16.2640901771337,11178,Tysvær,2021-06-02
total,municip,municip1149,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,13006,7902,30.7143700554965,18.6609989373007,42345,Karmøy,2021-06-02
total,municip,municip1151,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,86,69,44.7916666666667,35.9375,192,Utsira,2021-06-02
total,municip,municip1160,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2698,1627,30.9936817920735,18.6904078116025,8705,Vindafjord,2021-06-02
total,municip,municip1505,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,7760,4959,32.2005062450724,20.5776173285199,24099,Kristiansund,2021-06-02
total,municip,municip1506,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,9158,6277,28.7354879196737,19.6956385315344,31870,Molde,2021-06-02
total,municip,municip1507,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,18756,12090,28.1325933703315,18.1340932953352,66670,Ålesund,2021-06-02
total,municip,municip1511,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1138,745,36.9120986052546,24.1647745702238,3083,Vanylven,2021-06-02
total,municip,municip1514,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,808,490,33.0470347648262,20.040899795501,2445,Sande,2021-06-02
total,municip,municip1515,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2525,1549,28.505305938135,17.4870173854143,8858,Herøy,2021-06-02
total,municip,municip1516,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2300,1396,26.8221574344023,16.2798833819242,8575,Ulstein,2021-06-02
total,municip,municip1517,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1441,873,28.0350194552529,16.9844357976654,5140,Hareid,2021-06-02
total,municip,municip1520,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3149,2015,29.0766389658356,18.6057248384118,10830,Ørsta,2021-06-02
total,municip,municip1525,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1268,759,28.2909415439536,16.9344042838019,4482,Stranda,2021-06-02
total,municip,municip1528,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2409,1683,31.7140600315956,22.1563981042654,7596,Sykkylven,2021-06-02
total,municip,municip1531,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2945,1702,31.2998193219258,18.0890636624508,9409,Sula,2021-06-02
total,municip,municip1532,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2504,1413,29.4380437338349,16.6118034328709,8506,Giske,2021-06-02
total,municip,municip1535,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1840,1134,26.4443805691291,16.2977867203219,6958,Vestnes,2021-06-02
total,municip,municip1539,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2068,1189,29.4335325932252,16.9228579561628,7026,Rauma,2021-06-02
total,municip,municip1547,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1157,713,32.8506530380466,20.244179443498,3522,Aukra,2021-06-02
total,municip,municip1554,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1674,1043,28.8223140495868,17.9579889807163,5808,Averøy,2021-06-02
total,municip,municip1557,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,880,511,33.1075996990218,19.2249811888638,2658,Gjemnes,2021-06-02
total,municip,municip1560,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1133,743,37.9564489112228,24.891122278057,2985,Tingvoll,2021-06-02
total,municip,municip1563,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2065,1245,29.6866014951121,17.8982173663025,6956,Sunndal,2021-06-02
total,municip,municip1566,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1817,1200,30.9434604904632,20.4359673024523,5872,Surnadal,2021-06-02
total,municip,municip1573,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,619,401,29.0883458646617,18.843984962406,2128,Smøla,2021-06-02
total,municip,municip1576,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1004,651,28.9504036908881,18.7716262975779,3468,Aure,2021-06-02
total,municip,municip1577,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3303,2103,30.6372321677024,19.5065392820703,10781,Volda,2021-06-02
total,municip,municip1578,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1024,541,40.9272581934452,21.6227018385292,2502,Fjord,2021-06-02
total,municip,municip1579,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3709,2298,27.8516182323346,17.2561387699932,13317,Hustadvika,2021-06-02
total,municip,municip1804,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,17643,10533,33.5673515981735,20.0399543378995,52560,Bodø,2021-06-02
total,municip,municip1806,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,6544,4149,30.2109782558515,19.1542403397812,21661,Narvik,2021-06-02
total,municip,municip1811,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,394,219,28.2032927702219,15.6764495347173,1397,Bindal,2021-06-02
total,municip,municip1812,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,525,315,26.3819095477387,15.8291457286432,1990,Sømna,2021-06-02
total,municip,municip1813,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2231,1351,28.5915673458926,17.3138536460336,7803,Brønnøy,2021-06-02
total,municip,municip1815,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,363,227,30.7106598984772,19.2047377326565,1182,Vega,2021-06-02
total,municip,municip1816,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,141,94,30.3225806451613,20.2150537634409,465,Vevelstad,2021-06-02
total,municip,municip1818,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,482,295,26.8823201338539,16.4528722810931,1793,Herøy,2021-06-02
total,municip,municip1820,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2468,1662,33.3784149310252,22.4776846091426,7394,Alstahaug,2021-06-02
total,municip,municip1822,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,635,370,27.8753292361721,16.2423178226514,2278,Leirfjord,2021-06-02
total,municip,municip1824,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3971,2617,29.9291528489599,19.7241483268013,13268,Vefsn,2021-06-02
total,municip,municip1825,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,429,277,29.525120440468,19.06400550585,1453,Grane,2021-06-02
total,municip,municip1826,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,361,203,28.492501973165,16.0220994475138,1267,Hattfjelldal,2021-06-02
total,municip,municip1827,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,453,288,33.0415754923414,21.0065645514223,1371,Dønna,2021-06-02
total,municip,municip1828,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,514,276,30.217519106408,16.2257495590829,1701,Nesna,2021-06-02
total,municip,municip1832,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1396,865,31.5266485998193,19.5347786811201,4428,Hemnes,2021-06-02
total,municip,municip1833,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,7263,4608,27.845723268029,17.6666794463827,26083,Rana,2021-06-02
total,municip,municip1834,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,544,326,28.997867803838,17.3773987206823,1876,Lurøy,2021-06-02
total,municip,municip1835,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,130,92,29.4117647058824,20.8144796380091,442,Træna,2021-06-02
total,municip,municip1836,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,287,152,23.7976782752902,12.6036484245439,1206,Rødøy,2021-06-02
total,municip,municip1837,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1876,1150,30.0304145990075,18.4088362413959,6247,Meløy,2021-06-02
total,municip,municip1838,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,651,404,33.90625,21.0416666666667,1920,Gildeskål,2021-06-02
total,municip,municip1839,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,344,250,34.4344344344344,25.025025025025,999,Beiarn,2021-06-02
total,municip,municip1840,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1396,855,30.1381692573402,18.4585492227979,4632,Saltdal,2021-06-02
total,municip,municip1841,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3195,1927,33.143153526971,19.9896265560166,9640,Fauske,2021-06-02
total,municip,municip1845,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,520,341,27.1966527196653,17.8347280334728,1912,Sørfold,2021-06-02
total,municip,municip1848,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,873,560,33.7587006960557,21.6550657385924,2586,Steigen,2021-06-02
total,municip,municip1851,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,672,432,33.5496754867699,21.5676485272092,2003,Lødingen,2021-06-02
total,municip,municip1853,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,432,255,32.6283987915408,19.2598187311178,1324,Evenes,2021-06-02
total,municip,municip1856,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,156,102,31.9672131147541,20.9016393442623,488,Røst,2021-06-02
total,municip,municip1857,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,211,136,30.2292263610315,19.4842406876791,698,Værøy,2021-06-02
total,municip,municip1859,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,412,254,33.2794830371567,20.5169628432956,1238,Flakstad,2021-06-02
total,municip,municip1860,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3529,2178,30.6310216127072,18.9046089749154,11521,Vestvågøy,2021-06-02
total,municip,municip1865,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2750,1688,28.4384694932782,17.4560496380558,9670,Vågan,2021-06-02
total,municip,municip1866,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2870,1836,35.5858648481091,22.7650340979541,8065,Hadsel,2021-06-02
total,municip,municip1867,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,854,522,33.1521739130435,20.2639751552795,2576,Bø,2021-06-02
total,municip,municip1868,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1310,739,29.6648550724638,16.7346014492754,4416,Øksnes,2021-06-02
total,municip,municip1870,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3025,1906,28.771162259844,18.1282100057067,10514,Sortland,2021-06-02
total,municip,municip1871,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1442,1009,31.4298169136879,21.9921534437663,4588,Andøy,2021-06-02
total,municip,municip1874,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,305,183,30.8392315470172,18.5035389282103,989,Moskenes,2021-06-02
total,municip,municip1875,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,939,633,34.7649018881896,23.4357645316549,2701,Hamarøy,2021-06-02
total,municip,municip3001,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,9421,5507,30.0156115589257,17.5454806129926,31387,Halden,2021-06-02
total,municip,municip3002,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,18351,11750,36.9473302730128,23.657083031328,49668,Moss,2021-06-02
total,municip,municip3003,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,23218,15371,40.4692184340793,26.7918148225615,57372,Sarpsborg,2021-06-02
total,municip,municip3004,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,30267,20363,36.3816667267679,24.4768189631339,83193,Fredrikstad,2021-06-02
total,municip,municip3005,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,33132,21118,32.5273171737402,20.7325813133842,101859,Drammen,2021-06-02
total,municip,municip3006,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,8391,5364,30.2989817288944,19.3688163501119,27694,Kongsberg,2021-06-02
total,municip,municip3007,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,10023,6462,32.5052699854062,20.9567050429707,30835,Ringerike,2021-06-02
total,municip,municip3011,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2003,1216,42.6714955262037,25.9054111631871,4694,Hvaler,2021-06-02
total,municip,municip3012,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,444,268,33.5094339622642,20.2264150943396,1325,Aremark,2021-06-02
total,municip,municip3013,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1299,848,36.0733129686198,23.5490141627326,3601,Marker,2021-06-02
total,municip,municip3014,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,13529,8192,29.9307537443862,18.1234928430787,45201,Indre Østfold,2021-06-02
total,municip,municip3015,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1144,711,29.9084967320262,18.5882352941177,3825,Skiptvet,2021-06-02
total,municip,municip3016,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2840,1797,34.5414740938944,21.8559961080029,8222,Rakkestad,2021-06-02
total,municip,municip3017,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2442,1522,32.2674418604651,20.1109936575053,7568,Råde,2021-06-02
total,municip,municip3018,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1809,994,31.1627906976744,17.1231696813092,5805,Våler,2021-06-02
total,municip,municip3019,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5188,3135,28.3652268999453,17.1405139420448,18290,Vestby,2021-06-02
total,municip,municip3020,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,18348,11839,30.5626811473498,19.7204917213579,60034,Nordre Follo,2021-06-02
total,municip,municip3021,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5987,3479,29.292039727971,17.0213806937717,20439,Ås,2021-06-02
total,municip,municip3022,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5533,3421,34.6831316993669,21.4442424622328,15953,Frogn,2021-06-02
total,municip,municip3023,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5648,3536,28.5180509972229,17.8540772532189,19805,Nesodden,2021-06-02
total,municip,municip3024,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,37811,24490,29.4861697067058,19.0980480843465,128233,Bærum,2021-06-02
total,municip,municip3025,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,29048,19402,30.6042248327451,20.4414476110204,94915,Asker,2021-06-02
total,municip,municip3026,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5292,3154,30.08356545961,17.929623102723,17591,Aurskog-Høland,2021-06-02
total,municip,municip3027,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5441,3411,29.0496529631607,18.2114255205553,18730,Rælingen,2021-06-02
total,municip,municip3028,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3308,2009,29.8960686850429,18.156348847718,11065,Enebakk,2021-06-02
total,municip,municip3029,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,15415,10029,36.0669162377164,23.4651380439869,42740,Lørenskog,2021-06-02
