granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9005,277,,66.693823137313,2.05154791882684,,13502,Oslo,2022-01-07
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,6051,4249,,95.1415094339623,66.808176100629,,6360,Oslo,2022-01-07
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,30353,26861,3492,97.079895093712,85.9112134587092,11.1686816350029,31266,Oslo,2022-01-07
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,92076,85807,13377,88.8550060313631,82.8053075995175,12.9090470446321,103625,Oslo,2022-01-07
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21945,20628,5125,91.6551810550057,86.1546172158877,21.4050035500982,23943,Oslo,2022-01-07
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39892,38398,19136,93.7796793455264,90.2675255066059,44.9856598805774,42538,Oslo,2022-01-07
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32326,31834,22787,95.222104394957,93.7728290326382,67.1232473194297,33948,Oslo,2022-01-07
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24756,24449,21593,95.2227094391876,94.0418493730287,83.0563889529964,25998,Oslo,2022-01-07
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14871,14930,14063,97.0375203915171,97.4225122349103,91.7650897226754,15325,Oslo,2022-01-07
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7084,6996,6198,91.6310955891864,90.4928211098176,80.1707411719053,7731,Oslo,2022-01-07
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9250,266,,66.4559235577269,1.91105682879517,,13919,Oslo,2022-01-07
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5910,4048,,89.8585981450509,61.5478181541737,,6577,Oslo,2022-01-07
