granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8688,518,,63.0113141862489,3.75689004931825,,13788,Oslo,2022-03-30
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5518,4220,,84.4118096986385,64.5556065473459,,6537,Oslo,2022-03-30
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29220,27184,12287,93.3814834936563,86.8748202358506,39.2668818510115,31291,Oslo,2022-03-30
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,93735,89258,52253,90.3191304850552,86.0052802990885,50.3488080784722,103782,Oslo,2022-03-30
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21999,21133,13455,91.3086788693811,87.7142738554767,55.8460963765409,24093,Oslo,2022-03-30
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,40095,39093,30156,93.6427120069131,91.302520027092,70.4299694046757,42817,Oslo,2022-03-30
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32599,32101,28167,95,93.553463701804,82.0884212980503,34313,Oslo,2022-03-30
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24835,24581,22583,95,95,87.5276152087129,25801,Oslo,2022-03-30
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,15998,15862,14627,95,95,89.6481980877666,16316,Oslo,2022-03-30
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7929,7801,6597,95,95,87.1927042030135,7566,Oslo,2022-03-30
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8940,465,,62.4170913914683,3.24652656566362,,14323,Oslo,2022-03-30
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5282,3857,,79.6201386795297,58.1398854386494,,6634,Oslo,2022-03-30
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25168,22722,8467,88.4733012268429,79.8748549934967,29.7641227545963,28447,Oslo,2022-03-30
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90882,86183,47807,87.0150511278771,82.5159894297422,45.7728543525717,104444,Oslo,2022-03-30
