granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8775,600,,63.6422976501306,4.35161009573542,,13788,Oslo,2022-05-13
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5582,4300,,85.3908520728163,65.7794095150681,,6537,Oslo,2022-05-13
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29412,27447,12624,93.9950784570643,87.7153175034355,40.3438688440766,31291,Oslo,2022-05-13
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,93723,89460,53327,90.3075677863213,86.1999190611089,51.3836696151549,103782,Oslo,2022-05-13
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21963,21127,13690,91.1592578757315,87.6893703565351,56.8214834184203,24093,Oslo,2022-05-13
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,40082,39128,30505,93.6123502347199,91.3842632599201,71.2450662120186,42817,Oslo,2022-05-13
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32577,32110,28424,94.9406930317955,93.5796928277912,82.8374085623525,34313,Oslo,2022-05-13
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24811,24567,22657,95,95,87.8144257974497,25801,Oslo,2022-05-13
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,15980,15844,14674,95,95,89.9362588869821,16316,Oslo,2022-05-13
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7933,7804,6626,95,95,87.5759978852762,7566,Oslo,2022-05-13
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9037,567,,63.0943238148433,3.95866787684144,,14323,Oslo,2022-05-13
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5343,3923,,80.5396442568586,59.1347603255954,,6634,Oslo,2022-05-13
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25332,22930,8683,89.0498119309593,80.6060393011565,30.5234295356277,28447,Oslo,2022-05-13
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90841,86330,48706,86.9757956416836,82.6567347095094,46.6336026961817,104444,Oslo,2022-05-13
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22704,21878,14419,86.3237139272271,83.1831489296985,54.8230105319189,26301,Oslo,2022-05-13
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41605,40576,31614,89.7626752966559,87.5426105717368,68.2071197411003,46350,Oslo,2022-05-13
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32929,32406,28260,93.132901547077,91.6537036513279,79.9275956670532,35357,Oslo,2022-05-13
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22931,22723,20785,95,95,86.933790622778,23909,Oslo,2022-05-13
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,13201,13103,12145,95,95,91.3501316284317,13295,Oslo,2022-05-13
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3876,3821,3213,95,95,88.561190738699,3628,Oslo,2022-05-13
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9336,619,,72.7839713105169,4.82575816636782,,12827,Rogaland,2022-05-13
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5349,5046,,90.1263689974726,85.0210614995788,,5935,Rogaland,2022-05-13
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18569,17791,9601,92.2912524850895,88.4244532803181,47.7186878727634,20120,Rogaland,2022-05-13
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,42801,41205,23550,87.7069672131148,84.4364754098361,48.2581967213115,48800,Rogaland,2022-05-13
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14743,14362,10241,90.7038267503384,88.3597883597884,63.0060292850991,16254,Rogaland,2022-05-13
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29586,29167,24394,93.1813171238701,91.8616736480741,76.829076249567,31751,Rogaland,2022-05-13
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25937,25737,23989,95,94.534435261708,88.1138659320478,27225,Rogaland,2022-05-13
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20811,20674,19809,95,95,92.5049033342673,21414,Rogaland,2022-05-13
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12984,12881,11920,95,95,90.9993129246507,13099,Rogaland,2022-05-13
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,6097,5991,5101,95,95,88.9450741063644,5735,Rogaland,2022-05-13
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9383,533,,70.1008591707135,3.98206948076205,,13385,Rogaland,2022-05-13
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5515,5009,,88.2965097662504,80.1953250080051,,6246,Rogaland,2022-05-13
