granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9079,476,,67.241890090357,3.52540364390461,,13502,Oslo,2022-01-14
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,6093,4331,,95.8018867924528,68.0974842767296,,6360,Oslo,2022-01-14
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,30499,27282,6901,97.546856009723,87.2577240452888,22.0718991876159,31266,Oslo,2022-01-14
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,92292,86798,23090,89.0634499396864,83.7616405307599,22.2822677925211,103625,Oslo,2022-01-14
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21969,20827,8483,91.755419120411,86.9857578415403,35.4299795347283,23943,Oslo,2022-01-14
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39918,38617,24463,93.8408011660163,90.7823593022709,57.5085805632611,42538,Oslo,2022-01-14
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32349,31917,24970,95.2898550724638,94.0173206079887,73.5536703193119,33948,Oslo,2022-01-14
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24757,24473,21793,95.2265558889145,94.1341641664743,83.8256788983768,25998,Oslo,2022-01-14
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14878,14944,14171,97.0831973898858,97.5138662316476,92.4698205546493,15325,Oslo,2022-01-14
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7090,7002,6236,91.7087052127797,90.570430733411,80.6622687879964,7731,Oslo,2022-01-14
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9311,402,,66.8941734319994,2.88813851569797,,13919,Oslo,2022-01-14
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5968,4104,,90.7404591759161,62.3992701839745,,6577,Oslo,2022-01-14
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25541,22257,4020,90.7963028794881,79.1219338784216,14.2907927479559,28130,Oslo,2022-01-14
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90414,84513,19294,86.605107377536,80.9527002432997,18.4811969577961,104398,Oslo,2022-01-14
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22783,21528,8520,86.0385196374623,81.2990936555891,32.1752265861027,26480,Oslo,2022-01-14
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41572,40209,24810,90.1465868678983,87.1909966172261,53.7991152745251,46116,Oslo,2022-01-14
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32457,31905,24421,93.6196602151778,92.0274596902131,70.4404511234821,34669,Oslo,2022-01-14
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22802,22584,19845,94.3244808471912,93.4226855299082,82.0923306031273,24174,Oslo,2022-01-14
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,12025,12163,11719,98.2675492359238,99.3952766200866,95.7669363406064,12237,Oslo,2022-01-14
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3331,3295,3035,91.9657647708448,90.9718387631143,83.7934842628382,3622,Oslo,2022-01-14
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9810,393,,78.3922007351766,3.14048265942145,,12514,Rogaland,2022-01-14
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5731,5247,,96.3193277310925,88.1848739495798,,5950,Rogaland,2022-01-14
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18525,17536,5468,91.7533432392273,86.8548786527984,27.0827142149579,20190,Rogaland,2022-01-14
