granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8547,365,,63.3017330765813,2.70330321433862,,13502,Oslo,2022-02-03
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5410,4065,,85.062893081761,63.9150943396227,,6360,Oslo,2022-02-03
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,28903,26605,11109,92.4422695579863,85.0924326744707,35.5306083285358,31266,Oslo,2022-02-03
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,93517,88504,45881,90.2455971049457,85.4079613992762,44.2759951749095,103625,Oslo,2022-02-03
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21980,21026,12496,91.8013615670551,87.8168984671929,52.1906193877125,23943,Oslo,2022-02-03
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,40130,38955,28942,94.339179086934,91.5769429686398,68.0379895622737,42538,Oslo,2022-02-03
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32641,32069,27395,95,94.4650642158596,80.6969482738306,33948,Oslo,2022-02-03
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24850,24550,22236,95,94.4303407954458,85.5296561273944,25998,Oslo,2022-02-03
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,15999,15834,14450,95,95,94.2903752039152,15325,Oslo,2022-02-03
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7925,7775,6507,95,95,84.1676367869616,7731,Oslo,2022-02-03
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8803,304,,63.2444859544508,2.18406494719448,,13919,Oslo,2022-02-03
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5193,3708,,78.956971263494,56.3782879732401,,6577,Oslo,2022-02-03
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,24832,22161,7426,88.2758620689655,78.7806612157839,26.3988624244579,28130,Oslo,2022-02-03
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90757,85464,42159,86.9336577329068,81.8636372344298,40.382957527922,104398,Oslo,2022-02-03
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22747,21774,13180,85.9025679758308,82.2280966767372,49.773413897281,26480,Oslo,2022-02-03
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41717,40433,29825,90.4610113626507,87.6767282504988,64.6738659033741,46116,Oslo,2022-02-03
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32985,32337,27071,95,93.2735296662725,78.0841674118088,34669,Oslo,2022-02-03
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22966,22714,20249,95,93.9604533796641,83.7635476131381,24174,Oslo,2022-02-03
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,13206,13089,11939,95,95,95,12237,Oslo,2022-02-03
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3872,3805,3163,95,95,87.3274434014357,3622,Oslo,2022-02-03
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9231,403,,73.7653827712962,3.22039315966118,,12514,Rogaland,2022-02-03
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5302,4864,,89.109243697479,81.7478991596639,,5950,Rogaland,2022-02-03
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18561,17657,8403,91.9316493313521,87.4541852402179,41.6196136701337,20190,Rogaland,2022-02-03
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,42625,40690,19625,87.0164336021231,83.0662447688068,40.0632846789834,48985,Rogaland,2022-02-03
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14730,14293,9275,92.6356832903591,89.8874284636186,58.3296648009559,15901,Rogaland,2022-02-03
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29589,29086,22879,93.1496930583976,91.5661892019518,72.025814575791,31765,Rogaland,2022-02-03
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25946,25687,23215,95,95,86.9052521244338,26713,Rogaland,2022-02-03
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20782,20622,19510,95,95,92.7987062404871,21024,Rogaland,2022-02-03
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12974,12847,11772,95,95,94.6150136633982,12442,Rogaland,2022-02-03
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,6090,5967,4997,95,95,87.467180115526,5713,Rogaland,2022-02-03
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9255,341,,71.0120463438963,2.61643520294637,,13033,Rogaland,2022-02-03
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5472,4843,,88.1443298969072,78.0122422680412,,6208,Rogaland,2022-02-03
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,19001,17658,5796,86.8934924772488,80.7518178076554,26.5056935107697,21867,Rogaland,2022-02-03
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,43199,40885,16912,83.9320756183334,79.4361654588199,32.8586139229439,51469,Rogaland,2022-02-03
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,14987,14454,8362,85.0229761161854,81.999205763885,47.4385885289613,17627,Rogaland,2022-02-03
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,30682,30061,22412,90.3980436640052,88.5683981025898,66.0322324032881,33941,Rogaland,2022-02-03
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26792,26455,23548,95,94.0689115670448,83.7321765103296,28123,Rogaland,2022-02-03
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20989,20823,19709,95,95,92.9100080139537,21213,Rogaland,2022-02-03
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11465,11366,10510,95,95,95,10655,Rogaland,2022-02-03
total,county,county11,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3556,3496,2960,95,95,93.522906793049,3165,Rogaland,2022-02-03
total,county,county15,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,5218,501,,81.289920548372,7.80495404268578,,6419,Møre og Romsdal,2022-02-03
total,county,county15,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3012,2968,,93.7149968886123,92.3459863098942,,3214,Møre og Romsdal,2022-02-03
total,county,county15,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,10149,9838,4901,93.2555361573096,90.3978682348617,45.0335385463567,10883,Møre og Romsdal,2022-02-03
total,county,county15,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,20693,19996,10438,89.2824783190232,86.2751866074125,45.0360270958278,23177,Møre og Romsdal,2022-02-03
total,county,county15,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7216,7081,4876,92.548416057458,90.8169808900859,62.5368731563422,7797,Møre og Romsdal,2022-02-03
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,16100,15882,13129,93.6482084690554,92.3801768264309,76.3669148441135,17192,Møre og Romsdal,2022-02-03
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,15353,15219,13923,95,94.6455223880597,86.5858208955224,16080,Møre og Romsdal,2022-02-03
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,14579,14492,14073,95,95,95,14739,Møre og Romsdal,2022-02-03
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,9247,9157,8486,95,95,95,8797,Møre og Romsdal,2022-02-03
total,county,county15,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,4817,4710,3984,95,95,86.8162998474613,4589,Møre og Romsdal,2022-02-03
total,county,county15,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,5483,501,,82.5380099352702,7.54177329519795,,6643,Møre og Romsdal,2022-02-03
total,county,county15,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,3045,2923,,87.6763604952491,84.1635473653902,,3473,Møre og Romsdal,2022-02-03
total,county,county15,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,10892,10381,3794,90.1282581712867,85.8998758791891,31.3942904426976,12085,Møre og Romsdal,2022-02-03
total,county,county15,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,21838,20929,8927,85.4281578844424,81.8722372178539,34.921566326331,25563,Møre og Romsdal,2022-02-03
total,county,county15,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,7087,6905,4059,84.4192972007147,82.251340083383,48.3502084574151,8395,Møre og Romsdal,2022-02-03
