granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8813,228,,65.2718115834691,1.6886387201896,,13502,Oslo,2021-12-14
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5825,3888,,91.5880503144654,61.1320754716981,,6360,Oslo,2021-12-14
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,30140,26297,904,96.3986438943261,84.1073370434338,2.8913196443421,31266,Oslo,2021-12-14
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,91640,84377,5591,88.4342581423402,81.4253317249698,5.39541616405308,103625,Oslo,2021-12-14
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21883,20238,1645,91.3962327193752,84.525748653051,6.87048406632419,23943,Oslo,2021-12-14
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39777,37516,3890,93.509332831821,88.194085288448,9.14476468099111,42538,Oslo,2021-12-14
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32263,31240,7235,95.0365264522211,92.0230941439849,21.3120065983269,33948,Oslo,2021-12-14
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24723,24375,19789,95.0957765981999,93.7572120932379,76.1173936456651,25998,Oslo,2021-12-14
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14847,14889,13492,96.8809135399674,97.1549755301795,88.0391517128875,15325,Oslo,2021-12-14
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7057,6984,5864,91.2818522830164,90.337601862631,75.8504721252102,7731,Oslo,2021-12-14
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9037,216,,64.925641209857,1.55183562037503,,13919,Oslo,2021-12-14
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5677,3731,,86.3159495210582,56.7279914854797,,6577,Oslo,2021-12-14
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25117,21406,242,89.2890152861714,76.0966939210807,0.86029150373267,28130,Oslo,2021-12-14
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,89860,82229,2632,86.0744458706106,78.7649188681776,2.52112109427384,104398,Oslo,2021-12-14
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22709,20893,926,85.7590634441088,78.9010574018127,3.49697885196375,26480,Oslo,2021-12-14
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41385,38970,2428,89.7410876919074,84.504293520687,5.26498395350854,46116,Oslo,2021-12-14
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32385,31093,6002,93.4119818858346,89.6853096426202,17.3122962877499,34669,Oslo,2021-12-14
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22770,22459,18026,94.1921072226359,92.905601058989,74.5677173823116,24174,Oslo,2021-12-14
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,12006,12136,11203,98.1122824221623,99.1746343057939,91.5502165563455,12237,Oslo,2021-12-14
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3321,3292,2908,91.6896742131419,90.8890115958034,80.287134180011,3622,Oslo,2021-12-14
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9367,288,,74.8521655745565,2.30142240690427,,12514,Rogaland,2021-12-14
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5639,4915,,94.7731092436975,82.6050420168067,,5950,Rogaland,2021-12-14
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18300,17114,832,90.6389301634473,84.7647350173353,4.1208519068846,20190,Rogaland,2021-12-14
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,41637,39094,3348,84.9994896396856,79.8081045217924,6.83474533020312,48985,Rogaland,2021-12-14
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14595,14028,1691,91.7866800830136,88.2208666121628,10.6345512860826,15901,Rogaland,2021-12-14
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29476,28589,4025,92.7939556115221,90.0015740594995,12.6711789705651,31765,Rogaland,2021-12-14
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25775,25490,5910,96.4886010556658,95.421704787931,22.1240594467113,26713,Rogaland,2021-12-14
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20381,20250,14955,96.9415905631659,96.3184931506849,71.1329908675799,21024,Rogaland,2021-12-14
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12306,12338,10339,98.9069281466002,99.1641215238708,83.097572737502,12442,Rogaland,2021-12-14
