granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8958,242,,66.3457265590283,1.79232706265738,,13502,Oslo,2021-12-29
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,6001,4194,,94.3553459119497,65.9433962264151,,6360,Oslo,2021-12-29
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,30278,26639,2130,96.8400179108297,85.2011769973774,6.81251199385914,31266,Oslo,2021-12-29
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,91944,85160,9718,88.7276236429433,82.1809408926418,9.37804583835947,103625,Oslo,2021-12-29
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21935,20440,3131,91.6134151944201,85.3694190368793,13.076890949338,23943,Oslo,2021-12-29
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39857,38068,11629,93.6973999717899,89.4917485542339,27.3379096337392,42538,Oslo,2021-12-29
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32316,31708,19830,95.1926475786497,93.4016731471663,58.412866737363,33948,Oslo,2021-12-29
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24756,24431,21356,95.2227094391876,93.9726132779445,82.1447803677206,25998,Oslo,2021-12-29
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14872,14923,13970,97.0440456769984,97.3768352365416,91.1582381729201,15325,Oslo,2021-12-29
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7072,6992,6142,91.4758763419997,90.4410813607554,79.4463846850343,7731,Oslo,2021-12-29
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9199,233,,66.0895179251383,1.67397083123788,,13919,Oslo,2021-12-29
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5856,3992,,89.0375551163144,60.6963661243728,,6577,Oslo,2021-12-29
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25319,21690,740,90.0071098471383,77.1062922147174,2.63064344116602,28130,Oslo,2021-12-29
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90127,82814,5073,86.3301978965114,79.3252744305447,4.85928849211671,104398,Oslo,2021-12-29
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22761,21099,2143,85.9554380664653,79.679003021148,8.0929003021148,26480,Oslo,2021-12-29
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41498,39563,10597,89.9861219533351,85.7901812819846,22.9790094544193,46116,Oslo,2021-12-29
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32432,31656,19206,93.5475496841559,91.3092388012345,55.3981943523032,34669,Oslo,2021-12-29
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22788,22533,19508,94.2665673864483,93.2117150657731,80.6982708695293,24174,Oslo,2021-12-29
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,12019,12156,11579,98.2185176105255,99.3380730571219,94.6228650813108,12237,Oslo,2021-12-29
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3328,3293,3008,91.882937603534,90.9166206515737,83.0480397570403,3622,Oslo,2021-12-29
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9592,315,,76.6501518299505,2.51718075755154,,12514,Rogaland,2021-12-29
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5690,5150,,95.6302521008403,86.5546218487395,,5950,Rogaland,2021-12-29
