granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8672,503,,62.8952712503627,3.64809979692486,,13788,Oslo,2022-03-23
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5509,4197,,84.2741318647698,64.2037631941258,,6537,Oslo,2022-03-23
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29181,27123,12223,93.2568470167141,86.6798760026845,39.0623501965421,31291,Oslo,2022-03-23
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,93722,89201,51980,90.3066042280935,85.9503574801025,50.0857566822763,103782,Oslo,2022-03-23
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,22002,21129,13404,91.321130618852,87.697671522849,55.6344166355373,24093,Oslo,2022-03-23
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,40088,39078,30060,93.6263633603475,91.2674872130229,70.205759394633,42817,Oslo,2022-03-23
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32594,32095,28107,94.9902369364381,93.5359776178125,81.9135604581354,34313,Oslo,2022-03-23
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24833,24579,22549,95,95,87.3958373706446,25801,Oslo,2022-03-23
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,15996,15857,14615,95,95,89.574650649669,16316,Oslo,2022-03-23
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7928,7801,6589,95,95,87.0869680148031,7566,Oslo,2022-03-23
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8929,440,,62.340291838302,3.07198212664945,,14323,Oslo,2022-03-23
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5273,3838,,79.4844739222189,57.8534820621043,,6634,Oslo,2022-03-23
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25149,22674,8409,88.4065103525855,79.7061201532675,29.5602348226527,28447,Oslo,2022-03-23
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90855,86111,47560,86.9891999540424,82.4470529661828,45.5363639845276,104444,Oslo,2022-03-23
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22742,21892,14135,86.4681951256606,83.2363788449109,53.7432036804684,26301,Oslo,2022-03-23
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41646,40543,31148,89.8511326860841,87.4714131607336,67.2017259978425,46350,Oslo,2022-03-23
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32952,32399,27881,93.1979523149588,91.6339055915377,78.8556721441299,35357,Oslo,2022-03-23
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22955,22736,20608,95,95,86.193483625413,23909,Oslo,2022-03-23
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,13209,13104,12074,95,95,90.8160962767958,13295,Oslo,2022-03-23
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3875,3820,3203,95,95,88.2855567805954,3628,Oslo,2022-03-23
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9303,558,,72.5267014890466,4.3501987994075,,12827,Rogaland,2022-03-23
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5325,4996,,89.7219882055602,84.178601516428,,5935,Rogaland,2022-03-23
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18566,17753,9473,92.2763419483101,88.2355864811133,47.0825049701789,20120,Rogaland,2022-03-23
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,42736,41103,23066,87.5737704918033,84.2274590163935,47.266393442623,48800,Rogaland,2022-03-23
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14737,14351,10111,90.666912759936,88.2921127107174,62.2062261597145,16254,Rogaland,2022-03-23
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29585,29156,24195,93.178167616768,91.8270290699506,76.2023243362414,31751,Rogaland,2022-03-23
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25945,25741,23881,95,94.5491276400367,87.7171717171717,27225,Rogaland,2022-03-23
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20798,20655,19720,95,95,92.0892873820865,21414,Rogaland,2022-03-23
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12981,12875,11886,95,95,90.7397511260402,13099,Rogaland,2022-03-23
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,6098,5987,5082,95,95,88.613775065388,5735,Rogaland,2022-03-23
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9342,464,,69.7945461337318,3.4665670526709,,13385,Rogaland,2022-03-23
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5503,4961,,88.1043868075568,79.4268331732309,,6246,Rogaland,2022-03-23
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,19044,17857,7053,88.1911642122812,82.694266925998,32.6618505140317,21594,Rogaland,2022-03-23
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,43278,41218,20876,83.9192569467337,79.9247639177057,40.4801147931977,51571,Rogaland,2022-03-23
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,14991,14529,9415,84.8915567132907,82.2753270287106,53.315589784246,17659,Rogaland,2022-03-23
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,30663,30136,24139,89.9155474752214,88.3701835669462,70.7847047094012,34102,Rogaland,2022-03-23
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26779,26502,24382,93.7410298596282,92.7713795638324,85.3502292855393,28567,Rogaland,2022-03-23
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20990,20851,19960,95,95,92.7423101942199,21522,Rogaland,2022-03-23
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11471,11391,10603,95,95,92.5460417212185,11457,Rogaland,2022-03-23
total,county,county11,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3556,3497,2995,95,95,91.0888077858881,3288,Rogaland,2022-03-23
total,county,county15,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,5317,689,,81.9260400616333,10.6163328197227,,6490,Møre og Romsdal,2022-03-23
total,county,county15,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3026,3092,,93.3374460209747,95,,3242,Møre og Romsdal,2022-03-23
total,county,county15,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,10136,9873,5650,93.2732124781448,90.853041317751,51.9922701757615,10867,Møre og Romsdal,2022-03-23
total,county,county15,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,20760,20172,12451,89.7690910663323,87.2264983135865,53.8398339531264,23126,Møre og Romsdal,2022-03-23
total,county,county15,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7222,7105,5329,91.8362156663276,90.3484231943032,67.764496439471,7864,Møre og Romsdal,2022-03-23
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,16104,15914,13698,94.2581211589113,93.1460345332163,80.1755926251098,17085,Møre og Romsdal,2022-03-23
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,15351,15239,14294,95,95,89.4997182393088,15971,Møre og Romsdal,2022-03-23
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,14583,14510,14197,95,95,94.9505082932049,14952,Møre og Romsdal,2022-03-23
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,9251,9174,8546,95,95,91.9221254168011,9297,Møre og Romsdal,2022-03-23
total,county,county15,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,4820,4730,4025,95,95,89.4245723172628,4501,Møre og Romsdal,2022-03-23
