granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,452469,208666,64.9157113958193,29.937303625486,697010,Oslo,2021-07-12
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,239975,131002,49.7208092904723,27.1425167566224,482645,Rogaland,2021-07-12
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,133710,76445,50.3532371283102,28.7880727864309,265544,Møre og Romsdal,2021-07-12
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,120702,71986,50.220308306809,29.9511119432483,240345,Nordland,2021-07-12
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,793886,380845,63.3899826251373,30.4096028055293,1252384,Viken,2021-07-12
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,197625,117320,53.3252564064511,31.65651654196,370603,Innlandet,2021-07-12
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,245731,130455,58.2463816896668,30.9221535879701,421882,Vestfold og Telemark,2021-07-12
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,163149,90264,52.8258694547068,29.2265001958924,308843,Agder,2021-07-12
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,345733,182469,54.1204813241894,28.5634003891544,638821,Vestland,2021-07-12
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,248758,133098,52.8009611057811,28.251161053141,471124,Trøndelag,2021-07-12
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,119724,69363,49.4384063955601,28.6425126358561,242168,Troms og Finnmark,2021-07-12
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,452462,208661,64.9147071060674,29.9365862756632,697010,Oslo,2021-07-12
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,6844,4061,46.2838980185298,27.4633123689728,14787,Eigersund,2021-07-12
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,75478,39529,52.3618250813406,27.4227004377476,144147,Stavanger,2021-07-12
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,17688,10445,47.3916887709991,27.9854245371487,37323,Haugesund,2021-07-12
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,41125,20994,51.1187072715973,26.0957116221256,80450,Sandnes,2021-07-12
total,municip,municip1111,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1726,1070,52.9935523487872,32.8523180841265,3257,Sokndal,2021-07-12
