granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,142112,34846,20.3888036039655,4.99935438515947,697010,Oslo,2021-04-20
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,85531,21675,17.7213065503631,4.49087838887795,482645,Rogaland,2021-04-20
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,51647,14100,19.4495074262646,5.30985448739192,265544,Møre og Romsdal,2021-04-20
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,49224,16270,20.4805591961555,6.76943560298737,240345,Nordland,2021-04-20
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,259942,71863,20.7557745867082,5.73809630273143,1252384,Viken,2021-04-20
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,79294,24956,21.3959412093264,6.73389044341249,370603,Innlandet,2021-04-20
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,85928,26181,20.3677805642336,6.20576369695792,421882,Vestfold og Telemark,2021-04-20
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,59736,14982,19.3418662556704,4.85100844118209,308843,Agder,2021-04-20
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,118257,35328,18.5117583798905,5.53018764254776,638821,Vestland,2021-04-20
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,88994,27564,18.8897190548561,5.85068899058422,471124,Trøndelag,2021-04-20
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,46832,12980,19.3386409434773,5.35991543061016,242168,Troms og Finnmark,2021-04-20
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,141325,34498,20.2758927418545,4.94942683749157,697010,Oslo,2021-04-20
