granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,168145,41561,24.123757191432,5.96275519719947,697010,Oslo,2021-04-29
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,105780,24751,21.9167296874514,5.12819981559946,482645,Rogaland,2021-04-29
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,61860,15585,23.2955743680897,5.86908384297894,265544,Møre og Romsdal,2021-04-29
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,60437,17706,25.1459360502611,7.366910066779,240345,Nordland,2021-04-29
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,308195,78724,24.6086663515344,6.28593147149756,1252384,Viken,2021-04-29
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,96211,27246,25.9606641068745,7.35180233295467,370603,Innlandet,2021-04-29
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,103965,30918,24.6431466618628,7.32858951081108,421882,Vestfold og Telemark,2021-04-29
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,71453,16306,23.1357032537568,5.27970522239455,308843,Agder,2021-04-29
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,146708,39426,22.9654316310829,6.17168189524139,638821,Vestland,2021-04-29
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,107782,30269,22.8776288195889,6.42484781076744,471124,Trøndelag,2021-04-29
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,57043,13778,23.5551352779888,5.68943873674474,242168,Troms og Finnmark,2021-04-29
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,167190,41134,23.9867433752744,5.9014935223311,697010,Oslo,2021-04-29
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3444,878,23.290728342463,5.93764793399608,14787,Eigersund,2021-04-29
total,municip,municip1103,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,32203,7048,22.3403886310503,4.88945312770991,144147,Stavanger,2021-04-29
total,municip,municip1106,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,7483,2372,20.0492993596442,6.35533049326153,37323,Haugesund,2021-04-29
total,municip,municip1108,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,16246,3285,20.1939092604102,4.08328154133002,80450,Sandnes,2021-04-29
total,municip,municip1111,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,842,189,25.8520110531164,5.80288609149524,3257,Sokndal,2021-04-29
total,municip,municip1112,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,886,197,27.9143037177064,6.20667926906112,3174,Lund,2021-04-29
total,municip,municip1114,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,780,160,27.9469724113221,5.73271228950197,2791,Bjerkreim,2021-04-29
total,municip,municip1119,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,4415,922,23.0910041841004,4.82217573221757,19120,Hå,2021-04-29
total,municip,municip1120,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3991,792,20.1078194276501,3.99032648125756,19848,Klepp,2021-04-29
total,municip,municip1121,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,3874,855,20.2763529781221,4.47503402072647,19106,Time,2021-04-29
total,municip,municip1122,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2569,568,21.2947612732096,4.70822281167109,12064,Gjesdal,2021-04-29
total,municip,municip1124,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5396,1219,19.6525476199148,4.43966930108898,27457,Sola,2021-04-29
total,municip,municip1127,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2323,508,20.5302695536898,4.48961555457358,11315,Randaberg,2021-04-29
total,municip,municip1130,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2941,719,22.5019127773527,5.50114766641163,13070,Strand,2021-04-29
total,municip,municip1133,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,683,209,26.4728682170543,8.10077519379845,2580,Hjelmeland,2021-04-29
total,municip,municip1134,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,977,239,25.6497768443161,6.2746127592544,3809,Suldal,2021-04-29
total,municip,municip1135,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1067,255,23.3939925454944,5.59087919315939,4561,Sauda,2021-04-29
total,municip,municip1144,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,163,58,32.1499013806706,11.439842209073,507,Kvitsøy,2021-04-29
total,municip,municip1145,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,211,72,24.5634458672875,8.38183934807916,859,Bokn,2021-04-29
total,municip,municip1146,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2300,731,20.5761316872428,6.53963141885847,11178,Tysvær,2021-04-29
total,municip,municip1149,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,10148,2688,23.9650490022435,6.34785688983351,42345,Karmøy,2021-04-29
total,municip,municip1151,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,72,63,37.5,32.8125,192,Utsira,2021-04-29
total,municip,municip1160,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2248,464,25.8242389431361,5.33026995979322,8705,Vindafjord,2021-04-29
total,municip,municip1505,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,5816,1437,24.1337814847089,5.96290302502179,24099,Kristiansund,2021-04-29
total,municip,municip1506,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,7671,2059,24.0696579855664,6.46062127392532,31870,Molde,2021-04-29
total,municip,municip1507,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,15167,3634,22.7493625318734,5.45072746362682,66670,Ålesund,2021-04-29
total,municip,municip1511,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,871,219,28.2517028867986,7.10347064547519,3083,Vanylven,2021-04-29
total,municip,municip1514,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,651,135,26.6257668711656,5.52147239263804,2445,Sande,2021-04-29
total,municip,municip1515,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1940,476,21.9011063445473,5.37367351546625,8858,Herøy,2021-04-29
total,municip,municip1516,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1935,458,22.5655976676385,5.34110787172012,8575,Ulstein,2021-04-29
total,municip,municip1517,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1018,248,19.8054474708171,4.82490272373541,5140,Hareid,2021-04-29
total,municip,municip1520,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2323,568,21.449676823638,5.24469067405356,10830,Ørsta,2021-04-29
total,municip,municip1525,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,942,294,21.0174029451138,6.55957161981258,4482,Stranda,2021-04-29
total,municip,municip1528,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1879,520,24.7367035281727,6.84570826750922,7596,Sykkylven,2021-04-29
total,municip,municip1531,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,2172,439,23.084281007546,4.66574556275906,9409,Sula,2021-04-29
total,municip,municip1532,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,1978,522,23.2541735245709,6.13684458029626,8506,Giske,2021-04-29
