granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,cum_n_dose_1,cum_n_dose_2,cum_pr100_dose_1,cum_pr100_dose_2,pop,location_name,date_of_publishing
day,county,county03,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-27,5,0,5,0,0.00072098677133472,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-28,264,0,269,0,0.0387890882978079,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-29,118,0,387,0,0.0558043761013073,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-30,58,0,445,0,0.06416782264879,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-31,5,0,450,0,0.0648888094201248,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-01,6,0,456,0,0.0657539935457264,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-02,0,0,456,0,0.0657539935457264,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-03,0,0,456,0,0.0657539935457264,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-04,0,0,456,0,0.0657539935457264,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-05,479,0,935,0,0.134824526239593,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-06,604,0,1539,0,0.221919728216827,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-07,968,0,2507,0,0.361502767147228,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-08,449,0,2956,0,0.426247379213086,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-09,126,0,3082,0,0.444416245850721,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-10,100,0,3182,0,0.458835981277416,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-11,76,0,3258,0,0.469794980201703,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-12,242,0,3500,0,0.504690739934304,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-13,489,0,3989,0,0.575203246170839,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-14,1233,0,5222,0,0.752998583981981,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-15,1640,0,6862,0,0.989482244979769,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-16,643,0,7505,0,1.08220114377341,0,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-17,274,5,7779,5,1.12171121884256,0.00072098677133472,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-18,760,231,8539,236,1.23130120808543,0.0340305756069988,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-19,810,69,9349,305,1.34810106504166,0.0439801930514179,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-20,991,99,10340,404,1.4910006431202,0.0582557311238453,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-21,1018,21,11358,425,1.63779354976395,0.0612838755634512,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-22,668,6,12026,431,1.73411738241427,0.0621490596890528,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-23,232,0,12258,431,1.7675711686042,0.0621490596890528,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-24,67,0,12325,431,1.77723239134008,0.0621490596890528,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-25,258,0,12583,431,1.81443530874096,0.0621490596890528,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-26,312,403,12895,834,1.85942488327224,0.120260593458631,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-27,1033,527,13928,1361,2.00838075022999,0.196252599157311,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-28,872,843,14800,2204,2.13412084315077,0.317810968804344,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-29,424,501,15224,2705,2.19526052135995,0.390053843292083,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-30,92,151,15316,2856,2.20852667795251,0.411827643786392,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-31,61,45,15377,2901,2.2173227165628,0.418316524728404,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-01,52,46,15429,2947,2.22482097898468,0.424949603024684,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-02,1524,150,16953,3097,2.4445777468875,0.446579206164725,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-03,2444,457,19397,3554,2.79699608071591,0.512477397064719,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-04,2049,1230,21446,4784,3.09245645960888,0.68984014281306,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-05,1380,1570,22826,6354,3.29144880849726,0.916229989012162,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-06,242,631,23068,6985,3.32634456822986,1.0072185195546,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-07,215,269,23283,7254,3.35734699939726,1.04600760785241,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-08,45,443,23328,7697,3.36383588033927,1.10988703579267,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-09,1164,244,24492,7941,3.53168160070599,1.1450711902338,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-10,1834,808,26326,8749,3.79613954843157,1.26158265248149,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-11,1585,742,27911,9491,4.02469235494467,1.36857708934756,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-12,1353,426,29264,9917,4.21979137526785,1.43000516226528,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-13,272,193,29536,10110,4.25901305562846,1.4578352516388,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-14,103,0,29639,10110,4.27386538311795,1.4578352516388,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-15,260,442,29899,10552,4.31135669522736,1.52157048222479,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-16,700,771,30599,11323,4.41229484321422,1.63274664236461,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-17,1390,1078,31989,12401,4.61272916564527,1.78819139026437,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-18,1034,911,33023,13312,4.76182922995729,1.91955518000156,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-19,1483,966,34506,14278,4.97567390633517,2.05884982422343,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-20,100,111,34606,14389,4.99009364176186,2.07485573054706,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,7,2021-07,2020/2021,30,2021-02-21,4,61,34610,14450,4.99067043117893,2.08365176915734,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-22,598,109,35208,14559,5.07690044903056,2.09936928077244,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-23,327,1514,35535,16073,5.12405298387585,2.31768407513259,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-24,671,2317,36206,18390,5.22080940858897,2.6517893449691,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-25,540,1932,36746,20322,5.29867597989312,2.93037863341283,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-26,674,1355,37420,21677,5.39586499666904,3.12576604844454,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-27,259,97,37679,21774,5.43321211142418,3.13975319180844,693494,Oslo,2021-03-01
day,county,county03,2020,total,total,2021,8,2021-08,2020/2021,31,2021-02-28,101,62,37780,21836,5.44777604420514,3.14869342777299,693494,Oslo,2021-03-01
day,county,county11,2020,total,total,2020,52,2020-52,2020/2021,23,2020-12-27,0,0,0,0,0,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-28,1,0,1,0,0.000208380218882582,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-29,0,0,1,0,0.000208380218882582,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-30,0,0,1,0,0.000208380218882582,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2020,53,2020-53,2020/2021,23.5,2020-12-31,0,0,1,0,0.000208380218882582,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-01,0,0,1,0,0.000208380218882582,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-02,0,0,1,0,0.000208380218882582,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2020,53,2020-53,2020/2021,23.5,2021-01-03,0,0,1,0,0.000208380218882582,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-04,0,0,1,0,0.000208380218882582,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-05,548,0,549,0,0.114400740166537,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-06,641,0,1190,0,0.247972460470273,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-07,211,0,1401,0,0.291940686654497,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-08,20,0,1421,0,0.296108291032149,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-09,1,0,1422,0,0.296316671251032,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,1,2021-01,2020/2021,24,2021-01-10,0,0,1422,0,0.296316671251032,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-11,1,0,1423,0,0.296525051469914,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-12,117,0,1540,0,0.320905537079176,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-13,761,0,2301,0,0.479482883648821,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-14,536,0,2837,0,0.591174680969885,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-15,290,0,3127,0,0.651604944445834,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-16,0,0,3127,0,0.651604944445834,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,2,2021-02,2020/2021,25,2021-01-17,1,0,3128,0,0.651813324664716,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-18,71,0,3199,0,0.66660832020538,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-19,512,0,3711,0,0.773298992273262,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-20,656,0,4367,0,0.909996415860235,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-21,427,0,4794,0,0.998974769323098,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-22,273,0,5067,0,1.05586256907804,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-23,0,0,5067,0,1.05586256907804,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,3,2021-03,2020/2021,26,2021-01-24,0,0,5067,0,1.05586256907804,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-25,150,0,5217,0,1.08711960191043,0,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-26,338,381,5555,381,1.15755211589274,0.0793928633942637,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-27,861,603,6416,984,1.33696748435065,0.205046135380461,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-28,522,282,6938,1266,1.44574195860735,0.263809357105349,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-29,410,22,7348,1288,1.53117784834921,0.268393721920766,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-30,3,1,7351,1289,1.53180298900586,0.268602102139648,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,4,2021-04,2020/2021,27,2021-01-31,0,0,7351,1289,1.53180298900586,0.268602102139648,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-01,12,5,7363,1294,1.53430355163245,0.269644003234061,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-02,449,75,7812,1369,1.62786626991073,0.285272519650255,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-03,2428,635,10240,2004,2.13381344135764,0.417593958640694,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-04,1874,549,12114,2553,2.5243179715436,0.531994698807232,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-05,657,281,12771,2834,2.66122377534945,0.590549540313237,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-06,0,0,12771,2834,2.66122377534945,0.590549540313237,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,5,2021-05,2020/2021,28,2021-02-07,0,0,12771,2834,2.66122377534945,0.590549540313237,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-08,7,71,12778,2905,2.66268243688163,0.605344535853901,479892,Rogaland,2021-03-01
day,county,county11,2020,total,total,2021,6,2021-06,2020/2021,29,2021-02-09,586,394,13364,3299,2.78479324514682,0.687446342093638,479892,Rogaland,2021-03-01
