granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14070,3305,8.51725849607129,2.00067799072606,165194,Oslo,2021-04-09
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,6093,1506,3.67968113053719,0.909502672343509,165585,Oslo,2021-04-09
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,5310,1093,12.4829564154403,2.56946729982604,42538,Oslo,2021-04-09
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,2964,627,6.42727036169659,1.35961488420505,46116,Oslo,2021-04-09
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,9024,1076,26.5818310357017,3.16955343466478,33948,Oslo,2021-04-09
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,7085,490,20.4361244916208,1.41336640803023,34669,Oslo,2021-04-09
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,15562,1251,59.85845065005,4.81190860835449,25998,Oslo,2021-04-09
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,13799,898,57.081988913709,3.71473483908331,24174,Oslo,2021-04-09
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,13819,8041,90.1729200652529,52.4698205546493,15325,Oslo,2021-04-09
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11264,6095,92.0487047478957,49.8079594671897,12237,Oslo,2021-04-09
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6793,6486,87.8670288449101,83.8960031043849,7731,Oslo,2021-04-09
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3213,3079,88.7078961899503,85.0082827167311,3622,Oslo,2021-04-09
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,8925,1857,9.80489091028937,2.04007646167029,91026,Rogaland,2021-04-09
total,county,county11,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,2230,612,2.29492338249066,0.629817538154388,97171,Rogaland,2021-04-09
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,4077,928,12.8348811585078,2.92145443097749,31765,Rogaland,2021-04-09
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,1200,300,3.53554697858048,0.88388674464512,33941,Rogaland,2021-04-09
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,4000,867,14.97398270505,3.24561075131958,26713,Rogaland,2021-04-09
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,1457,275,5.18081285780322,0.977847313586744,28123,Rogaland,2021-04-09
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,7721,491,36.724695585997,2.33542617960426,21024,Rogaland,2021-04-09
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,7387,417,34.8229859048697,1.96577570357799,21213,Rogaland,2021-04-09
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,11427,4490,91.8421475647002,36.087445748272,12442,Rogaland,2021-04-09
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,9878,3603,92.707648991084,33.8151102768653,10655,Rogaland,2021-04-09
total,county,county11,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,5163,4796,90.3728338876247,83.9488884999125,5713,Rogaland,2021-04-09
total,county,county11,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2964,2766,93.6492890995261,87.39336492891,3165,Rogaland,2021-04-09
total,county,county15,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,5127,1133,11.3753855028732,2.51381154178962,45071,Møre og Romsdal,2021-04-09
total,county,county15,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,1450,309,2.92834639308506,0.62404071411261,49516,Møre og Romsdal,2021-04-09
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,2809,687,16.3389948813402,3.99604467194044,17192,Møre og Romsdal,2021-04-09
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,848,200,4.54034373828773,1.07083578733201,18677,Møre og Romsdal,2021-04-09
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,3170,688,19.7139303482587,4.27860696517413,16080,Møre og Romsdal,2021-04-09
total,county,county15,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,1298,201,7.6106713573732,1.17854001759015,17055,Møre og Romsdal,2021-04-09
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,2791,389,18.9361557771898,2.63925639459936,14739,Møre og Romsdal,2021-04-09
total,county,county15,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,2467,234,16.3215348991068,1.54813099569964,15115,Møre og Romsdal,2021-04-09
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,8080,2355,91.8494941457315,26.7704899397522,8797,Møre og Romsdal,2021-04-09
total,county,county15,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,7352,1858,93.3705867411735,23.5966471932944,7874,Møre og Romsdal,2021-04-09
total,county,county15,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,4125,3753,89.8888646764001,81.7825234255829,4589,Møre og Romsdal,2021-04-09
total,county,county15,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2341,2167,91.8759811616954,85.0470957613815,2548,Møre og Romsdal,2021-04-09
total,county,county18,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,4970,1188,12.4187906046977,2.96851574212894,40020,Nordland,2021-04-09
total,county,county18,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,1466,351,3.36949526523858,0.806748184241978,43508,Nordland,2021-04-09
total,county,county18,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,2693,797,16.6955982641042,4.94110353378797,16130,Nordland,2021-04-09
total,county,county18,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,830,223,4.99548600662052,1.34216069816431,16615,Nordland,2021-04-09
total,county,county18,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,2697,733,17.2079372168698,4.67683276973139,15673,Nordland,2021-04-09
total,county,county18,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,1044,237,6.43649815043157,1.46115906288533,16220,Nordland,2021-04-09
total,county,county18,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,3308,506,23.8620789150977,3.65000360672293,13863,Nordland,2021-04-09
total,county,county18,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,2835,324,19.6738376127689,2.24843858431645,14410,Nordland,2021-04-09
total,county,county18,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,7744,3645,88.6142579242476,41.7095777548919,8739,Nordland,2021-04-09
total,county,county18,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,7110,3128,88.3998508019396,38.8909610841726,8043,Nordland,2021-04-09
total,county,county18,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,3488,3130,86.0597088576363,77.226745620528,4053,Nordland,2021-04-09
total,county,county18,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,1988,1797,89.9954730647352,81.3490267089181,2209,Nordland,2021-04-09
total,county,county30,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,24375,5705,11.1530542210021,2.61038663921299,218550,Viken,2021-04-09
total,county,county30,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,7651,1639,3.33902129275243,0.715286354570806,229139,Viken,2021-04-09
total,county,county30,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,13852,3197,15.1252429516717,3.4908606494726,91582,Viken,2021-04-09
total,county,county30,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,4811,954,5.05622700998424,1.0026274303731,95150,Viken,2021-04-09
total,county,county30,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,13823,2862,17.9968232475784,3.72617435683783,76808,Viken,2021-04-09
total,county,county30,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,6397,828,8.05180747155372,1.04219111871916,79448,Viken,2021-04-09
total,county,county30,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,19431,1796,30.3410262015552,2.80440960619593,64042,Viken,2021-04-09
total,county,county30,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,16413,1152,26.8765965808607,1.88642169384948,61068,Viken,2021-04-09
total,county,county30,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,36662,16899,92.3685470257741,42.576402710942,39691,Viken,2021-04-09
total,county,county30,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,31028,13051,93.6355131725865,39.3849775175785,33137,Viken,2021-04-09
total,county,county30,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,15023,13866,90.8118237320921,83.817929033428,16543,Viken,2021-04-09
total,county,county30,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,8644,8046,92.6672384219554,86.2564322469983,9328,Viken,2021-04-09
total,county,county34,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7163,1754,12.0154323576281,2.94221253040342,59615,Innlandet,2021-04-09
total,county,county34,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,2068,436,3.2520325203252,0.685631614536648,63591,Innlandet,2021-04-09
total,county,county34,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,4279,1011,16.3626629956789,3.86600894803258,26151,Innlandet,2021-04-09
total,county,county34,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,1276,237,4.79032924128093,0.889739835567068,26637,Innlandet,2021-04-09
total,county,county34,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,4623,940,18.2936963317637,3.71967868307546,25271,Innlandet,2021-04-09
total,county,county34,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,2128,261,8.36313617606603,1.02574179603065,25445,Innlandet,2021-04-09
total,county,county34,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,4989,686,21.227980597396,2.91890051910476,23502,Innlandet,2021-04-09
