granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,6496,2598,3.95016084013889,1.57982109955062,164449,Oslo,2021-03-04
total,county,county03,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,2816,1226,1.70055497514992,0.740369460061718,165593,Oslo,2021-03-04
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,2070,795,4.91278034887861,1.88679245283019,42135,Oslo,2021-03-04
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,991,481,2.16550488385814,1.05106745624194,45763,Oslo,2021-03-04
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,2159,798,6.45383074761606,2.38543628374137,33453,Oslo,2021-03-04
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,1069,370,3.13572497140008,1.08533043911883,34091,Oslo,2021-03-04
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,1284,730,4.9270913277053,2.80122793553338,26060,Oslo,2021-03-04
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,949,569,3.94627411842981,2.36610113107119,24048,Oslo,2021-03-04
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,7655,3616,52.8441253624189,24.9620323070551,14486,Oslo,2021-03-04
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,5803,2579,51.0692598785532,22.6964710023761,11363,Oslo,2021-03-04
total,county,county03,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,6473,5721,83.0084637086433,73.3649653757374,7798,Oslo,2021-03-04
total,county,county03,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,3081,2725,84.9931034482759,75.1724137931035,3625,Oslo,2021-03-04
total,county,county11,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,4262,1443,4.66853612583797,1.58064233448714,91292,Rogaland,2021-03-04
total,county,county11,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,1042,464,1.07241365114652,0.477543122967354,97164,Rogaland,2021-03-04
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,1934,731,6.12044684958385,2.31336434697301,31599,Rogaland,2021-03-04
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,480,222,1.42062270628626,0.657038001657393,33788,Rogaland,2021-03-04
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,1794,631,6.80473372781065,2.39341526323775,26364,Rogaland,2021-03-04
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,365,188,1.32188903375344,0.6808633927278,27612,Rogaland,2021-03-04
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,414,276,2.01078245665161,1.34052163776774,20589,Rogaland,2021-03-04
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,341,262,1.64297759576006,1.26234642254878,20755,Rogaland,2021-03-04
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,3993,1675,33.6848321241775,14.1302513919352,11854,Rogaland,2021-03-04
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,3146,1225,31.350274040857,12.2072745391131,10035,Rogaland,2021-03-04
total,county,county11,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,4952,4304,87.2291703364453,75.8146908578475,5677,Rogaland,2021-03-04
total,county,county11,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2857,2430,93.3965348152991,79.4377247466492,3059,Rogaland,2021-03-04
total,county,county15,2020,16-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,2924,795,6.48308279012017,1.76267127843555,45102,Møre og Romsdal,2021-03-04
total,county,county15,2020,16-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,702,248,1.41557943981771,0.500090742271783,49591,Møre og Romsdal,2021-03-04
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,1656,457,9.5877721167207,2.64590088003705,17272,Møre og Romsdal,2021-03-04
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,367,159,1.94540153723827,0.842830638749006,18865,Møre og Romsdal,2021-03-04
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,1545,444,9.62077339809453,2.76480478236503,16059,Møre og Romsdal,2021-03-04
total,county,county15,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,325,168,1.91910245054621,0.992028343666962,16935,Møre og Romsdal,2021-03-04
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,365,243,2.50928090196618,1.67056235391173,14546,Møre og Romsdal,2021-03-04
total,county,county15,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,233,170,1.55686222103434,1.1359080582654,14966,Møre og Romsdal,2021-03-04
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,2286,863,27.2499701990702,10.2872809631661,8389,Møre og Romsdal,2021-03-04
total,county,county15,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,1764,596,24.0654843110505,8.13096862210096,7330,Møre og Romsdal,2021-03-04
total,county,county15,2020,>=85,female,1900,1,1900-01,1899/1900,24,1900-01-01,3850,2988,83.1713112983366,64.549578742709,4629,Møre og Romsdal,2021-03-04
total,county,county15,2020,>=85,male,1900,1,1900-01,1899/1900,24,1900-01-01,2185,1645,87.0864886408928,65.5639697090474,2509,Møre og Romsdal,2021-03-04
