granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8543,352,,63.2721078358762,2.6070211820471,,13502,Oslo,2022-02-02
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5404,4056,,84.9685534591195,63.7735849056604,,6360,Oslo,2022-02-02
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,28876,26569,10978,92.3559137721487,84.9772916266871,35.1116228491013,31266,Oslo,2022-02-02
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,93552,88513,45308,90.2793727382388,85.4166465621231,43.7230398069964,103625,Oslo,2022-02-02
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21991,21034,12419,91.8473040136992,87.8503111556614,51.8690222612037,23943,Oslo,2022-02-02
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,40137,38947,28824,94.3556349616813,91.5581362546429,67.7605905308195,42538,Oslo,2022-02-02
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32657,32082,27356,95,94.503358077059,80.5820666902321,33948,Oslo,2022-02-02
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24856,24552,22228,95,94.4380336948996,85.4988845295792,25998,Oslo,2022-02-02
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,15995,15831,14437,95,95,94.2055464926591,15325,Oslo,2022-02-02
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7925,7774,6500,95,95,84.0770922261027,7731,Oslo,2022-02-02
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8790,296,,63.1510884402615,2.12658955384726,,13919,Oslo,2022-02-02
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5191,3698,,78.9265622624297,56.2262429679185,,6577,Oslo,2022-02-02
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,24802,22121,7300,88.1692143618912,78.6384642730181,25.9509420547458,28130,Oslo,2022-02-02
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,90776,85449,41561,86.9518573152742,81.849269143087,39.8101496197245,104398,Oslo,2022-02-02
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22756,21771,13087,85.9365558912387,82.2167673716012,49.4222054380665,26480,Oslo,2022-02-02
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41729,40424,29716,90.4870327001475,87.6572122473762,64.437505421112,46116,Oslo,2022-02-02
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32991,32345,27021,95,93.2966050361995,77.9399463497649,34669,Oslo,2022-02-02
