granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,213067,101463,30.5687149395274,14.5568930144474,697010,Oslo,2021-05-21
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,133197,58784,27.5973023650924,12.1795522589067,482645,Rogaland,2021-05-21
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,76721,35578,28.8920103636309,13.398156237761,265544,Møre og Romsdal,2021-05-21
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,72720,34289,30.2565062722337,14.2665751315817,240345,Nordland,2021-05-21
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,383879,178494,30.6518607711373,14.2523379410788,1252384,Viken,2021-05-21
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,117299,56613,31.6508501010515,15.2759151976643,370603,Innlandet,2021-05-21
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,127641,63081,30.2551424331922,14.9522852361561,421882,Vestfold og Telemark,2021-05-21
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,89781,41762,29.0701100559184,13.5220807983344,308843,Agder,2021-05-21
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,181615,82691,28.4297166185833,12.9443146045606,638821,Vestland,2021-05-21
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,131905,62736,27.9979368488975,13.3162394613732,471124,Trøndelag,2021-05-21
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,69586,31754,28.7345974695253,13.1123847907238,242168,Troms og Finnmark,2021-05-21
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,213062,101461,30.5679975897046,14.5566060745183,697010,Oslo,2021-05-21
total,municip,municip1101,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,4032,1845,27.2671941570298,12.477175897748,14787,Eigersund,2021-05-21
