granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8641,192,,63.9979262331507,1.42201155384388,,13502,Oslo,2021-12-02
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5609,2998,,88.1918238993711,47.1383647798742,,6360,Oslo,2021-12-02
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29989,26048,365,95.9156911661229,83.3109447962643,1.16740229002751,31266,Oslo,2021-12-02
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,91323,83753,2402,88.1283474065139,80.8231604342582,2.31797346200241,103625,Oslo,2021-12-02
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21835,20120,749,91.1957565885645,84.0329114981414,3.12826295785825,23943,Oslo,2021-12-02
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39726,37352,1579,93.3894400300907,87.8085476515116,3.71197517513752,42538,Oslo,2021-12-02
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32249,31099,1949,94.9952869093908,91.6077530340521,5.74113349829151,33948,Oslo,2021-12-02
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24706,24269,14267,95.0303869528425,93.3494884221863,54.8772982537118,25998,Oslo,2021-12-02
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14830,14855,12690,96.7699836867863,96.9331158238173,82.8058727569331,15325,Oslo,2021-12-02
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7054,6975,5541,91.2430474712198,90.221187427241,71.6724873884362,7731,Oslo,2021-12-02
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8873,180,,63.747395646239,1.29319635031252,,13919,Oslo,2021-12-02
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5478,2870,,83.2902539151589,43.6369165272921,,6577,Oslo,2021-12-02
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,24990,21234,99,88.8375399928902,75.4852470671881,0.351937433345183,28130,Oslo,2021-12-02
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,89583,81745,1246,85.8091151171479,78.301308454185,1.1935094542041,104398,Oslo,2021-12-02
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22668,20810,447,85.6042296072508,78.5876132930514,1.6880664652568,26480,Oslo,2021-12-02
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41327,38817,995,89.6153178940064,84.1725214676034,2.15760256743863,46116,Oslo,2021-12-02
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32348,30904,1227,93.3052582999221,89.1401540280943,3.53918486255733,34669,Oslo,2021-12-02
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22768,22332,12977,94.1838338711012,92.3802432365351,53.6816414329445,24174,Oslo,2021-12-02
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11996,12116,10612,98.0305630464983,99.011195554466,86.7206014546049,12237,Oslo,2021-12-02
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3319,3289,2801,91.6344561016013,90.8061844284926,77.3329652125897,3622,Oslo,2021-12-02
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9198,235,,73.501678120505,1.87789675563369,,12514,Rogaland,2021-12-02
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5585,3543,,93.8655462184874,59.546218487395,,5950,Rogaland,2021-12-02
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18224,17009,321,90.2625061911838,84.2446755819713,1.58989598811293,20190,Rogaland,2021-12-02
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,41305,38743,1541,84.3217311421864,79.0915586404001,3.14586097785036,48985,Rogaland,2021-12-02
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14544,13973,812,91.4659455380165,87.8749764165776,5.10659706936671,15901,Rogaland,2021-12-02
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29415,28473,1790,92.6019203525893,89.6363922556273,5.6351330080277,31765,Rogaland,2021-12-02
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25743,25405,2139,96.3688091940254,95.1035076554487,8.00733725152547,26713,Rogaland,2021-12-02
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20367,20201,9448,96.875,96.0854261796043,44.9391171993912,21024,Rogaland,2021-12-02
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12292,12300,8149,98.7944060440444,98.858704388362,65.4959009805498,12442,Rogaland,2021-12-02
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,5344,5292,3492,93.5410467355155,92.6308419394364,61.12375284439,5713,Rogaland,2021-12-02
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9069,231,,69.5848998695619,1.77242384715722,,13033,Rogaland,2021-12-02
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5662,3383,,91.2048969072165,54.4942010309278,,6208,Rogaland,2021-12-02
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,18532,16897,55,84.7487080989619,77.2716879315864,0.251520556089084,21867,Rogaland,2021-12-02
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,42037,39248,562,81.674405953098,76.2556101731139,1.09191940779887,51469,Rogaland,2021-12-02
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,14884,14129,278,84.4386452601123,80.1554433539457,1.57712599988654,17627,Rogaland,2021-12-02
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,30379,29367,760,89.5053180519136,86.5236734333108,2.23917975310097,33941,Rogaland,2021-12-02
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26620,26201,1073,94.6556199551968,93.1657362301319,3.81538242719482,28123,Rogaland,2021-12-02
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20590,20463,9815,97.0631216706737,96.4644321878094,46.2687974355348,21213,Rogaland,2021-12-02
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,10612,10647,7553,99.5964335992492,99.9249178789301,70.8869075551384,10655,Rogaland,2021-12-02
total,county,county11,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3040,3017,2139,96.0505529225908,95.3238546603476,67.5829383886256,3165,Rogaland,2021-12-02
total,county,county15,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,5188,155,,80.8225580308459,2.41470634055149,,6419,Møre og Romsdal,2021-12-02
total,county,county15,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3196,2562,,99.4399502177971,79.7137523335408,,3214,Møre og Romsdal,2021-12-02
total,county,county15,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,9955,9479,196,91.4729394468437,87.0991454562161,1.80097399614077,10883,Møre og Romsdal,2021-12-02
total,county,county15,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,20167,19151,931,87.012987012987,82.6293308020883,4.0169133192389,23177,Møre og Romsdal,2021-12-02
total,county,county15,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7142,6915,465,91.5993330768244,88.6879569065025,5.96383224317045,7797,Møre og Romsdal,2021-12-02
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,16144,15750,1231,93.9041414611447,91.6123778501629,7.16030711959051,17192,Møre og Romsdal,2021-12-02
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,15479,15251,1394,96.2624378109453,94.8445273631841,8.66915422885572,16080,Møre og Romsdal,2021-12-02
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,14364,14285,5802,97.455729696723,96.9197367528326,39.3649501323021,14739,Møre og Romsdal,2021-12-02
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,8722,8745,6522,99.1474366261225,99.4088893941117,74.1389109923838,8797,Møre og Romsdal,2021-12-02
total,county,county15,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,4270,4194,3175,93.0485944650251,91.3924602309871,69.1871867509261,4589,Møre og Romsdal,2021-12-02
total,county,county15,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,5422,156,,81.6197501129008,2.34833659491194,,6643,Møre og Romsdal,2021-12-02
total,county,county15,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,3185,2489,,91.7074575295134,71.6671465591708,,3473,Møre og Romsdal,2021-12-02
total,county,county15,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,10619,9909,41,87.8692594124948,81.9942076954903,0.339263549855192,12085,Møre og Romsdal,2021-12-02
total,county,county15,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,21260,20142,355,83.1670774165787,78.7935688299495,1.38872589289207,25563,Møre og Romsdal,2021-12-02
total,county,county15,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,7050,6780,170,83.9785586658726,80.762358546754,2.02501488981537,8395,Møre og Romsdal,2021-12-02
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,16637,16103,479,89.0774749692135,86.218343417037,2.56465171066017,18677,Møre og Romsdal,2021-12-02
total,county,county15,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,16188,15969,657,94.9164467897977,93.63236587511,3.85224274406332,17055,Møre og Romsdal,2021-12-02
total,county,county15,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,14666,14583,5842,97.029440952696,96.4803175653325,38.6503473370824,15115,Møre og Romsdal,2021-12-02
total,county,county15,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,7895,7975,6206,100.266700533401,101.282702565405,78.8163576327153,7874,Møre og Romsdal,2021-12-02
total,county,county15,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,2405,2391,1903,94.3877551020408,93.8383045525903,74.6860282574568,2548,Møre og Romsdal,2021-12-02
total,county,county18,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,4371,60,,81.5332960268607,1.11919418019026,,5361,Nordland,2021-12-02
total,county,county18,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,2589,1305,,97.550866616428,49.1710625470987,,2654,Nordland,2021-12-02
total,county,county18,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,8664,8097,162,89.2092257001647,83.3710873146623,1.66803953871499,9712,Nordland,2021-12-02
total,county,county18,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,18541,17501,743,87.9303803471498,82.9981978563976,3.52366499098928,21086,Nordland,2021-12-02
total,county,county18,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,6005,5788,349,91.4281364190012,88.1242387332521,5.3136419001218,6568,Nordland,2021-12-02
total,county,county18,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,14940,14512,1056,92.6224426534408,89.9690018598884,6.54680719156851,16130,Nordland,2021-12-02
total,county,county18,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,14947,14668,1232,95.3678300261596,93.5876985899317,7.86065207682001,15673,Nordland,2021-12-02
total,county,county18,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,13480,13352,5157,97.237250234437,96.3139291639616,37.1997403159489,13863,Nordland,2021-12-02
total,county,county18,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,8605,8630,5773,98.466643780753,98.7527177022543,66.0601899530839,8739,Nordland,2021-12-02
total,county,county18,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,3689,3606,2461,91.0189982728843,88.9711324944486,60.7204539847027,4053,Nordland,2021-12-02
total,county,county18,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,4580,87,,79.5000867904878,1.51015448706822,,5761,Nordland,2021-12-02
total,county,county18,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,2762,1334,,93.786078098472,45.2971137521223,,2945,Nordland,2021-12-02
total,county,county18,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,9051,8230,44,84.3444227005871,76.6936911751002,0.410027024508434,10731,Nordland,2021-12-02
