granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,n_dose_3_all,pr100_dose_1,pr100_dose_2,pr100_dose_3_all,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8836,228,,65.4421567175233,1.6886387201896,,13502,Oslo,2021-12-15
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5855,3932,,92.059748427673,61.8238993710692,,6360,Oslo,2021-12-15
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,30153,26330,993,96.4402226060257,84.212883003902,3.1759739013625,31266,Oslo,2021-12-15
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,91701,84470,5976,88.4931242460796,81.5150784077201,5.76694813027744,103625,Oslo,2021-12-15
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21890,20255,1744,91.4254688217851,84.5967506160465,7.28396608612121,23943,Oslo,2021-12-15
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39784,37549,4376,93.5257887065683,88.2716629836852,10.2872725563026,42538,Oslo,2021-12-15
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32269,31290,8665,95.0542005420054,92.1703782255214,25.5243313302698,33948,Oslo,2021-12-15
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24726,24383,20100,95.1073159473806,93.7879836910532,77.3136395107316,25998,Oslo,2021-12-15
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14847,14894,13568,96.8809135399674,97.1876019575856,88.5350734094617,15325,Oslo,2021-12-15
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7059,6986,5900,91.3077221575475,90.3634717371621,76.3161298667701,7731,Oslo,2021-12-15
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9056,217,,65.0621452690567,1.55902004454343,,13919,Oslo,2021-12-15
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5694,3759,,86.5744260301049,57.1537175003801,,6577,Oslo,2021-12-15
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,25140,21431,265,89.3707785282616,76.1855670103093,0.942054745822965,28130,Oslo,2021-12-15
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,89906,82308,2820,86.118508017395,78.840590815916,2.70120117243625,104398,Oslo,2021-12-15
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22721,20916,988,85.8043806646526,78.987915407855,3.73111782477341,26480,Oslo,2021-12-15
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41395,38999,2800,89.7627721398213,84.5671784196374,6.07164541590771,46116,Oslo,2021-12-15
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32392,31145,7516,93.4321728345208,89.8352995471459,21.6793100464392,34669,Oslo,2021-12-15
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22774,22468,18322,94.2086539257053,92.9428311408952,75.7921734094482,24174,Oslo,2021-12-15
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,12006,12141,11278,98.1122824221623,99.2154939936259,92.1631118738253,12237,Oslo,2021-12-15
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3321,3292,2920,91.6896742131419,90.8890115958034,80.6184428492546,3622,Oslo,2021-12-15
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,9377,290,,74.9320760747962,2.31740450695221,,12514,Rogaland,2021-12-15
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5642,4943,,94.8235294117647,83.0756302521009,,5950,Rogaland,2021-12-15
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,18303,17120,864,90.6537890044576,84.7944526993561,4.27934621099554,20190,Rogaland,2021-12-15
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,41666,39133,3515,85.0586914361539,79.887720730836,7.17566602021027,48985,Rogaland,2021-12-15
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14602,14032,1758,91.8307024715427,88.2460222627508,11.0559084334319,15901,Rogaland,2021-12-15
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29480,28602,4405,92.8065480875177,90.0424996064851,13.8674641901464,31765,Rogaland,2021-12-15
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25775,25499,6326,96.4886010556658,95.4553962490173,23.6813536480365,26713,Rogaland,2021-12-15
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20384,20259,15291,96.9558599695586,96.361301369863,72.7311643835617,21024,Rogaland,2021-12-15
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12309,12342,10439,98.9310400257193,99.1962706960296,83.9013020414724,12442,Rogaland,2021-12-15
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,5352,5306,4410,93.6810782426046,92.8758970768423,77.1923682828636,5713,Rogaland,2021-12-15
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,9310,275,,71.4340520217908,2.11002838947288,,13033,Rogaland,2021-12-15
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5733,4834,,92.3485824742268,77.8672680412371,,6208,Rogaland,2021-12-15
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,18641,17025,157,85.2471761101203,77.857044862121,0.71797686010884,21867,Rogaland,2021-12-15
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,42292,39552,1242,82.1698498125085,76.8462569702151,2.41310303289359,51469,Rogaland,2021-12-15
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,14958,14201,627,84.8584557780677,80.563907641686,3.55704317240597,17627,Rogaland,2021-12-15
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,30466,29482,2370,89.7616452078607,86.8624966854247,6.98270528269644,33941,Rogaland,2021-12-15
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26658,26309,4505,94.7907406748924,93.5497635387405,16.0189169007574,28123,Rogaland,2021-12-15
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20617,20521,15655,97.1904021119125,96.7378494319521,73.7990854664593,21213,Rogaland,2021-12-15
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,10618,10684,9482,99.6527451900516,100.272172688878,88.991083998123,10655,Rogaland,2021-12-15
total,county,county11,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3047,3029,2653,96.2717219589258,95.7030015797788,83.8230647709321,3165,Rogaland,2021-12-15
total,county,county15,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,5297,175,,82.5206418445241,2.72628135223555,,6419,Møre og Romsdal,2021-12-15
total,county,county15,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3236,2977,,100.684505289359,92.6260112009956,,3214,Møre og Romsdal,2021-12-15
total,county,county15,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,9994,9544,450,91.8312965175044,87.6964072406506,4.13488927685381,10883,Møre og Romsdal,2021-12-15
total,county,county15,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,20368,19392,1933,87.8802260862062,83.6691547655003,8.34016481857013,23177,Møre og Romsdal,2021-12-15
total,county,county15,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7160,6949,989,91.8301910991407,89.1240220597666,12.6843657817109,7797,Møre og Romsdal,2021-12-15
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,16176,15808,2585,94.0902745463006,91.9497440670079,15.036063285249,17192,Møre og Romsdal,2021-12-15
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,15499,15290,3502,96.386815920398,95.0870646766169,21.7786069651741,16080,Møre og Romsdal,2021-12-15
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,14376,14320,11483,97.5371463464278,97.1572019811385,77.9089490467467,14739,Møre og Romsdal,2021-12-15
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,8734,8771,7891,99.2838467659429,99.7044446970558,89.7010344435603,8797,Møre og Romsdal,2021-12-15
total,county,county15,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,4282,4209,3623,93.3100893440837,91.7193288298104,78.9496622357812,4589,Møre og Romsdal,2021-12-15
total,county,county15,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,5544,184,,83.4562697576396,2.76983290681921,,6643,Møre og Romsdal,2021-12-15
total,county,county15,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,3228,2904,,92.9455801900374,83.61646991074,,3473,Møre og Romsdal,2021-12-15
total,county,county15,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,10661,9985,100,88.2167976830782,82.6230864708316,0.827472072817542,12085,Møre og Romsdal,2021-12-15
total,county,county15,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,21390,20332,712,83.6756249266518,79.5368305754411,2.78527559363142,25563,Møre og Romsdal,2021-12-15
total,county,county15,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,7082,6822,355,84.3597379392496,81.2626563430614,4.22870756402621,8395,Møre og Romsdal,2021-12-15
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,16689,16163,1167,89.3558922739198,86.5395941532366,6.24832681908229,18677,Møre og Romsdal,2021-12-15
total,county,county15,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,16224,16006,2252,95.127528583993,93.8493110524773,13.2043389035473,17055,Møre og Romsdal,2021-12-15
total,county,county15,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,14675,14607,11559,97.0889844525306,96.6391002315581,76.4737016209064,15115,Møre og Romsdal,2021-12-15
total,county,county15,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,7914,7988,7422,100.508001016002,101.447802895606,94.259588519177,7874,Møre og Romsdal,2021-12-15
total,county,county15,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,2412,2395,2156,94.6624803767661,93.9952904238619,84.6153846153846,2548,Møre og Romsdal,2021-12-15
total,county,county18,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,4426,92,,82.5592240253684,1.7160977429584,,5361,Nordland,2021-12-15
total,county,county18,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,2624,2317,,98.8696307460437,87.3021853805576,,2654,Nordland,2021-12-15
total,county,county18,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,8705,8180,421,89.6313838550247,84.2257001647447,4.33484349258649,9712,Nordland,2021-12-15
total,county,county18,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,18679,17675,1826,88.5848430238073,83.8233899269658,8.65977425780138,21086,Nordland,2021-12-15
total,county,county18,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,6027,5814,834,91.7630937880633,88.5200974421437,12.6979293544458,6568,Nordland,2021-12-15
total,county,county18,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,14961,14578,2447,92.7526348419095,90.3781773093614,15.1704897706138,16130,Nordland,2021-12-15
