granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,461489,209515,66.2098104761768,30.0591096253999,697010,Oslo,2021-07-14
total,county,county11,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,243258,131213,50.4010193827762,27.1862341886894,482645,Rogaland,2021-07-14
total,county,county15,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,134227,78033,50.5479317928479,29.3860904407556,265544,Møre og Romsdal,2021-07-14
total,county,county18,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,121723,72080,50.6451143148391,29.9902223886497,240345,Nordland,2021-07-14
total,county,county30,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,803655,383095,64.1700149474921,30.5892601630171,1252384,Viken,2021-07-14
total,county,county34,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,198030,118573,53.4345377668287,31.9946141828318,370603,Innlandet,2021-07-14
total,county,county38,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,247779,131397,58.7318254867475,31.1454387719789,421882,Vestfold og Telemark,2021-07-14
total,county,county42,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,165590,90779,53.6162386714285,29.3932515873761,308843,Agder,2021-07-14
total,county,county46,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,350470,183191,54.8620035972518,28.676421094485,638821,Vestland,2021-07-14
total,county,county50,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,250725,134679,53.2184732681842,28.5867414948082,471124,Trøndelag,2021-07-14
total,county,county54,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,120421,70104,49.7262231178356,28.9484985629811,242168,Troms og Finnmark,2021-07-14
total,municip,municip0301,2020,total,total,1900,1,1900-01,1899/1900,24,1900-01-01,461482,209509,66.2088061864249,30.0582488056125,697010,Oslo,2021-07-14
