granularity_time,granularity_geo,location_code,border,age,sex,year,week,yrwk,season,x,date,n_dose_1,n_dose_2,pr100_dose_1,pr100_dose_2,pop,location_name,date_of_publishing
total,county,county03,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8167,90,60.4873352095986,0.666567915864316,13502,Oslo,2021-10-15
total,county,county03,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5379,1015,84.5754716981132,15.9591194968553,6360,Oslo,2021-10-15
total,county,county03,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,29413,25126,94.0734344015864,80.3620546280305,31266,Oslo,2021-10-15
total,county,county03,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,89867,80342,86.7232810615199,77.5314837153197,103625,Oslo,2021-10-15
total,county,county03,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,21646,19690,90.4063818234975,82.2369794929625,23943,Oslo,2021-10-15
total,county,county03,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,39553,36868,92.9827448399079,86.6707414546993,42538,Oslo,2021-10-15
total,county,county03,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,32191,30827,94.8244373748086,90.8065276304937,33948,Oslo,2021-10-15
total,county,county03,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,24651,23982,94.8188322178629,92.2455573505654,25998,Oslo,2021-10-15
total,county,county03,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,14795,14741,96.5415986949429,96.189233278956,15325,Oslo,2021-10-15
total,county,county03,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,7036,6944,91.0102186004398,89.8202043720088,7731,Oslo,2021-10-15
total,county,county03,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8263,90,59.3648969035132,0.646598175156261,13919,Oslo,2021-10-15
total,county,county03,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5222,1005,79.3979017789266,15.2805230348183,6577,Oslo,2021-10-15
total,county,county03,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,24450,20425,86.9178812655528,72.6093138997512,28130,Oslo,2021-10-15
total,county,county03,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,88526,79354,84.7966436138623,76.0110346941512,104398,Oslo,2021-10-15
total,county,county03,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,22444,20378,84.7583081570997,76.9561933534743,26480,Oslo,2021-10-15
total,county,county03,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,41077,38326,89.0732066961575,83.1078150750282,46116,Oslo,2021-10-15
total,county,county03,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,32191,30579,92.8524041651043,88.2027171248089,34669,Oslo,2021-10-15
total,county,county03,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,22712,22022,93.9521800281294,91.0978737486556,24174,Oslo,2021-10-15
total,county,county03,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,11975,11999,97.858952357604,98.0550788591975,12237,Oslo,2021-10-15
total,county,county03,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3314,3276,91.4964108227499,90.4472667034788,3622,Oslo,2021-10-15
total,county,county11,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,8411,72,67.2127217516382,0.575355601726067,12514,Rogaland,2021-10-15
total,county,county11,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,5463,1010,91.8151260504202,16.9747899159664,5950,Rogaland,2021-10-15
total,county,county11,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,17960,16589,88.9549281822685,82.1644378405151,20190,Rogaland,2021-10-15
total,county,county11,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,40269,36924,82.2067979993876,75.378176992957,48985,Rogaland,2021-10-15
total,county,county11,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,14390,13705,90.497452990378,86.1895478271807,15901,Rogaland,2021-10-15
total,county,county11,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,29235,28155,92.0352589327877,88.6352904139777,31765,Rogaland,2021-10-15
total,county,county11,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,25659,25199,96.0543555572193,94.3323475461386,26713,Rogaland,2021-10-15
total,county,county11,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,20323,20042,96.6657153729072,95.3291476407915,21024,Rogaland,2021-10-15
total,county,county11,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,12266,12144,98.5854364250121,97.6048866741682,12442,Rogaland,2021-10-15
total,county,county11,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,5321,5212,93.1384561526344,91.2305268685454,5713,Rogaland,2021-10-15
total,county,county11,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,8144,67,62.4875316504259,0.514079643980664,13033,Rogaland,2021-10-15
total,county,county11,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,5491,865,88.4503865979382,13.9336340206186,6208,Rogaland,2021-10-15
total,county,county11,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,18238,16353,83.4042163991403,74.7839209768144,21867,Rogaland,2021-10-15
total,county,county11,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,41281,37776,80.205560628728,73.395636208203,51469,Rogaland,2021-10-15
total,county,county11,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,14693,13793,83.3550802745788,78.2492766778238,17627,Rogaland,2021-10-15
total,county,county11,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,30187,28994,88.9396305353407,85.424707580802,33941,Rogaland,2021-10-15
total,county,county11,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,26504,25990,94.2431461792839,92.4154606549799,28123,Rogaland,2021-10-15
total,county,county11,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,20540,20341,96.8274171498609,95.8893131570264,21213,Rogaland,2021-10-15
total,county,county11,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,10591,10545,99.3993430314406,98.9676208352886,10655,Rogaland,2021-10-15
total,county,county11,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,3026,2974,95.608214849921,93.9652448657188,3165,Rogaland,2021-10-15
total,county,county15,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,4452,30,69.3565976008724,0.467362517526094,6419,Møre og Romsdal,2021-10-15
total,county,county15,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,3122,578,97.1375233354076,17.9838207840697,3214,Møre og Romsdal,2021-10-15
total,county,county15,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,9855,9213,90.5540751630984,84.6549664614537,10883,Møre og Romsdal,2021-10-15
total,county,county15,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,19784,18305,85.3604866893904,78.9791603745092,23177,Møre og Romsdal,2021-10-15
total,county,county15,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,7086,6783,90.8811081185071,86.9949980761832,7797,Møre og Romsdal,2021-10-15
total,county,county15,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,16051,15584,93.3631921824104,90.6468124709167,17192,Møre og Romsdal,2021-10-15
total,county,county15,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,15437,15164,96.0012437810945,94.3034825870647,16080,Møre og Romsdal,2021-10-15
total,county,county15,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,14343,14198,97.3132505597395,96.3294660424724,14739,Møre og Romsdal,2021-10-15
total,county,county15,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,8703,8643,98.9314539047403,98.2494032056383,8797,Møre og Romsdal,2021-10-15
total,county,county15,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,4247,4120,92.5473959468294,89.7799084767923,4589,Møre og Romsdal,2021-10-15
total,county,county15,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,4609,31,69.381303627879,0.466656631040193,6643,Møre og Romsdal,2021-10-15
total,county,county15,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,3117,498,89.7494961128707,14.3391880218831,3473,Møre og Romsdal,2021-10-15
total,county,county15,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,10472,9452,86.652875465453,78.2126603227141,12085,Møre og Romsdal,2021-10-15
total,county,county15,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,20991,19275,82.1147752611196,75.401948128154,25563,Møre og Romsdal,2021-10-15
total,county,county15,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,6988,6580,83.2400238237046,78.3799880881477,8395,Møre og Romsdal,2021-10-15
total,county,county15,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,16544,15879,88.5795363281041,85.0190073352252,18677,Møre og Romsdal,2021-10-15
total,county,county15,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,16146,15860,94.6701846965699,92.9932571093521,17055,Møre og Romsdal,2021-10-15
total,county,county15,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,14653,14492,96.9434336751571,95.8782666225604,15115,Møre og Romsdal,2021-10-15
total,county,county15,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,7883,7913,100.1143002286,100.495300990602,7874,Møre og Romsdal,2021-10-15
total,county,county15,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,2395,2361,93.9952904238619,92.6609105180534,2548,Møre og Romsdal,2021-10-15
total,county,county18,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,4054,19,75.6202201081888,0.354411490393583,5361,Nordland,2021-10-15
total,county,county18,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,2534,391,95.4785229841748,14.7324792765637,2654,Nordland,2021-10-15
total,county,county18,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,8540,7819,87.9324546952224,80.5086490939045,9712,Nordland,2021-10-15
total,county,county18,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,18100,16618,85.8389452717443,78.8105852224225,21086,Nordland,2021-10-15
total,county,county18,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,5931,5654,90.3014616321559,86.0840438489647,6568,Nordland,2021-10-15
total,county,county18,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,14864,14305,92.1512709237446,88.6856788592685,16130,Nordland,2021-10-15
total,county,county18,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,14898,14541,95.0551904549225,92.7773878644803,15673,Nordland,2021-10-15
total,county,county18,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,13439,13261,96.9414989540504,95.6575055904205,13863,Nordland,2021-10-15
total,county,county18,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,8586,8502,98.249227600412,97.2880192241675,8739,Nordland,2021-10-15
total,county,county18,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,3668,3506,90.5008635578584,86.5038243276585,4053,Nordland,2021-10-15
total,county,county18,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,4268,33,74.0843603541052,0.572817219232772,5761,Nordland,2021-10-15
total,county,county18,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,2675,389,90.8319185059423,13.2088285229202,2945,Nordland,2021-10-15
total,county,county18,2020,18-24,male,1900,1,1900-01,1899/1900,24,1900-01-01,8904,7796,82.9745596868885,72.6493337060852,10731,Nordland,2021-10-15
total,county,county18,2020,25-39,male,1900,1,1900-01,1899/1900,24,1900-01-01,18974,17162,82.5854189336235,74.6985854189336,22975,Nordland,2021-10-15
total,county,county18,2020,40-44,male,1900,1,1900-01,1899/1900,24,1900-01-01,5822,5460,84.9059355403238,79.6266588887269,6857,Nordland,2021-10-15
total,county,county18,2020,45-54,male,1900,1,1900-01,1899/1900,24,1900-01-01,14712,14034,88.5464941318086,84.465844116762,16615,Nordland,2021-10-15
total,county,county18,2020,55-64,male,1900,1,1900-01,1899/1900,24,1900-01-01,15271,14902,94.1491985203453,91.8742293464858,16220,Nordland,2021-10-15
total,county,county18,2020,65-74,male,1900,1,1900-01,1899/1900,24,1900-01-01,13992,13804,97.0992366412214,95.794587092297,14410,Nordland,2021-10-15
total,county,county18,2020,75-84,male,1900,1,1900-01,1899/1900,24,1900-01-01,7985,7930,99.2788760412781,98.5950515976626,8043,Nordland,2021-10-15
total,county,county18,2020,85+,male,1900,1,1900-01,1899/1900,24,1900-01-01,2082,2012,94.2507922136713,91.0819375282933,2209,Nordland,2021-10-15
total,county,county30,2020,12-15,female,1900,1,1900-01,1899/1900,24,1900-01-01,21796,135,69.9486521181001,0.433247753530167,31160,Viken,2021-10-15
total,county,county30,2020,16-17,female,1900,1,1900-01,1899/1900,24,1900-01-01,14054,2394,91.7362924281984,15.6266318537859,15320,Viken,2021-10-15
total,county,county30,2020,18-24,female,1900,1,1900-01,1899/1900,24,1900-01-01,42406,38461,90.1373124176338,81.7519023934022,47046,Viken,2021-10-15
total,county,county30,2020,25-39,female,1900,1,1900-01,1899/1900,24,1900-01-01,98160,88122,85.9138410909027,77.1281530624748,114254,Viken,2021-10-15
total,county,county30,2020,40-44,female,1900,1,1900-01,1899/1900,24,1900-01-01,38383,35718,91.5406630097782,85.1848318626282,41930,Viken,2021-10-15
total,county,county30,2020,45-54,female,1900,1,1900-01,1899/1900,24,1900-01-01,85914,81335,93.8110108973379,88.8111200891005,91582,Viken,2021-10-15
total,county,county30,2020,55-64,female,1900,1,1900-01,1899/1900,24,1900-01-01,74061,71940,96.4235496302469,93.6621185293199,76808,Viken,2021-10-15
total,county,county30,2020,65-74,female,1900,1,1900-01,1899/1900,24,1900-01-01,61807,60533,96.5101027450735,94.5207832360014,64042,Viken,2021-10-15
total,county,county30,2020,75-84,female,1900,1,1900-01,1899/1900,24,1900-01-01,39322,39268,99.070318208158,98.9342672142299,39691,Viken,2021-10-15
total,county,county30,2020,85+,female,1900,1,1900-01,1899/1900,24,1900-01-01,15528,15103,93.8644744000484,91.2954119567189,16543,Viken,2021-10-15
total,county,county30,2020,12-15,male,1900,1,1900-01,1899/1900,24,1900-01-01,22617,164,68.7112650382793,0.498237938996233,32916,Viken,2021-10-15
total,county,county30,2020,16-17,male,1900,1,1900-01,1899/1900,24,1900-01-01,14049,2117,87.0122630992196,13.1116065898675,16146,Viken,2021-10-15
